Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Fetch_Date,Source_Index
Carrier Global Corp,Industrials,Building Products & Equipment,USA,Large,S&P 500,47.18,1.52,4.74%,831.39M,2.97%,59.64B,22.44,3.20,-23.50%,790.97M,16.88%,71.19B,1.89,0.81,89.69%,2.14%,21.77%,1.31B,2.73,8.30%,2.01%,2.47,34.38%,21.87B,4.44,14.06%,3.48%,16.91M,35.90%,16.18,43.41,11.89%,9.39%,81.09 -11.44%,2.79%,1.65,35.38,-24.78% -4.96%,5.38%,50.24 42.93%,53.18%,0.95 (1.32%),22.21,2.12% 4.49%,25.18%,2.75%,3.43%,59.40%,0.93 (1.30%),3.26,-65.16%,8.78%,2.54,-,"Jul 21, 2026",0.75,-5.07%,5.98%,62.44,2.03,12.86% 26.86%,1.05,-39.54%,6.62%,1.31,76.40,52.40%,0.93,2.36%,10.23%,1.15,69.49,47000,0.81,Apr 30 BMO,20.33%,6.86M,71.81,"Mar 19, 2020",Yes / Yes,12.32% 6.51%,"

","7,953,515",3.34%,CARR,2026-06-22,SP500_FUNDAMENTALS
Caterpillar Inc,Industrials,Farm & Heavy Construction Machinery,USA,Mega,"DJIA, S&P 500",49.04,20.10,0.23%,460.64M,9.82%,454.11B,32.73,30.12,-18.82%,459.40M,14.61%,493.10B,1.38,6.18,73.39%,1.76%,43.15%,9.43B,6.42,29.44%,-1.00%,3.10,67.39%,70.75B,24.33,22.10%,10.45%,8.10M,72.08%,40.51,111.52,23.73%,51.35%,975.64 1.04%,173.99%,8.84,57.47,14.16% 28.05%,19.13%,356.96 176.17%,301.93%,6.20 (0.63%),34.17,4.38% 10.12%,31.90%,2.14%,3.21%,372.00%,6.04 (0.61%),6.97,-2.07%,17.12%,33.67,1198.33%,"Jul 20, 2026",0.81,11.85%,13.33%,65.45,2.10,8.04% 7.59%,1.35,30.35%,8.39%,1.58,973.08,31.58%,2.31,22.22%,12.93%,2.39,955.92,118000,1.64,Apr 30 BMO,47.06%,2.62M,985.82,"Dec 02, 1929",Yes / Yes,19.24% 5.38%,"

","6,175,042",3.13%,CAT,2026-06-22,SP500_FUNDAMENTALS
Carvana Co,Consumer Cyclical,Auto & Truck Dealerships,USA,Large,S&P 500,33.41,1.99,7.07%,715.02M,-1.86%,47.68B,32.01,2.08,-0.57%,665.40M,5.07%,51.32B,1.67,0.39,102.41%,10.85%,13.13%,1.44B,2.12,-8.95%,2.00%,5.71,-26.89%,22.52B,12.79,35.13%,12.72%,72.22M,-21.14%,5.20,15.87,19.14%,55.17%,97.38 -31.65%,8.08%,4.19,64.43,- -,16.09%,54.46 22.21%,1214.38%,-,21.91,14.31% 29.47%,19.39%,6.65%,5.89%,13.07%,-,2.28,234.92%,9.20%,4.46,-,-,2.57,51.72%,6.40%,46.88,1.92,- -,4.09,11.42%,-2.25%,3.46,92.20,0.00%,1.54,51.98%,-7.74%,1.15,62.86,23100,1.41,Apr 29 AMC,-9.47%,12.64M,66.56,"Apr 28, 2017",Yes / Yes,11.12% 5.06%,"

","14,501,789",5.89%,CVNA,2026-06-22,SP500_FUNDAMENTALS
Casey's General Stores Inc,Consumer Cyclical,Specialty Retail,USA,Large,S&P 500,43.95,19.16,0.53%,36.96M,-8.08%,31.13B,36.03,23.37,0.20%,36.76M,-1.16%,33.50B,3.60,6.58,88.02%,3.76%,26.62%,714.45M,1.77,11.52%,-0.79%,2.17,52.36%,17.56B,8.09,9.39%,8.22%,1.38M,52.39%,104.17,59.52,10.02%,19.15%,927.85 -9.23%,66.35%,14.15,43.14,17.19% 18.00%,10.60%,490.00 71.89%,283.50%,2.57 (0.30%),22.58,5.17% 18.07%,22.04%,3.95%,4.17%,327.39%,2.28 (0.27%),1.91,30.86%,5.89%,33.39,618.40%,"Jul 31, 2026",0.60,10.16%,4.07%,53.50,1.86,14.47% 11.55%,1.01,66.21%,3.60%,0.61,951.25,11.90%,0.73,14.50%,3.67%,1.23,850.85,49272,0.71,Jun 09 AMC,29.43%,635.53K,842.25,"Oct 20, 1983",Yes / Yes,32.01% 5.67%,"

","788,772",-1.01%,CASY,2026-06-22,SP500_FUNDAMENTALS
CBRE Group Inc,Real Estate,Real Estate Services,USA,Large,S&P 500,30.01,4.38,0.69%,292.84M,-0.27%,38.52B,14.79,8.89,-0.60%,290.69M,2.65%,48.03B,0.90,1.50,99.99%,1.86%,-1.25%,1.31B,0.91,21.01%,-1.12%,2.39,-18.14%,42.17B,4.52,15.18%,4.64%,5.41M,-18.19%,29.09,20.68,16.52%,15.62%,174.27 -24.51%,-1.44%,6.36,42.94,-3.60% 11.60%,8.30%,121.69 8.10%,69.07%,-,24.48,9.57% 11.22%,16.70%,3.25%,2.96%,52.33%,-,1.14,34.03%,2.91%,4.31,367.98%,-,1.08,14.77%,3.11%,46.57,1.36,- -,1.08,99.00%,0.69%,1.21,180.90,0.00%,1.24,18.15%,-4.87%,1.86,130.79,155000,0.86,Apr 23 BMO,-12.80%,2.27M,131.55,"Jun 10, 2004",Yes / Yes,42.24% 2.94%,"

","4,199,425",0.58%,CBRE,2026-06-22,SP500_FUNDAMENTALS
CDW Corp,Technology,Information Technology Services,USA,Large,S&P 500,15.63,8.21,0.51%,128.00M,-0.59%,16.40B,10.97,11.70,3.63%,127.05M,23.02%,21.97B,1.52,2.79,101.58%,6.98%,7.29%,1.08B,0.72,6.93%,4.49%,4.38,-11.48%,22.90B,6.43,9.19%,6.84%,8.87M,-5.75%,19.96,28.34,7.24%,44.16%,183.91 -30.20%,-24.49%,4.53,15.24,-0.25% 8.20%,14.67%,97.12 32.18%,-27.94%,2.56 (1.99%),11.14,-1.89% 3.96%,21.57%,4.05%,4.28%,-22.57%,2.52 (1.96%),0.96,1.33%,7.32%,5.43,216.81%,"May 22, 2026",1.06,7.41%,4.70%,52.74,1.75,6.15% 10.18%,1.16,7.91%,0.77%,0.98,142.00,31.02%,2.41,9.25%,2.81%,1.87,126.70,14800,1.87,May 06 BMO,-5.93%,2.03M,128.37,"Jun 27, 2013",Yes / Yes,0.08% 3.64%,"

","3,756,317",1.32%,CDW,2026-06-22,SP500_FUNDAMENTALS
Cboe Global Markets Inc,Financial,Financial Data & Stock Exchanges,USA,Large,S&P 500,21.27,11.71,0.27%,104.67M,-15.82%,26.07B,17.35,14.36,-2.39%,104.34M,-31.37%,25.48B,1.30,3.29,92.83%,3.86%,-12.42%,1.23B,5.44,26.67%,1.91%,3.33,0.04%,4.79B,4.85,6.22%,12.46%,4.03M,-0.76%,51.34,12.02,13.36%,25.03%,371.18 -32.89%,9.45%,20.73,26.69,68.07% 19.51%,19.57%,223.54 11.43%,81.35%,3.09 (1.24%),14.26,6.00% 6.59%,51.57%,5.95%,4.93%,119.63%,2.88 (1.16%),5.32,53.46%,34.76%,13.98,291.85%,"May 29, 2026",1.39,10.61%,25.66%,26.30,2.90,11.27% 11.60%,1.39,54.16%,-17.57%,0.44,327.21,25.92%,0.29,6.51%,-21.12%,2.57,254.69,1661,0.17,May 01 BMO,-9.25%,1.21M,249.10,"Jun 15, 2010",Yes / Yes,10.76% 5.68%,"

","3,051,581",-2.19%,CBOE,2026-06-22,SP500_FUNDAMENTALS
Centerpoint Energy Inc,Utilities,Utilities - Regulated Electric,USA,Large,S&P 500,26.22,1.63,0.28%,654.16M,0.63%,28.01B,20.57,2.08,0.00%,652.14M,0.75%,52.09B,2.34,0.37,104.36%,5.97%,-0.99%,1.07B,2.98,8.44%,0.52%,7.83,12.54%,9.41B,2.45,9.05%,2.32%,38.91M,11.68%,17.50,23.13,8.78%,9.56%,44.47 -3.71%,20.42%,1.85,-,0.22% -,3.16%,35.46 20.76%,46.74%,0.93 (2.17%),14.04,0.13% 4.75%,28.67%,2.04%,1.86%,73.85%,0.90 (2.10%),5.53,10.10%,22.51%,0.83,85.37%,"May 21, 2026",1.04,5.24%,11.38%,52.66,2.15,7.93% 3.53%,1.16,5.41%,0.85%,0.46,46.33,54.85%,2.21,1.88%,0.53%,1.43,42.63,8794,1.96,Apr 23 BMO,5.42%,4.97M,42.82,"Aug 16, 1943",Yes / Yes,2.06% 4.46%,"

","7,180,199",0.45%,CNP,2026-06-22,SP500_FUNDAMENTALS
Cencora Inc,Healthcare,Medical Distribution,USA,Large,S&P 500,20.85,13.03,0.49%,194.56M,-3.43%,52.89B,13.72,19.81,-1.68%,193.55M,2.13%,63.22B,1.23,4.35,99.02%,2.86%,-18.06%,2.55B,0.16,11.10%,0.57%,3.07,-20.45%,328.68B,15.57,11.42%,3.33%,5.53M,-19.52%,17.46,23.65,11.17%,115.58%,377.54 -28.00%,-8.40%,11.49,33.94,-0.34% -,16.36%,244.82 11.03%,48.53%,2.37 (0.87%),12.09,10.43% 11.09%,3.46%,2.34%,2.07%,137.57%,2.35 (0.86%),0.19,51.04%,1.27%,6.91,259.09%,"May 15, 2026",0.59,5.95%,0.78%,43.40,1.61,6.14% 5.79%,0.95,128.30%,-0.49%,0.59,350.58,27.63%,3.65,3.85%,-4.88%,1.91,277.09,51000,3.59,May 06 BMO,-16.32%,1.80M,271.83,"Apr 04, 1995",Yes / Yes,-1.42% -3.37%,"

","3,408,861",-1.90%,COR,2026-06-22,SP500_FUNDAMENTALS
Centene Corp,Healthcare,Healthcare Plans,USA,Large,S&P 500,-,-13.14,2.17%,493.77M,-3.97%,30.13B,13.56,4.50,-0.74%,482.92M,3.16%,-,0.32,1.08,98.41%,3.04%,71.55%,-6.44B,0.15,67.48%,1.11%,2.34,56.58%,198.10B,1.41,29.16%,-7.66%,14.67M,48.29%,43.39,-,42.77%,-26.12%,66.55 -8.31%,10.64%,-,4.24,- -,-17.08%,25.08 143.35%,-7.07%,-,-,10.45% 11.88%,-,4.25%,3.65%,-14.88%,-,-,-294.76%,0.02%,2.34,82.12%,-,-,17.02%,-3.25%,54.04,2.43,- -,1.12,18.16%,-0.76%,1.09,61.06,-,0.76,7.13%,13.53%,1.80,60.64,61100,0.76,Apr 28 BMO,45.13%,6.27M,61.02,"Dec 13, 2001",Yes / Yes,51.26% 5.08%,"

","11,845,954",0.63%,CNC,2026-06-22,SP500_FUNDAMENTALS
Charles Schwab Corp,Financial,Capital Markets,USA,Large,S&P 500,18.19,5.04,5.84%,1.74B,3.38%,159.48B,12.50,7.33,-1.69%,1.64B,-0.12%,131.89B,0.60,1.50,84.09%,1.28%,-2.44%,9.02B,5.63,26.35%,-2.27%,1.86,-4.48%,28.32B,3.75,19.18%,1.97%,20.97M,-8.22%,24.44,2.37,20.74%,19.08%,107.50 -14.70%,1.99%,38.71,16.34,9.92% 17.02%,14.02%,83.96 9.22%,68.57%,1.26 (1.38%),8.71,7.45% 17.98%,84.12%,2.89%,2.42%,31.32%,1.18 (1.29%),4.66,53.31%,48.70%,2.34,223.11%,"May 08, 2026",1.22,8.11%,31.84%,54.20,1.52,8.74% 8.45%,1.22,38.80%,2.76%,0.76,115.68,23.21%,0.67,9.77%,0.87%,2.46,94.51,33000,0.36,Apr 16 BMO,-3.21%,11.30M,91.70,"Sep 22, 1987",Yes / Yes,2.44% -0.28%,"

","27,430,152",-2.97%,SCHW,2026-06-22,SP500_FUNDAMENTALS
CF Industries Holdings Inc,Basic Materials,Agricultural Inputs,USA,Large,S&P 500,9.25,11.13,0.54%,153.61M,-3.41%,15.81B,8.95,11.50,-44.46%,152.75M,-19.50%,20.31B,-,5.64,102.41%,6.16%,-18.02%,1.76B,2.13,79.45%,-4.76%,2.46,32.73%,7.41B,2.96,-33.05%,12.59%,9.42M,33.09%,34.78,7.74,-1.69%,34.74%,141.96 -27.49%,2.61%,13.29,9.76,-18.19% 43.52%,19.85%,75.42 36.48%,44.42%,2.03 (1.97%),5.46,-14.12% 11.43%,42.85%,3.77%,3.87%,110.92%,2.00 (1.94%),2.74,46.79%,38.00%,4.75,263.07%,"May 15, 2026",3.15,20.85%,23.73%,33.09,2.76,10.06% 10.76%,3.54,115.37%,-8.37%,0.40,129.04,22.30%,0.68,19.42%,-13.13%,1.38,105.85,2900,0.66,May 06 AMC,4.05%,3.82M,102.93,"Aug 11, 2005",Yes / Yes,55.74% 8.01%,"

","5,337,665",-2.76%,CF,2026-06-22,SP500_FUNDAMENTALS
Charles River Laboratories International Inc,Healthcare,Diagnostics & Research,USA,Mid,S&P 500,-,-3.76,1.28%,48.17M,-1.63%,8.91B,15.01,12.33,-0.06%,47.53M,21.37%,11.83B,1.61,2.73,122.29%,8.20%,20.88%,-184.65M,2.21,7.91%,11.60%,4.51,-5.24%,4.03B,3.03,11.12%,-2.41%,3.90M,-7.26%,61.05,45.99,9.34%,-6.02%,228.88 -19.17%,27.33%,4.02,22.77,- -,-3.08%,143.06 29.32%,-11.90%,-,13.56,0.33% 6.55%,31.25%,3.14%,4.61%,-47.70%,-,2.94,-492.25%,12.98%,7.63,125.36%,-,1.03,0.11%,-4.59%,56.55,1.75,- -,1.36,-160.54%,3.21%,1.44,221.07,-,1.04,1.18%,5.98%,1.36,182.34,19700,1.04,May 07 BMO,3.92%,863.71K,185.00,"Jun 23, 2000",Yes / Yes,5.99% 1.88%,"

","1,170,070",1.46%,CRL,2026-06-22,SP500_FUNDAMENTALS
Charter Communications Inc,Communication Services,Telecom Services,USA,Large,"NDX, S&P 500",3.41,37.02,29.94%,122.98M,-9.28%,15.52B,2.78,45.35,-0.17%,86.14M,-11.42%,114.81B,0.20,10.22,81.82%,24.82%,-40.35%,4.93B,0.28,13.82%,0.93%,6.78,-40.26%,54.64B,0.95,10.03%,3.23%,21.38M,-39.53%,133.23,24.96,14.19%,30.23%,422.29 -70.11%,-66.56%,5.06,3.85,5.60% 18.65%,4.45%,126.70 -0.37%,-63.01%,-,5.23,0.46% 2.63%,46.23%,5.34%,4.64%,-81.59%,-,2.10,3.13%,24.21%,7.28,-42.90%,-,0.40,-0.92%,9.03%,32.07,2.85,- -,0.40,8.92%,-9.31%,0.72,256.82,0.00%,5.81,-1.00%,-24.01%,6.17,132.00,91900,5.76,Apr 24 BMO,-40.35%,3.16M,126.23,"Dec 02, 2009",Yes / Yes,-7.89% 0.35%,"

","17,928,230",-4.37%,CHTR,2026-06-22,SP500_FUNDAMENTALS
Chevron Corp,Energy,Oil & Gas Integrated,USA,Mega,"DJIA, S&P 500",30.13,5.76,0.44%,1.99B,-6.56%,345.80B,14.09,12.32,-16.78%,1.98B,-11.97%,391.36B,0.73,5.18,75.39%,1.16%,-13.81%,11.01B,1.83,96.27%,1.89%,2.06,18.32%,188.81B,1.88,-13.90%,3.76%,22.91M,13.92%,92.25,62.58,19.27%,6.61%,214.71 -19.13%,17.17%,2.77,24.75,-28.70% -,4.93%,142.40 21.93%,10.41%,7.14 (4.11%),9.74,-7.92% 14.35%,15.15%,1.83%,2.06%,68.52%,6.98 (4.02%),2.07,-33.98%,9.57%,4.57,70.95%,"May 19, 2026",0.84,-2.16%,5.83%,32.53,1.79,6.39% 5.80%,1.09,-44.32%,-6.26%,0.48,216.41,103.22%,0.25,9.25%,-7.15%,1.66,177.58,43039,0.22,May 01 BMO,1.07%,11.12M,173.63,"Jun 24, 1921",Yes / Yes,40.86% -6.27%,"

","19,146,124",-2.22%,CVX,2026-06-22,SP500_FUNDAMENTALS
Chipotle Mexican Grill,Consumer Cyclical,Restaurants,USA,Large,S&P 500,29.76,1.09,0.76%,1.29B,3.97%,41.68B,23.95,1.36,-0.66%,1.27B,-1.66%,46.05B,2.21,0.32,93.15%,3.51%,-1.37%,1.45B,3.43,-2.97%,-0.62%,2.54,-8.89%,12.14B,17.37,19.50%,16.27%,44.67M,-12.19%,1.87,47.83,10.82%,49.23%,58.42 -44.39%,-37.31%,0.68,27.67,21.31% 35.50%,19.77%,28.03 15.89%,-20.09%,-,19.99,11.36% 14.79%,21.59%,2.94%,3.39%,16.07%,-,3.79,-4.28%,15.93%,1.14,308.92%,-,0.88,5.67%,11.96%,55.06,1.73,- -,0.92,-18.13%,4.17%,0.97,42.82,0.00%,2.18,7.41%,-0.54%,1.50,31.86,130301,2.05,Apr 29 AMC,-9.30%,17.62M,32.49,"Jan 26, 2006",Yes / Yes,1.05% 0.70%,"

","31,478,894",1.98%,CMG,2026-06-22,SP500_FUNDAMENTALS
Chubb Limited,Financial,Insurance - Property & Casualty,Switzerland,Large,S&P 500,11.42,28.31,0.36%,388.50M,-1.38%,125.43B,11.05,29.27,-6.83%,386.32M,-2.04%,-,1.26,6.69,93.72%,0.94%,-0.07%,11.30B,2.05,9.32%,-0.84%,2.20,3.97%,61.10B,1.70,8.02%,4.72%,3.63M,3.61%,189.93,-,8.80%,16.20%,345.67 -6.44%,14.62%,-,7.41,27.51% 26.94%,12.36%,264.10 22.45%,65.90%,3.99 (1.24%),-,11.63% 10.65%,-,2.02%,1.95%,107.29%,3.93 (1.22%),-,35.89%,22.85%,6.45,160.95%,"Jun 12, 2026",-,8.26%,18.49%,49.25,2.28,5.10% 4.33%,0.44,78.75%,0.30%,0.42,348.22,14.88%,0.31,9.77%,-0.38%,1.80,327.96,45000,0.24,Apr 21 AMC,4.83%,1.65M,323.40,"Mar 25, 1993",Yes / Yes,3.28% 3.25%,"

","2,960,305",-1.39%,CB,2026-06-22,SP500_FUNDAMENTALS
CIENA Corp,Technology,Communication Equipment,USA,Large,S&P 500,142.54,3.00,1.00%,141.60M,-3.82%,60.61B,44.49,9.62,-13.83%,140.13M,-20.98%,60.99B,0.59,1.72,97.63%,3.22%,3.79%,438.30M,10.88,147.28%,-2.34%,1.57,104.07%,5.57B,20.96,47.43%,7.49%,4.51M,83.10%,20.43,50.39,75.40%,15.46%,637.51 -32.83%,480.09%,8.50,72.80,-5.45% -18.19%,9.86%,73.23 484.76%,866.42%,-,77.62,9.50% 6.19%,40.49%,6.37%,6.75%,662.64%,-,10.95,323.23%,11.20%,36.42,1973.70%,-,2.11,30.59%,7.87%,36.37,1.82,- -,2.73,2309.37%,-17.15%,1.29,581.30,0.00%,0.55,39.51%,-17.84%,1.50,436.72,9080,0.54,Jun 04 BMO,38.12%,2.87M,428.22,"Feb 07, 1997",Yes / Yes,12.41% 4.39%,"

","4,297,294",-1.95%,CIEN,2026-06-22,SP500_FUNDAMENTALS
Church & Dwight Co Inc,Consumer Defensive,Household & Personal Products,USA,Large,S&P 500,31.54,3.03,0.24%,236.89M,-1.49%,22.66B,23.75,4.03,-10.63%,236.30M,-0.13%,24.53B,3.36,0.89,93.70%,4.53%,1.11%,733.00M,3.65,6.31%,-0.33%,5.14,13.10%,6.21B,5.41,7.29%,8.16%,10.70M,14.05%,17.67,45.01,7.06%,16.78%,106.04 -9.82%,-0.27%,2.12,21.24,21.52% -0.65%,11.21%,81.33 17.58%,-0.55%,1.24 (1.29%),19.05,4.89% 4.85%,43.04%,2.33%,2.18%,14.28%,1.21 (1.26%),3.95,29.40%,17.30%,2.25,94.03%,"May 15, 2026",0.81,2.22%,11.81%,47.83,2.38,3.97% 4.21%,1.22,2.35%,-0.90%,0.47,104.11,39.12%,0.57,0.15%,0.08%,2.69,97.41,5550,0.56,May 01 BMO,3.99%,2.08M,95.63,"Mar 17, 1980",Yes / Yes,2.01% 0.93%,"

","5,476,626",-1.83%,CHD,2026-06-22,SP500_FUNDAMENTALS
Cincinnati Financial Corp,Financial,Insurance - Property & Casualty,USA,Large,S&P 500,9.73,17.49,2.01%,154.60M,1.13%,26.33B,18.69,9.11,0.03%,151.52M,1.40%,-,5.75,1.75,72.20%,1.95%,7.82%,2.76B,2.04,9.21%,-0.58%,3.87,2.89%,12.93B,1.67,4.89%,7.17%,2.96M,4.21%,101.64,-,3.25%,18.73%,174.27 -2.34%,16.82%,-,7.66,- 15.17%,16.64%,143.37 18.71%,68.68%,3.76 (2.21%),-,24.39% 10.88%,-,1.66%,1.78%,49.53%,3.55 (2.09%),-,90.86%,26.97%,3.17,147.61%,"Jun 23, 2026",-,17.87%,21.33%,61.47,2.18,8.03% 7.71%,0.51,403.30%,3.30%,0.57,181.50,22.93%,0.06,11.57%,3.51%,4.48,171.47,5705,0.05,Apr 27 AMC,5.04%,765.70K,170.20,"Mar 17, 1980",Yes / Yes,7.86% -0.13%,"

","3,237,252",-0.74%,CINF,2026-06-22,SP500_FUNDAMENTALS
Cigna Group,Healthcare,Healthcare Plans,USA,Large,S&P 500,11.83,23.60,1.47%,264.90M,-5.28%,73.88B,8.36,33.42,-5.05%,260.55M,-4.12%,-,1.15,7.57,92.93%,2.32%,5.56%,6.29B,0.27,2.05%,0.51%,3.73,1.14%,278.13B,1.75,9.74%,4.26%,6.05M,1.47%,159.34,-,7.29%,15.26%,338.89 -17.59%,-11.17%,-,9.64,1.18% -0.69%,8.78%,239.51 16.60%,3.88%,6.21 (2.22%),-,15.15% 11.35%,-,2.22%,2.20%,20.39%,6.14 (2.20%),-,30.22%,3.85%,6.95,115.65%,"Jun 04, 2026",-,9.30%,2.26%,43.53,1.54,10.47% 172.77%,0.82,29.25%,-2.14%,0.30,340.22,27.23%,0.73,4.96%,-1.58%,1.51,285.09,67700,0.70,Apr 30 BMO,-0.76%,1.62M,279.27,"May 16, 1979",Yes / Yes,2.52% 3.32%,"

","2,445,956",-2.04%,CI,2026-06-22,SP500_FUNDAMENTALS
Cintas Corp,Industrials,Specialty Business Services,USA,Large,"NDX, S&P 500",36.05,4.74,14.44%,400.01M,-6.06%,68.36B,31.43,5.44,-0.01%,342.20M,-0.78%,71.09B,2.81,1.24,67.42%,3.49%,-6.04%,1.93B,6.20,11.26%,1.55%,5.21,-8.94%,11.03B,14.27,11.05%,19.46%,11.94M,-9.16%,11.97,373.12,11.19%,41.17%,226.75 -24.65%,-22.49%,0.46,38.20,14.75% 16.77%,26.01%,161.16 6.01%,39.08%,1.75 (1.02%),23.42,9.60% 7.85%,48.65%,3.03%,2.53%,92.58%,1.80 (1.05%),6.45,9.55%,22.95%,4.69,626.87%,"May 15, 2026",1.00,8.71%,17.51%,44.93,2.36,17.98% 19.51%,1.25,9.94%,-2.24%,0.93,214.53,35.44%,0.61,8.90%,-1.44%,1.81,169.64,48300,0.55,Mar 25 BMO,-8.46%,2.29M,170.85,"Aug 18, 1983",Yes / Yes,0.10% 0.73%,"

","4,131,337",0.71%,CTAS,2026-06-22,SP500_FUNDAMENTALS
Cisco Systems Inc,Technology,Communication Equipment,USA,Mega,"DJIA, NDX, S&P 500",38.97,3.07,0.24%,3.94B,-1.88%,471.16B,24.99,4.78,-1.27%,3.93B,3.61%,487.52B,2.19,1.17,81.05%,1.58%,52.26%,12.23B,7.76,12.22%,-0.31%,2.54,54.15%,60.75B,9.64,11.90%,9.97%,61.95M,55.19%,12.40,28.31,11.42%,25.80%,130.37 -8.30%,81.56%,4.22,39.97,-3.32% -0.69%,17.59%,65.38 82.84%,129.58%,1.66 (1.39%),28.54,3.19% 2.82%,63.53%,2.10%,3.43%,129.58%,1.65 (1.38%),8.03,25.97%,23.94%,3.94,312.92%,"Jul 06, 2026",0.81,9.21%,20.13%,55.83,1.93,2.60% 2.67%,0.92,36.10%,-1.45%,1.00,130.90,63.62%,0.68,11.96%,13.81%,2.16,117.33,86200,0.42,May 13 AMC,44.64%,24.38M,119.54,"Feb 16, 1990",Yes / Yes,2.43% 1.82%,"

","52,246,520",1.88%,CSCO,2026-06-22,SP500_FUNDAMENTALS
Citigroup Inc,Financial,Banks - Diversified,USA,Mega,S&P 500,17.73,8.07,0.33%,1.71B,3.61%,245.34B,11.42,12.53,-3.34%,1.71B,19.25%,-,0.41,2.67,81.36%,1.79%,30.23%,14.69B,1.41,55.92%,-3.14%,2.41,28.56%,173.86B,1.27,14.92%,0.59%,30.53M,22.60%,112.23,-,27.93%,7.49%,146.54 -2.37%,82.59%,-,6.41,-0.02% 8.24%,3.04%,77.26 85.17%,196.87%,2.53 (1.77%),-,18.52% 13.72%,-,2.33%,2.69%,111.60%,2.40 (1.68%),-,27.74%,12.84%,3.66,236.77%,"May 04, 2026",-,3.02%,8.45%,71.58,1.44,4.38% 2.61%,1.51,56.11%,7.51%,1.09,147.93,33.18%,3.57,7.44%,10.40%,2.37,143.78,226000,1.47,Jul 14 BMO,26.26%,12.65M,143.06,"Oct 29, 1986",Yes / Yes,15.35% 4.38%,"

","29,331,204",-0.50%,C,2026-06-22,SP500_FUNDAMENTALS
Citizens Financial Group Inc,Financial,Banks - Regional,USA,Large,S&P 500,15.89,4.22,0.95%,426.02M,0.86%,28.37B,10.51,6.38,-0.48%,418.74M,9.38%,-,0.45,1.24,98.26%,3.76%,17.58%,1.83B,2.34,34.48%,-2.96%,3.48,15.38%,12.14B,1.19,22.99%,0.88%,15.73M,14.84%,56.48,-,23.61%,7.74%,68.79 -2.49%,62.34%,-,11.34,-1.98% 11.73%,5.21%,40.41 66.00%,146.07%,1.89 (2.81%),-,9.06% 9.35%,-,2.10%,2.19%,51.59%,1.80 (2.68%),-,34.70%,20.67%,1.51,217.91%,"Apr 30, 2026",-,-0.44%,15.09%,62.08,1.35,2.02% 1.97%,0.10,46.43%,4.28%,1.01,72.64,44.52%,0.47,2.69%,4.76%,1.76,66.78,17398,0.45,Jul 16 BMO,14.22%,4.52M,67.08,"Sep 24, 2014",Yes / Yes,3.57% 0.19%,"

","7,885,472",0.45%,CFG,2026-06-22,SP500_FUNDAMENTALS
Clorox Co,Consumer Defensive,Household & Personal Products,USA,Large,S&P 500,15.56,6.16,0.64%,120.92M,-2.54%,11.58B,15.41,6.22,0.65%,120.11M,3.49%,15.04B,-,1.65,85.81%,7.73%,-10.15%,756.00M,1.71,-28.31%,0.81%,3.21,-4.03%,6.76B,-,12.32%,12.65%,9.29M,-4.99%,-0.55,9.76,-4.62%,4163.16%,132.03 -27.44%,-20.78%,9.82,30.48,20.46% -2.39%,27.56%,84.70 13.11%,-38.80%,5.00 (5.22%),11.61,-0.01% 1.11%,43.70%,2.93%,2.84%,-44.62%,4.96 (5.18%),2.23,10.26%,15.83%,2.97,-27.63%,"Apr 22, 2026",0.65,-3.69%,11.18%,51.67,3.10,1.69% 2.69%,0.84,2.42%,1.20%,0.53,99.87,75.19%,-,0.12%,0.45%,1.69,94.97,7600,-,Apr 30 AMC,-11.40%,2.89M,95.80,"Aug 01, 1968",Yes / Yes,6.03% 0.05%,"

","4,811,420",0.87%,CLX,2026-06-22,SP500_FUNDAMENTALS
