Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Fetch_Date,Source_Index
Agilent Technologies Inc,Healthcare,Diagnostics & Research,USA,Large,S&P 500,25.52,4.98,0.34%,282.22M,-1.92%,35.89B,19.26,6.60,-0.17%,281.39M,14.91%,37.43B,2.07,1.49,93.52%,1.85%,13.70%,1.41B,4.96,8.34%,-0.20%,2.30,-8.71%,7.23B,5.03,8.91%,11.21%,5.22M,-6.62%,25.24,19.86,9.29%,21.33%,160.27 -20.72%,9.99%,6.40,33.01,3.03% 14.68%,13.90%,108.35 17.27%,4.90%,1.02 (0.80%),19.34,0.48% 5.41%,52.79%,2.52%,3.16%,-12.38%,1.01 (0.79%),5.18,22.77%,22.94%,4.22,180.11%,"Jun 30, 2026",1.62,9.11%,19.55%,51.13,1.64,5.63% 6.58%,2.10,58.79%,-1.63%,1.26,160.44,21.70%,0.47,10.01%,4.89%,1.93,124.33,18100,0.43,May 27 AMC,-2.59%,2.27M,127.06,"Nov 18, 1999",Yes / Yes,5.79% 2.03%,"

","4,334,371",2.20%,A,2026-06-22,SP500_FUNDAMENTALS
Airbnb Inc,Consumer Cyclical,Travel Services,USA,Large,"NDX, S&P 500",35.08,4.06,32.65%,419.00M,8.82%,84.52B,23.47,6.07,-1.19%,399.88M,8.58%,74.99B,1.10,1.26,59.64%,3.68%,8.88%,2.52B,6.65,27.12%,-0.95%,3.92,7.88%,12.71B,11.10,18.46%,9.70%,14.73M,4.93%,12.83,7.01,21.26%,32.33%,147.25 -3.29%,7.75%,20.33,18.62,13.17% -,24.89%,110.81 28.52%,10.67%,-,27.33,13.58% 29.50%,72.38%,3.00%,3.24%,-6.63%,-,5.90,2.35%,20.89%,4.38,-,-,1.44,13.18%,19.80%,63.03,2.11,- -,1.44,7.34%,5.75%,1.14,157.19,0.00%,0.33,17.87%,4.35%,2.01,140.54,8200,0.32,May 07 AMC,10.26%,3.75M,142.41,"Dec 10, 2020",Yes / Yes,-14.50% 2.34%,"

","7,410,135",1.33%,ABNB,2026-06-22,SP500_FUNDAMENTALS
Albemarle Corp,Basic Materials,Specialty Chemicals,USA,Large,S&P 500,-,-3.41,0.27%,117.89M,0.81%,18.91B,12.80,12.52,-11.73%,117.57M,-5.12%,22.32B,-,3.09,95.92%,9.15%,-1.78%,-399.63M,3.44,1666.87%,1.33%,4.94,22.34%,5.49B,2.48,1.18%,-1.45%,10.76M,13.37%,64.60,17.35,-,-2.34%,221.00 -27.44%,169.95%,9.24,32.76,- -,-1.98%,55.90 186.85%,-29.72%,1.62 (1.01%),20.63,-11.10% 10.45%,18.53%,5.62%,4.41%,1.51%,1.62 (1.01%),4.06,69.44%,7.77%,9.00,93.66%,"Jun 12, 2026",1.21,7.87%,-7.27%,42.45,1.85,0.84% 1.02%,2.07,80748.28%,-3.40%,1.32,221.95,-,0.20,32.67%,-11.50%,2.04,166.56,7800,0.19,May 06 AMC,9.73%,2.18M,160.35,"Feb 22, 1994",Yes / Yes,147.03% 6.61%,"

","4,385,431",-3.73%,ALB,2026-06-22,SP500_FUNDAMENTALS
Akamai Technologies Inc,Technology,Software - Infrastructure,USA,Large,S&P 500,42.07,2.97,2.27%,145.55M,-5.70%,18.16B,17.50,7.14,-3.63%,142.04M,-11.62%,23.10B,4.82,1.58,111.44%,13.79%,13.55%,435.18M,4.26,-5.93%,9.41%,3.49,42.36%,4.27B,3.70,6.58%,4.02%,19.58M,43.16%,33.73,19.52,3.63%,9.17%,165.45 -24.50%,58.72%,6.40,23.75,-1.97% -1.83%,4.18%,69.78 79.01%,36.51%,-,17.69,5.18% 5.64%,54.13%,4.31%,4.98%,8.97%,-,5.41,0.30%,13.76%,7.27,134.84%,-,1.99,6.15%,10.20%,38.62,2.10,- -,1.99,-13.09%,-12.55%,0.63,159.77,0.00%,1.20,5.76%,-1.22%,1.16,127.86,11000,1.12,May 07 AMC,26.06%,5.61M,124.91,"Oct 29, 1999",Yes / Yes,0.40% 0.09%,"

","6,466,721",-2.30%,AKAM,2026-06-22,SP500_FUNDAMENTALS
Alexandria Real Estate Equities Inc,Real Estate,REIT - Office,USA,Mid,S&P 500,-,-6.27,2.22%,170.71M,-3.30%,8.89B,-,-0.19,1.33%,170.25M,11.32%,25.10B,-,0.14,96.44%,4.12%,3.05%,-1.07B,3.03,121.97%,-0.41%,3.04,8.64%,2.94B,0.55,-110.44%,-2.97%,7.02M,4.27%,92.17,21.00,-,-6.43%,88.24 -42.17%,-28.01%,2.43,6.34,- -,-3.76%,39.41 29.48%,-55.67%,2.88 (5.65%),12.66,5.34% 9.93%,23.99%,4.26%,4.07%,-71.59%,4.08 (8.00%),8.54,-923.18%,22.76%,2.15,-47.11%,"Jun 30, 2026",1.44,-5.35%,-36.32%,53.22,3.06,-0.28% 1.99%,1.44,3188.68%,0.33%,1.19,51.50,-,0.83,-11.49%,7.33%,1.03,49.21,514,0.80,Apr 27 AMC,-9.50%,2.31M,51.03,"May 23, 1997",Yes / Yes,1094.75% -4.64%,"

","2,351,140",3.70%,ARE,2026-06-22,SP500_FUNDAMENTALS
Align Technology Inc,Healthcare,Medical Instruments & Supplies,USA,Large,S&P 500,30.52,5.97,3.56%,71.62M,3.16%,13.04B,14.74,12.36,-0.31%,69.04M,17.35%,12.10B,1.64,2.63,101.02%,6.71%,3.31%,429.89M,3.18,8.22%,5.57%,4.41,11.78%,4.10B,3.14,8.63%,6.92%,4.63M,16.61%,57.94,12.30,9.00%,10.82%,208.30 -12.59%,1.15%,14.80,22.34,7.03% -24.08%,10.16%,122.00 49.25%,-44.87%,-,13.17,2.61% 10.30%,70.40%,4.17%,4.14%,-69.74%,-,2.95,8.65%,17.85%,7.20,129.99%,-,1.28,2.89%,10.50%,58.85,1.89,- -,1.39,24.34%,6.45%,1.66,208.23,0.00%,0.03,6.21%,4.73%,1.81,173.53,20290,0.02,Apr 29 AMC,13.67%,1.05M,182.08,"Jan 26, 2001",Yes / Yes,12.40% 1.84%,"

","1,946,151",4.93%,ALGN,2026-06-22,SP500_FUNDAMENTALS
Allegion plc,Industrials,Security & Protection Services,Ireland,Large,S&P 500,18.24,7.32,0.33%,85.94M,-0.10%,11.48B,13.97,9.56,-1.18%,85.62M,5.87%,13.39B,1.62,2.21,101.69%,3.92%,-7.13%,633.70M,2.76,7.87%,3.02%,3.31,-16.35%,4.16B,5.46,8.89%,12.83%,3.36M,-16.11%,24.45,37.16,8.60%,34.18%,183.11 -27.05%,-2.36%,3.59,16.30,12.75% 16.90%,14.81%,125.00 6.86%,12.78%,2.15 (1.61%),13.47,7.52% 8.38%,44.97%,2.83%,2.58%,-0.80%,2.12 (1.59%),3.22,2.90%,20.64%,3.72,97.33%,"Jun 15, 2026",1.19,8.87%,15.24%,52.22,2.12,7.55% 9.77%,1.91,-6.70%,1.80%,0.87,163.58,27.44%,1.06,9.74%,-1.30%,1.81,130.18,13300,1.04,Apr 28 BMO,-14.83%,1.02M,133.57,"Nov 18, 2013",Yes / Yes,-5.04% 0.70%,"

","1,853,752",2.60%,ALLE,2026-06-22,SP500_FUNDAMENTALS
Alliant Energy Corp,Utilities,Utilities - Regulated Electric,USA,Large,S&P 500,22.95,3.18,0.17%,257.93M,0.52%,18.85B,19.82,3.68,0.00%,257.76M,0.00%,30.58B,2.55,0.69,94.55%,9.36%,2.36%,821.00M,4.27,6.22%,2.68%,10.38,11.86%,4.42B,2.54,7.71%,3.44%,24.12M,12.29%,28.77,163.95,7.76%,11.31%,75.76 -3.64%,21.65%,0.45,-,4.79% 4.94%,4.45%,59.82 22.03%,35.84%,2.15 (2.94%),16.32,1.23% 5.01%,25.78%,1.56%,1.79%,29.59%,2.08 (2.85%),6.92,10.00%,23.01%,1.31,87.61%,"Apr 30, 2026",0.53,8.34%,18.58%,52.68,1.88,5.88% 5.96%,0.69,4.50%,0.69%,0.55,79.32,64.61%,1.60,4.96%,0.72%,1.86,72.82,2948,1.48,Apr 30 AMC,5.95%,2.32M,73.00,"Mar 30, 1976",Yes / Yes,3.34% 10.09%,"

","4,271,104",0.25%,LNT,2026-06-22,SP500_FUNDAMENTALS
Allstate Corp,Financial,Insurance - Property & Casualty,USA,Large,S&P 500,4.88,45.33,0.51%,258.00M,0.73%,56.93B,8.46,26.15,-11.87%,256.01M,-1.52%,-,-,5.07,85.53%,3.51%,8.38%,12.03B,0.84,-13.53%,0.84%,5.69,5.57%,68.17B,1.93,-13.18%,11.01%,8.99M,6.26%,114.75,-,-9.90%,45.26%,227.62 -2.83%,13.03%,-,4.94,- 17.07%,31.06%,188.08 17.59%,98.95%,4.31 (1.95%),-,9.60% 10.06%,-,1.64%,2.32%,78.31%,4.16 (1.88%),-,209.62%,21.11%,5.07,232.99%,"Jun 01, 2026",-,4.40%,17.64%,56.06,2.24,5.57% 13.12%,0.41,339.11%,2.65%,0.18,242.36,10.51%,0.24,2.97%,2.45%,2.94,221.66,53300,0.24,Apr 29 AMC,6.50%,1.58M,221.17,"Jun 03, 1993",Yes / Yes,45.68% -2.93%,"

","5,024,761",-0.22%,ALL,2026-06-22,SP500_FUNDAMENTALS
Alphabet Inc,Communication Services,Internet Content & Information,USA,Mega,"NDX, S&P 500",28.07,13.11,52.10%,5.82B,2.87%,4459.09B,25.01,14.71,-0.04%,5.80B,-5.06%,4426.95B,1.50,2.88,39.38%,1.43%,19.83%,160.21B,10.54,31.75%,0.00%,2.77,20.05%,423.17B,9.31,3.32%,27.17%,82.91M,17.58%,39.51,35.16,16.70%,38.88%,408.61 -9.93%,112.34%,10.47,69.21,33.35% 29.82%,28.04%,162.00 127.18%,197.93%,0.86 (0.23%),26.73,12.78% 17.18%,60.43%,2.67%,2.63%,206.41%,0.85 (0.23%),10.46,46.22%,33.63%,10.77,945.17%,"Jun 08, 2026",1.92,17.77%,37.86%,49.10,1.38,- -,1.92,81.96%,-0.97%,1.24,433.97,7.68%,0.20,22.34%,0.18%,1.50,363.79,190820,0.19,Apr 29 AMC,18.30%,29.97M,368.03,"Aug 19, 2004",Yes / Yes,90.47% 3.04%,"

","44,448,096",1.17%,GOOGL,2026-06-22,SP500_FUNDAMENTALS
Alphabet Inc,Communication Services,Internet Content & Information,USA,Mega,"NDX, S&P 500",28.03,13.11,58.18%,5.46B,3.06%,4452.18B,24.97,14.71,-0.03%,5.07B,-4.53%,4420.04B,1.50,2.88,27.69%,0.89%,20.19%,160.21B,10.52,31.70%,0.00%,2.18,19.41%,423.17B,9.30,3.35%,27.17%,45.22M,17.10%,39.51,35.10,16.67%,38.88%,404.47 -9.15%,111.21%,10.47,69.10,33.35% 29.82%,28.04%,163.33 124.98%,196.20%,0.86 (0.23%),26.69,12.78% 17.18%,60.43%,2.68%,2.68%,192.64%,0.85 (0.23%),10.45,46.22%,33.63%,10.78,962.45%,"Jun 08, 2026",1.92,17.77%,37.86%,50.48,1.39,- -,1.92,81.96%,-0.36%,1.23,433.76,7.68%,0.20,22.34%,0.78%,1.41,362.10,190820,0.19,Apr 29 AMC,18.30%,20.75M,367.46,"Mar 27, 2014",Yes / Yes,90.39% 3.06%,"

","29,324,798",1.48%,GOOG,2026-06-22,SP500_FUNDAMENTALS
Altria Group Inc,Consumer Defensive,Tobacco,USA,Large,S&P 500,14.45,4.78,0.15%,1.67B,-3.21%,115.42B,11.75,5.88,-1.41%,1.67B,-6.59%,136.54B,2.78,1.49,64.12%,3.15%,6.22%,8.03B,5.66,4.82%,-1.17%,5.61,16.50%,20.40B,-,3.54%,22.84%,52.49M,19.88%,-1.92,32.64,4.22%,-,74.56 -7.30%,16.19%,2.12,13.39,8.89% 11.40%,38.52%,54.70 26.36%,56.84%,4.34 (6.27%),9.72,-0.93% -0.71%,79.39%,1.71%,2.04%,49.26%,4.24 (6.13%),6.69,-19.96%,67.63%,1.63,5.69%,"Jun 15, 2026",0.48,0.75%,39.38%,44.08,2.87,4.17% 4.12%,0.62,105.23%,-2.77%,0.50,70.20,101.07%,-,5.29%,-0.99%,2.07,68.95,5900,-,Apr 30 BMO,6.98%,9.36M,69.12,"Mar 15, 1923",Yes / Yes,5.91% 3.94%,"

","19,057,506",0.25%,MO,2026-06-22,SP500_FUNDAMENTALS
Amazon.com Inc,Consumer Cyclical,Internet Retail,USA,Mega,"DJIA, NDX, S&P 500",29.21,8.37,8.95%,10.75B,1.19%,2628.93B,24.31,10.05,-0.03%,9.79B,-5.76%,2709.81B,1.12,1.81,67.66%,0.94%,17.07%,90.80B,3.54,22.68%,0.00%,2.05,9.81%,742.78B,5.95,14.27%,11.64%,92.45M,5.88%,41.09,18.01,21.76%,24.28%,278.56 -12.27%,15.00%,13.57,-,- 27.96%,13.93%,196.00 24.69%,94.75%,-,16.87,11.73% 13.18%,50.60%,3.08%,2.81%,40.18%,-,3.65,35.55%,12.14%,7.68,591.94%,-,1.01,14.22%,12.22%,44.03,1.22,- -,1.18,75.33%,-3.51%,1.46,316.56,0.00%,0.51,16.61%,-4.94%,1.67,237.50,1576000,0.47,Apr 29 AMC,4.98%,45.11M,244.39,"May 15, 1997",Yes / Yes,70.22% 2.39%,"

","75,606,208",2.90%,AMZN,2026-06-22,SP500_FUNDAMENTALS
Amcor Plc,Consumer Cyclical,Packaging & Containers,Switzerland,Large,S&P 500,28.31,1.45,0.27%,462.10M,2.91%,18.99B,9.49,4.33,0.00%,460.93M,11.97%,34.12B,1.02,1.19,79.72%,6.75%,6.18%,678.00M,0.86,11.84%,5.95%,6.21,-1.25%,22.19B,1.63,8.76%,2.44%,31.11M,-1.49%,25.21,11.97,9.28%,8.75%,50.94 -19.36%,-9.22%,3.43,25.45,-15.45% -3.49%,2.45%,36.25 13.32%,-20.62%,2.56 (6.24%),10.65,1.05% 3.78%,16.71%,2.44%,2.62%,-27.68%,2.59 (6.30%),1.54,-48.00%,7.99%,1.16,-,"May 28, 2026",0.95,64.83%,3.06%,59.82,1.71,2.05% 1.74%,1.44,-11.55%,4.92%,0.62,49.61,158.52%,1.43,77.44%,4.60%,1.28,40.77,77000,1.38,May 06 BMO,-1.32%,5.01M,41.08,"Jun 11, 2019",Yes / Yes,0.33% 3.53%,"

","6,421,337",0.76%,AMCR,2026-06-22,SP500_FUNDAMENTALS
Ameren Corp,Utilities,Utilities - Regulated Electric,USA,Large,S&P 500,19.52,5.57,0.37%,276.70M,0.39%,30.07B,18.71,5.81,-5.40%,275.63M,-0.30%,51.42B,2.41,1.07,86.11%,3.51%,-0.81%,1.52B,3.39,6.90%,0.15%,5.67,10.90%,8.88B,2.22,7.98%,3.19%,9.67M,8.82%,48.99,345.68,7.78%,11.83%,115.58 -5.98%,15.09%,0.31,-,8.93% 8.84%,4.68%,93.86 15.78%,29.25%,3.02 (2.78%),13.57,3.41% 8.72%,30.55%,1.74%,1.83%,32.35%,2.92 (2.69%),5.79,23.95%,23.97%,2.07,111.96%,"Jun 09, 2026",0.44,12.32%,17.17%,48.99,1.95,6.37% 7.26%,0.62,20.43%,0.00%,0.49,121.77,53.09%,1.57,3.77%,-1.17%,1.42,108.92,8913,1.40,May 05 AMC,2.77%,1.71M,108.67,"Jan 02, 1998",Yes / Yes,8.30% -3.03%,"

","2,403,604",-0.23%,AEE,2026-06-22,SP500_FUNDAMENTALS
