Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Fetch_Date,Source_Index
Kroger Co,Consumer Defensive,Grocery Stores,USA,Large,S&P 500,33.34,1.71,0.40%,616.56M,-10.94%,35.17B,10.30,5.54,0.00%,614.10M,-14.94%,55.28B,1.53,1.07,89.34%,5.11%,-21.53%,1.04B,0.24,7.32%,-1.23%,4.82,-9.14%,148.65B,5.40,6.38%,2.02%,31.38M,-8.69%,10.57,8.58,6.74%,13.57%,76.58 -25.50%,-22.91%,6.65,12.22,-20.44% -13.99%,3.63%,55.60 2.62%,23.65%,1.45 (2.54%),6.51,-0.14% 2.19%,20.98%,3.77%,2.63%,45.57%,1.40 (2.45%),0.37,-53.21%,3.12%,1.97,64.55%,"May 15, 2026",0.39,1.14%,0.70%,31.17,2.20,11.44% 14.37%,0.79,12.72%,-8.27%,0.44,72.00,88.93%,3.73,2.22%,-12.54%,2.18,55.76,403000,3.44,Jun 18 BMO,-14.02%,6.51M,57.05,"Jan 26, 1928",Yes / Yes,-0.80% 1.17%,"

","14,932,328",2.31%,KR,2026-06-24,SP500_FUNDAMENTALS
Labcorp Holdings Inc,Healthcare,Diagnostics & Research,USA,Large,S&P 500,22.91,11.29,0.44%,82.30M,-2.43%,21.20B,13.26,19.49,-6.74%,81.64M,1.11%,27.48B,1.50,4.79,99.69%,4.20%,-2.20%,941.50M,1.50,9.57%,-0.85%,5.39,2.60%,14.14B,2.44,8.22%,5.13%,3.43M,3.07%,106.06,21.61,8.82%,11.05%,293.72 -11.96%,-0.94%,11.96,15.32,-9.18% -8.01%,6.16%,241.81 6.94%,28.18%,2.95 (1.14%),12.17,5.55% -0.04%,26.81%,1.92%,2.24%,14.08%,2.88 (1.11%),1.94,30.39%,11.11%,5.91,129.46%,"May 29, 2026",1.54,7.34%,6.66%,46.92,1.52,10.06% -,1.73,32.75%,-1.12%,0.89,311.19,27.54%,0.83,5.75%,-0.83%,0.62,254.43,71000,0.75,Apr 30 BMO,-3.26%,635.22K,258.59,"Jul 07, 1988",Yes / Yes,3.42% 0.82%,"

","414,725",1.64%,LH,2026-06-24,SP500_FUNDAMENTALS
Lam Research Corp,Technology,Semiconductor Equipment & Materials,USA,Mega,"NDX, S&P 500",70.09,5.30,0.40%,1.25B,-4.52%,464.37B,45.99,8.07,-5.15%,1.25B,22.86%,463.36B,1.37,1.68,85.66%,2.57%,59.16%,6.71B,21.42,37.36%,-1.41%,3.17,125.46%,21.68B,43.87,42.00%,32.92%,32.07M,116.92%,8.46,97.74,33.61%,66.76%,409.75 -9.38%,305.34%,3.80,77.33,8.24% 22.42%,46.86%,90.29 311.26%,509.98%,1.05 (0.28%),59.04,2.38% 12.92%,49.98%,4.90%,5.46%,494.87%,1.04 (0.28%),21.37,47.73%,34.26%,23.80,4159.35%,"Jun 17, 2026",1.77,26.53%,30.94%,58.68,1.53,15.31% 14.87%,2.54,40.55%,7.35%,1.80,353.32,22.15%,0.35,23.76%,22.42%,1.58,409.54,19000,0.35,Apr 22 AMC,74.35%,10.10M,371.33,"May 04, 1984",Yes / Yes,7.78% 1.58%,"

","16,058,828",-9.33%,LRCX,2026-06-24,SP500_FUNDAMENTALS
Leidos Holdings Inc,Technology,Information Technology Services,USA,Large,S&P 500,9.71,10.93,0.89%,125.78M,-7.41%,13.35B,8.08,13.14,-0.58%,124.67M,-13.76%,19.80B,1.23,2.90,80.13%,3.80%,-34.72%,1.41B,0.77,2.85%,-0.33%,3.61,-41.44%,17.33B,2.66,6.53%,9.89%,4.73M,-41.18%,39.85,24.81,6.57%,30.49%,205.77 -48.43%,-29.57%,4.28,7.18,30.92% 20.63%,12.14%,101.09 4.96%,25.25%,1.66 (1.56%),8.24,6.06% 6.91%,17.91%,3.22%,3.31%,2.48%,1.69 (1.59%),1.14,10.44%,12.18%,4.21,202.32%,"Jun 15, 2026",1.29,2.34%,8.15%,20.11,2.26,4.22% 3.69%,1.40,-7.52%,-12.06%,0.56,174.93,14.63%,1.39,3.65%,-19.87%,1.35,104.84,47000,1.32,May 05 BMO,-37.79%,1.31M,106.11,"Oct 13, 2006",Yes / Yes,8.00% 2.84%,"

","1,754,662",1.21%,LDOS,2026-06-24,SP500_FUNDAMENTALS
Las Vegas Sands Corp,Consumer Cyclical,Resorts & Casinos,USA,Large,S&P 500,17.68,2.70,58.64%,663.00M,-3.98%,31.65B,13.29,3.59,-0.02%,274.06M,-3.42%,44.45B,1.47,0.79,42.14%,5.64%,-11.56%,1.84B,2.30,10.16%,-0.93%,3.56,-28.67%,13.74B,26.43,8.40%,8.68%,15.45M,-26.62%,1.81,9.50,9.06%,94.53%,70.45 -32.21%,13.85%,5.03,14.33,- -,12.20%,40.94 16.66%,-16.62%,1.12 (2.35%),9.02,46.86% 34.66%,38.37%,2.23%,2.59%,-10.51%,1.10 (2.30%),3.24,50.79%,24.64%,1.38,3.47%,"May 05, 2026",0.91,22.67%,13.41%,35.18,1.57,- 4.83%,0.92,71.16%,-4.90%,0.82,69.65,42.59%,13.13,25.26%,-8.24%,1.28,47.80,41500,11.60,Apr 22 AMC,-15.76%,4.34M,47.76,"Dec 15, 2004",Yes / Yes,20.31% 6.64%,"

","5,549,648",-0.08%,LVS,2026-06-24,SP500_FUNDAMENTALS
Lennar Corp,Consumer Cyclical,Residential Construction,USA,Large,S&P 500,13.62,6.41,14.24%,246.30M,-2.67%,21.44B,13.01,6.71,0.00%,211.22M,-1.67%,23.79B,-,1.32,86.09%,7.95%,-6.54%,1.60B,0.66,-29.37%,-2.54%,5.78,-19.37%,32.70B,0.98,19.09%,4.71%,16.79M,-15.03%,88.83,11.62,-0.82%,7.26%,144.24 -39.44%,-21.04%,7.52,82.20,-20.22% 0.35%,6.25%,81.18 7.60%,-25.67%,2.00 (2.29%),10.50,0.42% 8.73%,16.59%,3.78%,3.22%,-6.27%,2.00 (2.29%),0.73,-46.97%,5.94%,3.22,98.54%,"Apr 22, 2026",0.91,-7.57%,4.91%,45.61,3.70,10.06% 26.39%,4.91,-30.07%,-3.03%,1.40,83.91,25.05%,0.19,-4.95%,-2.28%,0.68,87.44,12532,0.19,Jun 11 AMC,-19.77%,2.91M,87.35,"Jun 23, 1971",Yes / Yes,0.33% -1.79%,"

","2,003,223",-0.10%,LEN,2026-06-24,SP500_FUNDAMENTALS
Lilly(Eli) & Co,Healthcare,Drug Manufacturers - General,USA,Mega,S&P 500,39.85,27.78,10.10%,943.50M,-1.97%,1042.58B,24.85,44.55,-0.33%,846.64M,6.28%,1080.67B,0.87,8.81,75.75%,1.16%,21.58%,25.27B,14.43,51.16%,-0.41%,3.08,4.75%,72.25B,33.48,21.73%,24.54%,9.80M,3.01%,33.07,197.38,28.48%,107.64%,1182.73 -6.40%,43.66%,5.61,88.18,49.25% 27.59%,35.82%,623.78 77.48%,141.28%,6.97 (0.63%),29.84,31.69% 21.58%,82.83%,2.75%,3.08%,409.94%,6.46 (0.58%),14.96,130.02%,47.30%,34.62,1397.27%,"Aug 14, 2026",1.10,47.44%,34.98%,55.82,1.53,15.24% 15.18%,1.50,169.45%,-0.52%,0.52,1261.48,26.14%,1.39,55.55%,8.82%,1.04,1102.08,50000,1.26,Apr 30 BMO,14.16%,3.18M,1107.08,"Jul 09, 1970",Yes / Yes,22.64% 11.11%,"

","3,316,278",0.45%,LLY,2026-06-24,SP500_FUNDAMENTALS
Linde Plc,Basic Materials,Specialty Chemicals,United Kingdom,Mega,"NDX, S&P 500",34.00,15.07,0.68%,462.60M,-1.77%,236.97B,26.14,19.60,-0.84%,459.45M,-0.44%,260.86B,2.77,4.48,86.59%,1.40%,7.16%,7.08B,6.84,8.77%,0.35%,2.88,22.26%,34.66B,6.14,9.50%,8.38%,6.45M,20.14%,83.37,59.86,9.42%,18.49%,525.87 -2.59%,11.42%,8.56,46.50,21.09% 25.41%,12.12%,387.78 32.10%,38.23%,6.46 (1.26%),19.74,0.62% 4.52%,37.79%,2.04%,1.93%,79.89%,6.20 (1.21%),7.53,9.22%,27.15%,10.47,-,"Jun 04, 2026",0.69,4.96%,20.44%,51.53,1.65,8.63% 9.28%,0.83,13.36%,0.43%,0.72,543.25,41.07%,0.68,8.25%,1.17%,0.96,516.71,65177,0.51,May 01 BMO,9.48%,2.24M,512.26,"Oct 31, 2018",Yes / Yes,1.40% 2.13%,"

","2,215,124",-0.86%,LIN,2026-06-24,SP500_FUNDAMENTALS
Lennox International Inc,Industrials,Building Products & Equipment,USA,Large,S&P 500,23.57,22.21,9.42%,34.81M,-0.11%,18.22B,19.67,26.62,-0.06%,31.52M,8.97%,20.13B,2.50,7.58,79.19%,8.34%,9.78%,783.10M,3.47,4.85%,-0.18%,6.00,5.99%,5.26B,15.01,9.62%,20.21%,2.63M,7.83%,34.87,362.97,7.86%,75.79%,689.44 -24.06%,-7.19%,1.44,27.58,17.91% 19.78%,28.94%,434.06 20.63%,67.97%,5.19 (0.99%),17.46,3.26% 7.41%,32.94%,2.78%,3.46%,60.37%,5.20 (0.99%),3.83,-1.09%,19.71%,19.19,269.14%,"Jun 30, 2026",0.64,-2.03%,14.89%,53.50,2.48,7.19% 10.39%,1.57,-0.63%,1.70%,1.16,570.57,22.19%,1.61,5.83%,2.89%,0.80,536.04,12900,1.23,Apr 29 BMO,2.67%,437.98K,523.59,"Jul 29, 1999",Yes / Yes,5.02% 5.96%,"

","348,321",-2.32%,LII,2026-06-24,SP500_FUNDAMENTALS
Lockheed Martin Corp,Industrials,Aerospace & Defense,USA,Large,S&P 500,24.39,20.65,0.13%,230.56M,-5.03%,116.13B,15.72,32.03,-0.00%,230.27M,-3.66%,134.93B,0.95,7.22,76.47%,1.15%,-18.27%,4.79B,1.55,39.29%,0.03%,1.95,7.13%,75.11B,15.47,7.02%,8.27%,2.65M,4.14%,32.56,61.31,16.60%,67.64%,692.00 -27.22%,6.61%,8.21,20.51,-0.27% -2.43%,17.11%,410.11 22.81%,9.65%,13.98 (2.78%),14.89,4.38% 2.79%,10.70%,3.22%,2.29%,33.48%,13.65 (2.71%),1.80,-10.76%,9.82%,13.80,109.86%,"Jun 01, 2026",0.94,4.59%,6.38%,40.24,2.48,5.40% 6.38%,1.14,-11.50%,-3.95%,0.12,626.79,62.13%,2.76,0.32%,-5.44%,0.60,493.60,123000,2.74,Apr 23 BMO,-6.54%,1.36M,503.67,"Oct 11, 1961",Yes / Yes,-4.42% -1.10%,"

","827,468",2.04%,LMT,2026-06-24,SP500_FUNDAMENTALS
Live Nation Entertainment Inc,Communication Services,Entertainment,USA,Large,S&P 500,-,-1.76,32.67%,232.69M,-4.12%,39.24B,68.55,2.46,-0.21%,156.69M,1.58%,42.30B,-,0.66,86.13%,13.62%,11.05%,-410.32M,1.53,-7.93%,1.57%,7.74,21.40%,25.61B,-,1049.54%,-1.71%,21.34M,18.32%,-0.60,4.32,-,-24.68%,176.00 -4.20%,11.89%,39.07,32.35,- 50.70%,-4.75%,125.34 34.51%,92.11%,-,18.87,14.74% 68.39%,23.30%,2.32%,2.62%,83.38%,-,1.65,-158.14%,5.83%,4.58,601.62%,-,0.88,12.64%,-1.60%,52.28,1.61,- -,0.88,-471.75%,0.41%,1.11,186.96,-,-,12.15%,2.91%,1.12,170.56,17700,-,May 05 AMC,9.67%,2.76M,168.60,"Dec 14, 2005",Yes / Yes,-427.22% 6.21%,"

","3,102,539",-1.15%,LYV,2026-06-24,SP500_FUNDAMENTALS
Loews Corp,Financial,Insurance - Property & Casualty,USA,Large,S&P 500,14.05,7.87,18.83%,205.77M,2.12%,22.75B,-,-,-0.51%,167.02M,1.28%,-,-,-,62.19%,2.68%,3.88%,1.63B,1.23,-,0.58%,5.53,4.46%,18.52B,1.22,-,1.94%,4.48M,5.00%,90.90,-,-,9.10%,114.90 -3.76%,21.96%,-,8.18,33.13% -,5.91%,88.76 24.58%,90.98%,-,-,9.53% 5.99%,-,1.71%,1.75%,103.91%,0.25 (0.22%),-,29.30%,13.85%,1.95,169.97%,"May 27, 2026",-,4.17%,8.83%,61.87,3.00,0.00% 0.00%,0.68,-6.13%,3.48%,0.51,82.00,3.14%,0.48,1.36%,2.47%,1.12,108.13,13100,0.48,May 04 BMO,5.06%,810.36K,110.58,"Mar 13, 1959",Yes / Yes,- -,"

","923,608",2.27%,L,2026-06-24,SP500_FUNDAMENTALS
Lululemon Athletica Inc,Consumer Cyclical,Apparel Retail,Canada,Large,S&P 500,8.80,12.38,13.52%,109.31M,-6.27%,12.93B,9.53,11.42,0.06%,98.20M,-14.07%,13.55B,-,1.83,78.53%,7.36%,-33.74%,1.46B,1.15,-17.13%,-2.24%,2.06,-49.37%,11.20B,2.58,3.97%,18.29%,7.23M,-47.59%,42.17,8.53,-1.75%,32.03%,252.24 -56.82%,-51.71%,12.76,10.10,25.70% 24.13%,22.10%,104.44 4.29%,-70.90%,-,5.24,11.03% 20.33%,55.63%,4.71%,4.10%,-69.69%,-,1.21,-15.57%,18.47%,5.36,51.66%,-,1.29,4.22%,13.03%,33.36,2.97,- -,2.23,-35.12%,-9.71%,0.90,125.19,0.00%,0.44,4.26%,-17.45%,1.34,105.43,39000,0.37,Jun 04 AMC,-34.56%,3.51M,108.92,"Jul 27, 2007",Yes / Yes,0.48% 1.40%,"

","4,658,875",3.31%,LULU,2026-06-24,SP500_FUNDAMENTALS
Lumentum Holdings Inc,Technology,Communication Equipment,USA,Large,"NDX, S&P 500",153.66,5.39,2.60%,77.80M,-13.51%,64.41B,44.69,18.53,-5.03%,75.77M,-14.16%,64.55B,0.31,2.95,103.94%,13.49%,13.58%,438.20M,25.88,298.06%,-2.68%,1.68,145.58%,2.49B,19.96,125.93%,8.00%,10.22M,124.62%,41.47,20.30,141.94%,22.83%,1085.68 -23.74%,828.58%,40.78,565.02,-48.22% -26.60%,14.49%,86.63 855.70%,1397.41%,-,127.12,-1.33% -0.40%,35.36%,7.48%,9.07%,922.75%,-,25.94,196.38%,10.18%,80.25,3185.40%,-,0.97,68.98%,17.61%,44.48,1.48,- -,1.14,332.76%,-7.32%,1.49,1132.81,0.00%,1.11,90.12%,-8.43%,0.75,893.93,10562,0.02,May 05 AMC,59.31%,6.07M,827.92,"Jul 23, 2015",Yes / Yes,4.33% -0.22%,"

","4,815,475",-7.38%,LITE,2026-06-24,SP500_FUNDAMENTALS
Lowe's Cos. Inc,Consumer Cyclical,Home Improvement Retail,USA,Large,S&P 500,18.06,11.82,0.34%,561.00M,-3.02%,119.73B,15.90,13.43,-2.77%,558.77M,-1.78%,161.03B,2.51,4.25,81.21%,1.78%,-8.84%,6.62B,1.35,1.49%,-0.46%,3.50,-13.79%,88.43B,-,7.71%,13.20%,9.93M,-11.45%,-16.52,96.25,6.34%,-,293.06 -27.13%,-2.30%,2.22,15.72,5.24% 8.87%,21.08%,203.40 4.99%,-0.78%,4.94 (2.31%),12.84,-3.85% -0.75%,30.96%,2.74%,2.53%,11.72%,4.80 (2.25%),1.82,-2.12%,11.55%,6.24,171.78%,"Jul 22, 2026",0.18,6.24%,7.49%,44.29,1.81,6.34% 15.61%,1.09,-0.79%,-0.60%,0.85,264.63,40.08%,-,10.26%,-5.55%,0.93,214.40,276000,-,May 20 BMO,-12.86%,2.84M,213.54,"Dec 19, 1979",Yes / Yes,1.91% 0.44%,"

","2,766,580",-0.40%,LOW,2026-06-24,SP500_FUNDAMENTALS
LyondellBasell Industries NV,Basic Materials,Specialty Chemicals,United Kingdom,Large,S&P 500,-,-2.49,20.32%,322.77M,-9.00%,18.59B,7.48,7.70,-0.60%,257.19M,-17.81%,30.33B,0.12,3.18,78.15%,4.43%,-19.41%,-802.00M,0.63,459.93%,3.22%,1.85,33.77%,29.68B,1.85,-19.06%,-1.95%,11.38M,33.03%,31.11,7.05,61.55%,-6.06%,83.94 -31.38%,0.45%,8.18,20.48,- -,-3.52%,41.58 38.53%,-34.79%,3.06 (5.31%),11.57,-15.73% 1.68%,10.01%,3.18%,3.31%,-41.63%,4.12 (7.15%),1.02,-176.90%,4.08%,2.44,-23.69%,"Jun 01, 2026",1.03,-21.87%,-2.70%,24.05,2.57,5.06% 5.35%,1.54,-28.69%,-10.65%,0.34,79.99,-,1.42,-6.12%,-16.99%,0.72,58.52,18970,1.25,May 01 BMO,0.50%,6.14M,57.60,"Apr 28, 2010",Yes / Yes,74.63% -4.42%,"

","4,466,539",-1.57%,LYB,2026-06-24,SP500_FUNDAMENTALS
M & T Bank Corp,Financial,Banks - Regional,USA,Large,S&P 500,12.95,17.86,0.40%,146.91M,2.35%,33.86B,11.08,20.86,-12.07%,145.86M,8.91%,-,1.04,4.66,93.80%,4.09%,15.24%,2.77B,2.56,10.02%,-1.53%,5.69,13.54%,13.21B,1.33,11.54%,1.38%,5.97M,14.77%,173.83,-,10.70%,10.27%,239.00 -3.25%,22.08%,-,9.74,13.81% 11.33%,7.47%,174.76 32.32%,99.57%,6.17 (2.67%),-,16.06% 16.66%,-,1.77%,1.82%,57.71%,6.00 (2.59%),-,19.72%,28.18%,4.64,92.03%,"Jun 01, 2026",-,-0.49%,20.98%,63.93,2.55,5.90% 5.31%,0.31,24.62%,4.07%,0.56,235.72,33.53%,0.68,1.53%,6.39%,0.91,227.73,22080,0.40,Jul 15 BMO,11.95%,1.05M,231.24,"Mar 17, 1980",Yes / Yes,2.82% 0.44%,"

","1,054,880",1.54%,MTB,2026-06-24,SP500_FUNDAMENTALS
Marriott International Inc,Consumer Cyclical,Lodging,USA,Large,"NDX, S&P 500",40.59,9.53,20.59%,264.70M,-3.44%,102.00B,29.73,13.01,-0.19%,209.40M,4.39%,118.95B,2.30,3.05,62.17%,2.90%,18.47%,2.58B,3.84,15.68%,-8.40%,4.14,26.08%,26.58B,-,12.26%,9.48%,6.07M,24.69%,-15.46,224.68,12.93%,-,410.98 -5.88%,46.47%,1.72,36.12,9.52% -,21.35%,253.76 52.44%,125.62%,2.82 (0.73%),26.59,8.02% 19.89%,19.55%,2.70%,2.27%,174.15%,2.74 (0.71%),4.48,8.46%,16.02%,9.62,461.03%,"May 22, 2026",0.46,4.69%,9.72%,53.45,2.34,38.21% 40.63%,0.46,1.42%,-0.28%,1.09,385.57,27.77%,-,6.24%,4.05%,1.27,384.19,414000,-,May 06 BMO,20.72%,1.47M,386.83,"Mar 23, 1998",Yes / Yes,6.38% 1.03%,"

","2,018,589",0.69%,MAR,2026-06-24,SP500_FUNDAMENTALS
Marathon Petroleum Corp,Energy,Oil & Gas Refining & Marketing,USA,Large,S&P 500,16.24,15.30,0.35%,293.00M,-0.93%,72.55B,10.36,23.98,-1.65%,290.93M,0.04%,111.40B,0.42,11.68,78.44%,2.17%,6.88%,4.63B,0.54,178.09%,-0.67%,2.67,47.83%,135.39B,4.35,-19.41%,5.45%,6.31M,52.81%,57.18,33.73,24.61%,27.92%,272.46 -8.79%,49.16%,7.37,12.72,-22.25% -,9.55%,158.00 57.29%,122.61%,4.06 (1.63%),9.77,-9.26% 13.89%,8.55%,2.44%,3.10%,303.77%,3.91 (1.57%),0.82,114.86%,6.01%,8.43,578.65%,"May 20, 2026",0.73,-1.29%,3.42%,46.70,2.33,14.42% 9.96%,1.18,832.74%,-2.73%,0.52,276.94,28.23%,2.05,9.05%,0.97%,0.60,247.29,18500,1.89,May 05 BMO,19.50%,2.36M,248.52,"Jun 23, 2011",Yes / Yes,123.34% 3.44%,"

","1,501,616",0.50%,MPC,2026-06-24,SP500_FUNDAMENTALS
Marvell Technology Inc,Technology,Semiconductors,USA,Mega,"NDX, S&P 500",95.35,2.93,0.90%,875.60M,-9.66%,244.10B,45.16,6.18,-3.34%,866.91M,46.33%,245.78B,0.97,0.93,78.13%,4.06%,209.49%,2.53B,28.00,42.66%,-4.90%,0.85,230.34%,8.72B,13.41,52.51%,10.76%,35.22M,228.36%,20.80,63.51,46.60%,16.03%,329.88 -15.41%,294.24%,4.39,146.57,- -,10.71%,61.44 354.17%,382.60%,0.24 (0.09%),90.64,11.45% 22.51%,50.64%,8.45%,10.22%,411.72%,0.24 (0.09%),28.20,620.48%,16.41%,27.92,2580.50%,"Apr 10, 2026",2.66,34.07%,28.99%,56.09,1.44,0.00% 0.00%,3.28,-81.00%,4.28%,2.15,254.04,7.82%,0.30,27.57%,36.31%,1.12,307.86,7480,0.29,May 27 AMC,141.88%,41.52M,279.04,"Jun 27, 2000",Yes / Yes,0.21% 0.49%,"

","46,345,500",-9.36%,MRVL,2026-06-24,SP500_FUNDAMENTALS
Marsh,Financial,Insurance Brokers,USA,Large,S&P 500,20.50,7.99,0.20%,482.17M,-1.41%,78.94B,14.47,11.32,-3.94%,480.86M,-0.78%,100.01B,1.78,2.91,95.16%,1.52%,-5.77%,3.92B,2.87,6.69%,1.48%,2.52,-11.79%,27.55B,5.42,8.83%,6.79%,7.32M,-11.69%,30.22,49.00,8.13%,27.41%,220.32 -25.64%,-25.22%,3.34,16.02,11.72% 16.42%,11.22%,156.60 4.62%,-10.83%,3.78 (2.30%),13.13,9.12% 9.45%,-,2.29%,2.10%,19.17%,3.60 (2.20%),3.63,-2.19%,24.34%,3.89,141.26%,"Apr 09, 2026",1.11,10.08%,14.25%,48.91,2.46,15.07% 13.73%,1.11,-15.48%,0.34%,0.60,198.90,41.74%,1.54,7.60%,-1.57%,0.85,160.12,95000,1.40,Apr 16 BMO,-9.12%,2.91M,163.84,"Feb 19, 1968",Yes / Yes,2.08% -1.43%,"

","2,585,384",2.32%,MRSH,2026-06-24,SP500_FUNDAMENTALS
Martin Marietta Materials Inc,Basic Materials,Building Materials,USA,Large,S&P 500,14.40,41.95,0.81%,60.05M,2.60%,36.28B,26.56,22.75,0.00%,59.56M,12.31%,41.70B,1.51,5.00,100.62%,3.72%,4.60%,2.53B,5.54,16.97%,-1.63%,4.42,-3.70%,6.55B,3.21,19.02%,5.24%,2.22M,-2.97%,188.11,132.89,17.55%,9.83%,710.97 -15.02%,9.46%,4.55,35.09,10.60% 10.20%,14.98%,525.38 15.00%,36.57%,3.44 (0.57%),20.03,-0.06% 5.39%,29.50%,3.04%,2.90%,72.70%,3.32 (0.55%),6.36,140.99%,22.60%,18.23,221.46%,"Jun 01, 2026",1.11,-1.28%,38.67%,57.47,2.15,8.45% 7.66%,2.28,1217.30%,4.09%,1.08,691.86,17.27%,0.50,0.67%,2.48%,0.52,609.88,9600,0.50,Apr 30 BMO,-2.23%,501.54K,604.18,"Feb 17, 1994",Yes / Yes,8.20% 3.74%,"

","280,031",-0.93%,MLM,2026-06-24,SP500_FUNDAMENTALS
Masco Corp,Industrials,Building Products & Equipment,USA,Large,S&P 500,18.19,4.03,0.37%,201.70M,-1.51%,14.77B,15.58,4.70,-8.50%,200.99M,9.02%,17.95B,1.65,1.32,103.12%,6.02%,21.85%,837.00M,1.92,7.97%,-3.10%,4.34,12.44%,7.68B,-,9.89%,16.19%,12.10M,15.36%,-1.20,38.06,9.47%,-,79.19 -7.55%,16.30%,1.92,15.68,2.05% 10.68%,28.56%,58.16 25.87%,32.48%,1.26 (1.72%),12.46,-4.49% 1.02%,35.41%,3.29%,2.83%,26.77%,1.26 (1.72%),2.34,10.03%,16.80%,2.30,132.56%,"May 22, 2026",1.11,-0.31%,10.90%,56.91,2.33,3.45% 17.66%,1.75,19.57%,2.43%,1.29,81.06,32.15%,-,6.50%,4.62%,0.74,73.58,18000,-,Apr 22 BMO,8.37%,2.79M,73.21,"Jul 02, 1962",Yes / Yes,18.60% 4.58%,"

","2,068,528",-0.50%,MAS,2026-06-24,SP500_FUNDAMENTALS
McCormick & Co Inc,Consumer Defensive,Packaged Foods,USA,Large,S&P 500,7.77,6.10,6.30%,253.94M,-1.02%,12.74B,14.28,3.32,-0.66%,251.80M,0.89%,18.06B,2.18,0.69,87.59%,5.29%,-11.02%,1.64B,1.79,3.07%,-2.54%,2.95,-30.79%,7.11B,1.82,7.28%,11.24%,13.32M,-30.44%,25.98,71.68,6.54%,26.50%,78.16 -39.38%,-36.73%,0.66,18.72,5.10% 1.08%,15.53%,44.82 5.71%,-49.48%,1.91 (4.03%),12.94,2.51% 4.08%,38.21%,3.05%,2.82%,-44.98%,1.86 (3.93%),2.54,109.20%,16.24%,1.42,-7.46%,"Apr 20, 2026",0.36,5.68%,23.12%,48.09,2.17,6.74% 7.74%,0.76,523.59%,0.08%,0.63,61.82,61.43%,0.71,16.72%,-2.82%,1.07,45.73,14100,0.52,Jun 25 BMO,-21.92%,4.52M,47.38,"Mar 17, 1980",Yes / Yes,11.19% 4.89%,"

","5,512,110",3.61%,MKC,2026-06-24,SP500_FUNDAMENTALS
McDonald's Corp,Consumer Cyclical,Restaurants,USA,Large,"DJIA, S&P 500",22.39,12.13,0.10%,710.40M,-5.05%,193.02B,19.14,14.19,-10.56%,709.76M,-4.41%,246.73B,2.46,3.35,77.40%,1.33%,-11.93%,8.68B,7.03,6.45%,1.08%,2.42,-15.01%,27.45B,-,9.28%,14.92%,9.46M,-11.11%,-1.81,164.97,7.78%,-,341.75 -20.51%,-6.17%,1.65,27.42,12.78% 13.64%,16.41%,270.08 0.59%,-6.30%,7.50 (2.76%),16.60,5.06% 6.96%,57.31%,1.92%,1.73%,16.47%,7.35 (2.71%),8.99,6.96%,45.97%,5.32,124.12%,"Jun 02, 2026",1.12,6.76%,31.62%,37.32,2.00,8.20% 7.30%,1.14,6.86%,-2.74%,0.42,328.68,59.99%,-,9.42%,-4.89%,0.97,270.10,150000,-,May 07 BMO,-10.88%,3.91M,271.66,"Jul 05, 1966",Yes / Yes,3.11% 0.71%,"

","3,783,450",0.58%,MCD,2026-06-24,SP500_FUNDAMENTALS
Mastercard Incorporated,Financial,Credit Services,USA,Mega,S&P 500,28.25,17.28,8.55%,880.00M,-0.52%,431.25B,21.39,22.81,-0.01%,808.08M,-2.31%,441.44B,1.35,4.76,83.27%,0.80%,-2.46%,15.57B,12.68,15.67%,-1.22%,1.77,-13.80%,34.01B,64.43,15.95%,30.86%,6.48M,-14.51%,7.57,49.17,15.86%,232.56%,601.77 -18.89%,-10.01%,9.93,24.84,17.34% 20.99%,65.06%,464.52 5.07%,28.50%,3.47 (0.71%),20.64,13.90% 16.50%,96.57%,2.09%,1.98%,30.10%,3.26 (0.67%),12.98,21.18%,59.46%,10.52,409.95%,"Jul 09, 2026",0.98,17.06%,45.78%,47.28,1.25,15.58% 13.94%,0.98,21.14%,-0.26%,0.73,646.41,19.07%,2.82,16.20%,-2.05%,1.07,484.09,39800,2.56,Apr 30 BMO,-8.56%,3.66M,488.07,"May 25, 2006",Yes / Yes,4.37% 1.68%,"

","3,936,412",0.82%,MA,2026-06-24,SP500_FUNDAMENTALS
