Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Fetch_Date,Source_Index
Comcast Corp,Communication Services,Telecom Services,USA,Large,"NDX, S&P 500",4.59,5.08,1.08%,3.57B,-7.27%,83.34B,6.13,3.80,-0.18%,3.53B,-11.83%,168.75B,-,0.97,89.53%,2.41%,-26.17%,18.80B,0.67,-18.50%,2.89%,2.58,-7.83%,125.28B,0.95,8.30%,7.12%,85.16M,-16.68%,24.68,8.80,-0.83%,21.49%,34.34 -32.07%,-27.69%,2.65,4.09,64.46% 18.80%,10.59%,23.43 -0.43%,-36.46%,1.33 (5.69%),4.74,0.62% 3.62%,57.18%,3.08%,2.64%,-56.31%,1.28 (5.48%),1.35,24.78%,15.47%,0.74,-21.64%,"Jul 01, 2026",0.87,1.39%,15.00%,25.19,2.66,6.92% 7.49%,0.87,-32.62%,-6.40%,0.66,33.66,24.48%,1.07,5.25%,-13.23%,1.38,23.52,179000,1.01,Apr 23 BMO,-17.59%,33.04M,23.33,"Mar 17, 1980",Yes / Yes,9.00% 3.43%,"

","45,290,184",-0.81%,CMCSA,2026-06-05,SP500_FUNDAMENTALS
Comfort Systems USA Inc,Industrials,Engineering & Construction,USA,Large,S&P 500,55.26,34.65,1.24%,35.19M,3.21%,67.40B,35.99,53.20,-12.90%,34.76M,-2.67%,66.66B,1.13,10.42,94.89%,2.59%,42.01%,1.22B,6.65,49.40%,-0.95%,2.14,104.60%,10.14B,23.93,23.29%,21.27%,0.90M,105.15%,80.00,60.45,31.77%,53.29%,2073.99 -7.68%,283.98%,31.67,48.87,61.75% 47.85%,38.80%,469.16 308.10%,1136.37%,2.95 (0.15%),38.39,30.03% 26.08%,24.51%,5.49%,4.74%,2119.88%,2.60 (0.14%),6.58,107.64%,15.68%,92.68,5846.12%,"May 15, 2026",1.21,38.43%,12.07%,56.83,1.45,51.57% 35.94%,1.24,120.98%,0.61%,1.67,2096.29,6.75%,0.13,56.47%,10.18%,1.14,1850.04,22700,0.12,Apr 23 AMC,60.26%,419.33K,1914.65,"Jun 27, 1997",Yes / Yes,54.44% 19.74%,"

","477,131",3.49%,FIX,2026-06-05,SP500_FUNDAMENTALS
Conagra Brands Inc,Consumer Defensive,Packaged Foods,USA,Mid,S&P 500,-,-0.09,0.66%,478.44M,-5.23%,6.07B,7.80,1.63,1.36%,475.29M,-9.43%,13.34B,-,0.46,88.07%,9.42%,-31.86%,-43.30M,0.54,-26.26%,1.41%,2.93,-26.36%,11.18B,0.74,-4.12%,-0.22%,44.77M,-26.75%,17.06,110.10,-9.84%,-0.51%,22.81 -44.41%,-43.64%,0.12,7.20,9.26% 6.92%,-0.30%,12.55 1.04%,-63.91%,1.40 (11.08%),7.68,0.22% 0.99%,24.25%,2.93%,3.06%,-67.42%,1.40 (11.04%),1.19,-112.96%,12.06%,0.42,-64.97%,"Apr 30, 2026",0.30,-4.73%,-0.39%,31.56,3.24,3.85% 10.49%,0.90,37.56%,-6.21%,-0.04,14.40,58.28%,0.90,-1.87%,-11.31%,0.87,12.58,18300,0.79,Apr 01 BMO,-25.79%,15.26M,12.68,"Jan 09, 1973",Yes / Yes,-2.91% 0.92%,"

","13,195,193",0.79%,CAG,2026-06-05,SP500_FUNDAMENTALS
Conoco Phillips,Energy,Oil & Gas E&P,USA,Large,S&P 500,20.27,5.88,0.10%,1.22B,3.69%,145.26B,13.26,8.99,-50.80%,1.22B,-3.32%,162.22B,0.95,2.97,86.23%,2.29%,2.06%,7.30B,2.51,65.27%,1.35%,3.09,33.53%,57.86B,2.25,-11.67%,5.91%,27.89M,27.37%,52.98,22.83,13.89%,11.25%,135.87 -12.25%,38.72%,5.22,24.82,-24.17% -,8.41%,85.23 39.89%,18.40%,3.40 (2.85%),7.24,-9.26% 25.63%,23.54%,1.88%,2.23%,110.78%,3.30 (2.77%),2.80,-25.38%,18.31%,3.10,185.54%,"May 11, 2026",1.14,1.02%,12.61%,50.03,1.84,-13.95% 13.48%,1.29,-20.22%,0.81%,0.09,144.32,50.07%,0.36,-5.20%,-2.50%,0.53,119.05,9900,0.34,Apr 30 BMO,14.39%,9.04M,119.23,"Jan 13, 1978",Yes / Yes,9.79% 2.88%,"

","4,813,505",0.15%,COP,2026-06-05,SP500_FUNDAMENTALS
Consolidated Edison Inc,Utilities,Utilities - Regulated Electric,USA,Large,S&P 500,17.53,5.94,0.19%,368.53M,-2.09%,38.36B,16.06,6.48,-1.70%,367.85M,-4.64%,65.39B,2.44,0.73,74.14%,2.84%,-5.99%,2.15B,2.23,7.06%,1.55%,4.76,7.44%,17.21B,1.36,6.21%,2.96%,10.45M,4.79%,76.63,260.93,6.59%,8.73%,116.23 -10.45%,1.83%,0.40,-,6.53% 11.45%,4.18%,94.96 9.60%,13.43%,3.58 (3.44%),12.31,2.60% 6.69%,61.69%,2.02%,1.92%,34.75%,3.48 (3.34%),3.80,9.59%,17.33%,2.08,38.13%,"May 13, 2026",1.09,9.10%,12.52%,38.80,3.37,2.47% 2.13%,1.19,12.62%,-1.99%,0.27,110.40,60.29%,1.06,6.19%,-4.67%,0.87,103.48,15407,1.01,May 07 AMC,0.03%,2.19M,104.08,"Jun 21, 1948",Yes / Yes,-4.32% -2.42%,"

","1,910,241",0.58%,ED,2026-06-05,SP500_FUNDAMENTALS
Constellation Brands Inc,Consumer Defensive,Beverages - Brewers,USA,Large,S&P 500,14.37,9.59,12.35%,172.77M,-3.06%,23.73B,-,-,-0.03%,150.90M,-8.02%,35.13B,-,3.26,85.38%,4.95%,-6.46%,1.69B,2.60,-0.01%,7.14%,3.72,-0.06%,9.14B,2.95,-,7.75%,7.47M,-0.13%,46.78,231.69,4.17%,22.54%,178.55 -22.83%,-22.14%,0.59,13.22,- 0.84%,9.21%,126.45 8.96%,-43.86%,4.22 (3.06%),11.12,-1.13% 1.19%,50.47%,1.83%,2.94%,-42.41%,4.09 (2.97%),3.84,2103.26%,29.98%,4.34,-10.18%,"Apr 29, 2026",0.55,-10.48%,18.46%,37.31,2.08,8.44% 6.34%,1.08,155.70%,-4.02%,0.38,176.38,42.47%,1.39,-11.27%,-8.70%,0.91,135.40,9400,1.27,Apr 08 AMC,-6.20%,2.01M,137.78,"Nov 01, 1982",Yes / Yes,10.82% 2.06%,"

","1,833,829",1.76%,STZ,2026-06-05,SP500_FUNDAMENTALS
Cooper Companies Inc,Healthcare,Medical Instruments & Supplies,USA,Large,S&P 500,30.70,2.02,0.66%,195.10M,1.61%,12.10B,12.36,5.02,1.26%,193.82M,1.26%,14.48B,1.25,1.16,105.73%,2.64%,-22.67%,401.40M,2.91,12.17%,1.74%,2.14,-18.22%,4.15B,1.45,8.60%,3.26%,5.11M,-24.33%,42.87,96.81,9.92%,4.87%,89.83 -30.96%,-8.01%,0.64,24.64,-1.15% 9.30%,3.92%,58.89 5.31%,-30.41%,-,13.21,7.35% 10.98%,60.69%,2.24%,2.46%,-35.05%,-,3.49,-2.65%,17.19%,1.61,49.99%,"Jul 26, 2023",0.79,5.69%,9.67%,49.04,2.05,- -,1.34,28.28%,1.99%,0.87,83.14,0.00%,0.30,6.16%,-4.58%,1.68,60.34,15000,0.22,Jun 04 AMC,-14.90%,2.38M,62.02,"Jan 21, 1983",Yes / Yes,10.35% 2.63%,"

","4,057,283",2.78%,COO,2026-06-05,SP500_FUNDAMENTALS
Copart Inc,Industrials,Specialty Business Services,USA,Large,"NDX, S&P 500",19.17,1.61,8.65%,925.81M,-7.54%,28.49B,18.28,1.68,-0.06%,845.72M,-7.18%,24.40B,4.77,0.39,83.86%,4.04%,-19.07%,1.55B,6.14,-0.31%,-2.36%,3.88,-21.02%,4.64B,3.25,6.19%,16.08%,34.15M,-21.40%,9.48,6.78,3.83%,17.69%,51.01 -39.67%,-38.92%,4.54,21.27,12.01% 16.72%,17.55%,29.97 2.69%,-30.09%,-,12.72,9.90% 16.07%,44.95%,3.42%,3.16%,-1.56%,-,5.26,5.61%,36.57%,1.05,404.32%,-,7.37,1.05%,33.48%,34.79,2.29,- -,7.44,2.67%,-6.28%,1.01,40.57,0.00%,0.01,2.09%,-6.93%,1.14,30.35,11600,0.01,May 21 AMC,-21.65%,8.79M,30.77,"Mar 17, 1994",Yes / Yes,5.83% 3.54%,"

","10,080,727",1.38%,CPRT,2026-06-05,SP500_FUNDAMENTALS
Constellation Energy Corp,Utilities,Utilities - Independent Power Producers,USA,Large,"NDX, S&P 500",22.98,11.51,6.42%,362.00M,-7.59%,95.57B,19.54,13.54,0.00%,338.01M,-17.42%,117.20B,0.87,2.44,73.72%,3.12%,-20.32%,3.79B,3.35,24.93%,2.36%,3.19,-27.24%,28.50B,2.86,15.41%,5.08%,10.53M,-25.10%,92.49,81.61,22.43%,16.33%,412.70 -35.89%,-11.67%,3.24,84.05,- 32.58%,7.51%,243.30 8.75%,202.25%,1.71 (0.65%),18.82,3.18% 8.81%,13.18%,3.93%,4.26%,-,1.63 (0.62%),4.11,21.10%,10.75%,12.75,-,"May 15, 2026",1.17,14.87%,13.30%,39.83,1.32,40.40% -,1.36,1095.18%,-6.24%,1.10,371.22,21.00%,0.67,23.45%,-8.84%,1.03,267.24,15339,0.51,May 11 BMO,-17.85%,3.30M,264.59,"Jan 19, 2022",Yes / Yes,7.67% 31.50%,"

","3,466,091",-0.99%,CEG,2026-06-05,SP500_FUNDAMENTALS
Corpay Inc,Technology,Software - Infrastructure,USA,Large,S&P 500,21.35,16.73,3.91%,66.13M,1.37%,23.35B,11.65,30.66,-0.56%,62.79M,17.62%,25.24B,0.63,6.57,101.17%,4.21%,10.13%,1.17B,4.88,25.25%,-0.69%,4.51,21.10%,4.78B,6.73,14.51%,5.19%,2.65M,18.69%,53.08,2.65,18.60%,33.71%,367.43 -2.79%,9.27%,134.88,17.82,6.64% 13.14%,11.60%,252.84 41.27%,52.10%,-,9.72,9.73% 13.65%,72.81%,3.28%,3.66%,28.95%,-,5.28,16.45%,45.61%,12.04,137.42%,-,0.98,18.26%,24.53%,62.14,1.58,- -,0.98,49.19%,3.45%,0.87,394.93,0.00%,2.95,25.39%,10.49%,0.75,352.25,11800,1.88,May 07 AMC,14.93%,586.24K,357.18,"Dec 15, 2010",Yes / Yes,6.03% 4.00%,"

","444,592",1.40%,CPAY,2026-06-05,SP500_FUNDAMENTALS
Corteva Inc,Basic Materials,Agricultural Inputs,USA,Large,S&P 500,45.49,1.70,0.14%,670.04M,-3.90%,51.81B,18.77,4.13,-0.88%,667.87M,-7.68%,53.26B,1.67,2.23,88.46%,2.58%,1.14%,1.16B,2.90,11.91%,0.81%,4.58,18.08%,17.89B,2.13,10.42%,2.95%,17.22M,15.56%,36.36,24.17,11.21%,5.15%,85.63 -9.54%,8.52%,3.20,25.32,0.47% 12.11%,4.46%,60.53 27.96%,38.52%,0.75 (0.96%),13.31,-0.10% 4.12%,44.14%,2.46%,2.29%,68.54%,0.72 (0.93%),2.98,3.72%,15.64%,1.81,-,"Jun 01, 2026",1.03,6.27%,6.50%,39.06,1.81,6.47% 6.13%,1.47,12.56%,-3.19%,0.57,89.52,43.60%,0.14,11.05%,-4.60%,0.90,77.80,21500,0.07,May 05 AMC,6.63%,3.76M,77.46,"May 24, 2019",Yes / Yes,27.74% 5.73%,"

","3,398,653",-0.44%,CTVA,2026-06-05,SP500_FUNDAMENTALS
Corning Inc,Technology,Electronic Components,USA,Large,S&P 500,94.89,2.08,8.46%,907.00M,8.05%,170.15B,46.74,4.23,-0.67%,787.93M,21.96%,178.83B,1.53,0.76,72.93%,2.70%,46.73%,1.81B,10.43,26.62%,-1.65%,1.62,136.17%,16.32B,15.18,32.56%,6.17%,21.25M,125.79%,13.02,95.64,30.49%,16.07%,211.79 -6.65%,289.48%,2.07,113.43,6.07% 27.86%,8.88%,49.47 299.64%,527.42%,1.17 (0.59%),44.60,3.40% 6.68%,35.64%,6.57%,6.77%,355.43%,1.12 (0.57%),10.96,298.15%,16.13%,12.99,837.86%,"May 29, 2026",1.06,20.05%,11.09%,57.86,1.90,1.22% 4.94%,1.61,134.97%,3.26%,1.15,204.62,61.12%,0.84,20.05%,15.01%,0.84,200.76,67200,0.73,Apr 28 BMO,72.05%,13.09M,197.70,"May 21, 1945",Yes / Yes,1.19% 1.09%,"

","11,424,251",-1.52%,GLW,2026-06-05,SP500_FUNDAMENTALS
CRH Plc,Basic Materials,Building Materials,USA,Large,S&P 500,19.75,5.40,0.24%,668.23M,-0.18%,71.21B,15.91,6.70,0.27%,666.61M,-5.27%,89.83B,1.54,2.03,86.84%,1.98%,-4.08%,3.65B,1.87,6.81%,-1.93%,2.55,-10.15%,38.06B,3.09,12.58%,6.63%,13.17M,-14.61%,34.52,21.71,10.30%,16.51%,131.55 -18.99%,17.26%,4.91,22.73,2.56% 30.98%,8.97%,86.82 22.74%,119.96%,1.55 (1.46%),11.88,4.60% 6.30%,36.09%,2.45%,2.87%,95.51%,1.52 (1.43%),2.36,14.09%,13.94%,3.35,260.03%,"May 15, 2026",1.09,6.33%,9.58%,47.76,1.42,5.71% 5.64%,1.59,-83.45%,0.33%,1.19,144.17,27.23%,0.89,9.09%,-3.10%,0.57,105.89,83032,0.76,Apr 30 BMO,-7.95%,5.17M,106.57,"Jul 10, 1989",Yes / Yes,-23.46% 4.26%,"

","2,946,038",0.64%,CRH,2026-06-05,SP500_FUNDAMENTALS
Costco Wholesale Corp,Consumer Defensive,Discount Stores,USA,Mega,"NDX, S&P 500",48.91,19.88,0.20%,443.51M,-2.30%,431.22B,42.96,22.64,-0.93%,442.75M,-4.34%,419.45B,3.89,6.56,70.91%,1.66%,-1.04%,8.84B,1.47,12.64%,0.13%,3.70,5.46%,293.59B,12.87,10.35%,10.92%,7.36M,12.76%,75.55,21.57,11.05%,29.15%,1096.50 -11.32%,-7.54%,45.09,48.97,11.49% 15.09%,21.22%,844.06 15.20%,94.01%,5.33 (0.55%),30.42,6.64% 10.54%,12.88%,2.76%,2.27%,156.62%,5.37 (0.55%),1.43,12.69%,3.82%,23.34,599.86%,"May 01, 2026",0.61,9.23%,3.01%,41.32,2.03,13.33% 12.75%,1.07,15.27%,-4.12%,0.87,1095.93,27.02%,0.25,11.58%,-3.38%,1.17,961.83,341000,0.24,May 28 AMC,1.60%,1.99M,972.35,"Nov 27, 1985",Yes / Yes,-0.26% 0.64%,"

","2,344,077",1.09%,COST,2026-06-05,SP500_FUNDAMENTALS
Costar Group Inc,Real Estate,Real Estate Services,USA,Large,S&P 500,558.21,0.06,1.34%,407.10M,4.21%,13.75B,18.93,1.78,2.42%,402.90M,-3.55%,13.61B,0.51,0.29,102.71%,4.63%,-31.18%,25.30M,4.03,56.59%,-0.25%,2.64,-50.65%,3.41B,1.73,30.51%,0.25%,18.64M,-49.94%,19.44,10.44,37.17%,0.31%,97.43 -65.45%,-56.32%,3.22,29.67,-73.85% -51.08%,0.28%,31.35 7.35%,-58.89%,-,46.64,14.16% 14.37%,74.61%,5.09%,4.43%,-59.98%,-,3.99,-78.82%,-0.17%,1.57,62.08%,-,2.20,21.33%,0.74%,45.85,1.67,- -,2.20,120.00%,1.53%,0.71,48.42,0.00%,0.14,22.51%,-6.75%,1.05,33.40,8441,0.14,Apr 28 AMC,-43.62%,7.07M,33.66,"Jul 01, 1998",Yes / Yes,32.03% 0.03%,"

","7,346,917",0.78%,CSGP,2026-06-05,SP500_FUNDAMENTALS
CSX Corp,Industrials,Railroads,USA,Large,"NDX, S&P 500",28.28,1.63,0.17%,1.86B,0.92%,85.90B,21.35,2.17,-5.20%,1.85B,2.66%,104.14B,1.58,0.49,78.90%,1.82%,12.35%,3.05B,6.07,18.59%,0.63%,2.60,32.20%,14.15B,6.33,13.43%,6.98%,33.72M,27.53%,7.31,77.46,13.51%,23.69%,47.17 -2.00%,44.79%,0.60,45.12,-7.45% 5.15%,9.47%,31.64 46.11%,44.83%,0.55 (1.19%),15.86,-1.74% 5.89%,34.59%,2.38%,2.04%,39.22%,0.54 (1.17%),7.36,-2.64%,34.59%,0.97,420.61%,"May 29, 2026",0.83,-0.92%,21.55%,56.87,2.08,9.14% 8.24%,0.97,26.95%,1.20%,1.22,46.31,33.71%,1.42,1.72%,4.98%,0.86,46.44,23000,1.37,Apr 22 AMC,20.31%,12.97M,46.23,"Nov 03, 1980",Yes / Yes,10.54% -0.18%,"

","11,072,606",-0.45%,CSX,2026-06-05,SP500_FUNDAMENTALS
Crown Castle Inc,Real Estate,REIT - Specialty,USA,Large,S&P 500,19.07,4.92,0.10%,436.45M,2.96%,40.93B,32.55,2.88,-1.96%,436.01M,5.26%,70.59B,0.73,0.40,99.40%,3.16%,4.08%,2.15B,9.71,107.43%,0.30%,4.21,6.24%,4.21B,-,37.53%,-0.16%,13.77M,5.54%,-4.40,184.39,44.57%,-276.36%,115.76 -18.98%,-6.43%,0.51,15.02,6.18% 13.21%,4.31%,75.96 23.47%,-17.73%,4.26 (4.54%),25.87,-15.17% -6.10%,57.71%,2.89%,2.60%,-51.71%,4.25 (4.53%),16.75,155.82%,48.53%,2.52,2.40%,"Jun 15, 2026",0.27,-29.63%,51.00%,61.17,2.14,-7.34% -0.74%,0.27,35.22%,3.45%,0.94,98.89,102.87%,-,-4.81%,7.23%,2.01,88.62,4000,-,Apr 22 AMC,4.09%,3.27M,93.79,"Aug 18, 1998",Yes / Yes,-9.69% 1.52%,"

","6,459,107",5.83%,CCI,2026-06-05,SP500_FUNDAMENTALS
Crowdstrike Holdings Inc,Technology,Software - Infrastructure,USA,Large,"NDX, S&P 500",-,-0.19,3.59%,254.54M,7.17%,183.03B,115.49,6.23,-3.87%,245.39M,50.90%,179.31B,3.96,1.17,71.22%,3.06%,68.74%,-45.21M,35.93,32.27%,-1.58%,2.11,39.21%,5.09B,39.50,26.20%,-0.45%,7.51M,53.40%,18.21,39.86,29.19%,-1.12%,785.66 -8.47%,56.13%,18.04,127.88,6.21% -8.80%,-0.83%,342.72 109.82%,375.21%,-,922.69,29.01% 40.64%,74.89%,6.14%,5.13%,247.49%,-,35.20,73.54%,-2.18%,34.03,-,-,1.45,23.17%,-0.89%,68.79,1.57,- -,1.45,124.28%,12.42%,1.25,708.94,-,0.18,25.57%,41.00%,2.08,747.61,10698,0.17,Jun 03 AMC,50.82%,3.56M,719.09,"Jun 12, 2019",Yes / Yes,2.97% 1.67%,"

","7,447,508",-3.81%,CRWD,2026-06-05,SP500_FUNDAMENTALS
Danaher Corp,Healthcare,Diagnostics & Research,USA,Large,S&P 500,36.07,5.17,8.88%,707.70M,3.33%,132.10B,20.51,9.10,-0.00%,644.95M,6.88%,146.09B,2.41,1.83,83.41%,1.30%,-7.60%,3.69B,5.33,8.20%,-0.98%,1.84,-17.63%,24.78B,2.49,7.84%,4.52%,8.40M,-18.47%,74.82,23.17,8.50%,7.08%,242.80 -23.13%,-3.34%,8.05,24.97,-19.39% 0.65%,5.23%,160.93 15.98%,-10.26%,1.40 (0.75%),18.71,-2.67% 1.97%,61.14%,2.63%,2.89%,-13.09%,1.36 (0.73%),5.90,0.05%,21.49%,5.35,182.65%,"Jun 26, 2026",1.52,4.02%,14.89%,62.66,1.36,8.58% 12.20%,1.87,9.32%,8.22%,0.80,244.05,25.36%,0.37,3.66%,3.11%,1.73,178.08,60000,0.33,Apr 21 BMO,-9.18%,4.56M,186.64,"Dec 10, 1969",Yes / Yes,6.44% -0.51%,"

","7,771,426",4.81%,DHR,2026-06-05,SP500_FUNDAMENTALS
Cummins Inc,Industrials,Specialty Industrial Machinery,USA,Large,S&P 500,35.20,19.27,0.33%,137.99M,1.41%,93.57B,20.30,33.41,-9.68%,137.53M,0.48%,99.65B,1.17,7.19,86.81%,1.26%,21.95%,2.67B,2.76,21.78%,-1.28%,1.98,35.21%,33.89B,7.58,15.25%,7.98%,1.73M,32.84%,89.51,29.41,17.42%,22.97%,718.08 -5.57%,110.05%,23.06,35.03,10.68% 11.29%,13.71%,307.90 120.23%,211.34%,8.02 (1.18%),19.88,6.25% 11.19%,25.09%,3.36%,3.27%,156.64%,8.00 (1.18%),2.94,-4.25%,11.49%,22.99,496.71%,"May 22, 2026",1.11,0.06%,7.89%,54.87,2.08,8.15% 7.67%,1.71,-20.92%,0.41%,1.24,750.36,37.27%,0.67,2.74%,6.56%,0.92,682.33,67400,0.58,May 05 BMO,28.15%,872.35K,678.10,"Sep 10, 1964",Yes / Yes,9.25% 0.38%,"

","837,311",-0.62%,CMI,2026-06-05,SP500_FUNDAMENTALS
CVS Health Corp,Healthcare,Healthcare Plans,USA,Large,S&P 500,41.64,2.28,0.16%,1.28B,1.99%,120.98B,11.32,8.38,-62.77%,1.27B,17.51%,187.69B,0.90,1.83,89.22%,1.53%,20.50%,2.93B,0.30,9.61%,-1.32%,2.45,22.16%,407.94B,1.56,13.22%,1.15%,19.52M,19.48%,60.85,10.24,12.61%,3.80%,98.43 -3.67%,49.16%,9.26,16.36,-24.70% -23.94%,1.94%,58.50 62.09%,35.48%,2.69 (2.84%),10.51,7.60% 8.40%,13.88%,2.57%,2.60%,9.66%,2.66 (2.81%),0.46,-45.09%,3.26%,2.45,-1.48%,"Apr 23, 2026",0.66,7.68%,0.72%,63.19,1.52,5.74% 5.87%,0.87,63.49%,1.98%,0.62,101.71,191.23%,1.01,6.17%,13.43%,1.57,91.37,300000,0.95,May 06 BMO,20.23%,7.96M,94.82,"Oct 01, 1952",Yes / Yes,17.70% 5.72%,"

","12,339,777",3.78%,CVS,2026-06-05,SP500_FUNDAMENTALS
DaVita Inc,Healthcare,Medical Care Facilities,USA,Large,S&P 500,18.45,10.42,2.01%,66.19M,-2.50%,12.34B,11.30,17.01,-69.70%,62.91M,22.37%,26.61B,0.58,3.81,96.31%,9.03%,28.16%,756.42M,0.89,36.38%,-3.88%,6.49,61.24%,13.84B,-,15.68%,4.37%,5.68M,69.15%,-11.41,16.48,19.63%,635.30%,202.69 -5.19%,40.53%,11.66,8.26,18.56% 8.29%,6.35%,101.00 90.27%,94.62%,1.67 (0.87%),9.62,5.53% 3.39%,27.27%,3.44%,3.60%,59.77%,-,1.92,2.79%,14.82%,6.10,149.09%,-,1.37,6.68%,5.47%,57.27,2.80,- -,1.42,43.08%,-1.95%,0.91,200.00,0.00%,-,5.96%,13.03%,0.75,195.03,78000,-,May 05 AMC,38.19%,875.87K,192.17,"Oct 31, 1995",Yes / Yes,23.18% 1.76%,"

","676,859",-1.47%,DVA,2026-06-05,SP500_FUNDAMENTALS
Darden Restaurants Inc,Consumer Cyclical,Restaurants,USA,Large,S&P 500,20.47,9.45,0.31%,114.70M,-5.38%,22.16B,16.97,11.40,-9.91%,114.18M,-0.53%,30.04B,1.77,3.63,98.13%,4.80%,-6.18%,1.11B,1.74,11.30%,-1.52%,4.21,10.78%,12.76B,10.55,7.25%,8.72%,5.48M,5.13%,18.34,89.17,9.58%,51.54%,228.27 -15.25%,-10.54%,2.17,22.05,6.27% -,11.39%,169.00 14.47%,17.93%,6.01 (3.11%),14.59,7.84% 9.12%,17.20%,2.72%,2.61%,44.21%,6.00 (3.10%),2.35,6.66%,11.82%,5.50,185.55%,"Apr 10, 2026",0.25,8.51%,8.66%,41.39,2.00,8.37% 16.23%,0.39,-3.33%,-2.42%,0.59,228.12,63.17%,3.86,5.93%,-1.98%,0.92,198.27,197924,3.61,Jun 25 BMO,-1.24%,1.30M,193.46,"May 09, 1995",Yes / Yes,0.22% 0.32%,"

","1,209,666",-2.43%,DRI,2026-06-05,SP500_FUNDAMENTALS
Datadog Inc,Technology,Software - Application,USA,Large,"NDX, S&P 500",650.12,0.37,9.18%,330.57M,8.15%,86.71B,86.06,2.83,-4.95%,323.29M,67.16%,83.24B,4.44,0.58,81.45%,4.83%,99.08%,135.67M,23.61,18.26%,0.39%,2.78,55.67%,3.67B,21.73,16.75%,2.09%,15.61M,79.13%,11.21,18.22,19.39%,3.93%,278.70 -12.60%,103.51%,13.37,81.72,- -,2.59%,98.01 148.55%,146.63%,-,752.00,26.95% 41.53%,79.86%,7.61%,5.56%,175.41%,-,22.67,-21.11%,-0.65%,13.16,-,-,3.35,29.54%,3.69%,66.49,1.40,- -,3.35,115.46%,9.67%,1.55,227.55,0.00%,0.32,32.15%,48.74%,1.25,250.33,8100,0.31,May 07 BMO,66.24%,5.61M,243.60,"Sep 19, 2019",Yes / Yes,18.16% 4.82%,"

","6,976,189",-2.69%,DDOG,2026-06-05,SP500_FUNDAMENTALS
Deere & Co,Industrials,Farm & Heavy Construction Machinery,USA,Large,S&P 500,33.53,17.65,7.44%,269.94M,9.79%,159.74B,26.02,22.75,-0.27%,249.86M,2.77%,214.62B,1.87,4.71,74.50%,2.18%,0.18%,4.78B,3.37,-2.31%,-1.11%,4.16,26.13%,47.38B,5.83,25.86%,4.48%,5.45M,27.10%,101.53,17.11,13.93%,18.51%,674.19 -12.23%,16.54%,34.58,42.39,-7.37% 16.32%,6.87%,433.00 36.66%,59.47%,6.69 (1.13%),17.89,-4.57% 5.13%,36.85%,3.29%,2.73%,65.92%,6.48 (1.10%),4.53,-14.68%,20.45%,17.09,591.54%,"Jun 30, 2026",0.55,3.98%,10.09%,61.62,2.08,14.12% 16.34%,0.79,-1.35%,5.34%,0.92,648.89,35.02%,2.34,4.79%,3.16%,1.36,588.29,73100,1.54,May 21 BMO,13.17%,1.31M,591.75,"Jun 29, 1933",Yes / Yes,14.95% 1.97%,"

","1,769,198",0.59%,DE,2026-06-05,SP500_FUNDAMENTALS
Deckers Outdoor Corp,Consumer Cyclical,Footwear & Accessories,USA,Large,S&P 500,15.48,7.04,1.04%,139.98M,-4.68%,15.13B,13.12,8.30,-0.63%,137.44M,10.57%,13.60B,1.23,0.87,99.09%,3.50%,1.28%,1.02B,2.77,6.65%,-3.22%,2.34,18.73%,5.45B,6.10,10.90%,27.70%,4.81M,5.10%,17.86,7.93,10.63%,40.86%,126.50 -13.87%,2.98%,13.73,13.79,29.58% 25.63%,36.69%,78.91 38.08%,37.12%,-,10.28,14.55% 16.45%,56.14%,2.74%,3.57%,101.79%,-,2.49,10.89%,22.83%,3.84,1105.09%,-,2.94,9.35%,18.77%,56.46,2.29,- -,3.54,-4.02%,5.51%,1.15,127.21,0.00%,0.15,8.68%,5.14%,0.75,107.36,6000,0.12,May 21 AMC,5.51%,2.06M,108.96,"Oct 15, 1993",Yes / Yes,15.52% 3.10%,"

","1,536,664",1.49%,DECK,2026-06-05,SP500_FUNDAMENTALS
