Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Fetch_Date,Source_Index
Abbott Laboratories,Healthcare,Medical Devices,USA,Large,S&P 500,25.29,3.59,0.68%,1.74B,5.19%,158.12B,14.99,6.05,0.31%,1.73B,4.14%,185.51B,1.59,1.28,81.56%,1.34%,-18.25%,6.28B,3.50,6.29%,0.52%,1.83,-28.13%,45.13B,3.04,10.61%,6.54%,23.22M,-27.54%,29.89,21.68,9.42%,12.45%,139.06 -34.72%,-31.72%,4.19,21.43,-1.70% 8.23%,7.68%,81.97 10.75%,-12.88%,2.47 (2.72%),16.59,0.51% 5.08%,52.84%,2.17%,2.28%,-16.94%,2.44 (2.69%),4.11,-53.44%,17.77%,2.16,131.70%,"Apr 15, 2026",1.01,6.59%,13.91%,55.98,1.60,7.72% 9.42%,1.39,-17.14%,5.04%,0.61,116.32,64.54%,0.65,7.78%,-2.20%,1.13,86.99,115000,0.57,Apr 16 BMO,-21.57%,12.69M,90.78,"Mar 01, 1937",Yes / Yes,0.46% 1.49%,"

","14,153,166",4.36%,ABT,2026-06-05,SP500_FUNDAMENTALS
3M Co,Industrials,Conglomerates,USA,Large,"DJIA, S&P 500",29.47,5.18,0.08%,521.57M,-0.05%,79.68B,16.10,9.49,-11.06%,521.12M,6.97%,88.71B,1.91,2.23,76.46%,1.64%,-2.20%,2.79B,3.18,7.85%,-0.04%,2.19,-10.95%,25.02B,24.42,9.16%,7.39%,8.54M,-4.58%,6.26,19.20,8.45%,72.14%,177.41 -13.89%,4.06%,7.95,38.68,-16.13% -8.50%,19.13%,139.34 9.64%,78.21%,2.72 (1.78%),14.07,-10.01% -4.97%,39.55%,1.80%,2.10%,-11.32%,3.02 (1.98%),3.54,-34.33%,19.82%,3.52,8.52%,"May 22, 2026",1.19,2.08%,11.14%,56.16,2.25,-21.17% -13.06%,1.59,-39.85%,2.15%,1.02,178.33,48.63%,4.02,1.28%,3.27%,0.63,151.65,60500,3.46,Apr 21 BMO,-3.04%,3.90M,152.77,"Jan 14, 1946",Yes / Yes,8.14% -0.09%,"

","2,473,253",0.74%,MMM,2026-06-05,SP500_FUNDAMENTALS
A.O. Smith Corp,Industrials,Specialty Industrial Machinery,USA,Mid,S&P 500,15.21,3.75,19.91%,111.96M,-1.06%,7.86B,13.70,4.16,-0.01%,110.38M,-3.18%,8.31B,2.71,0.98,87.75%,6.93%,-20.84%,527.60M,2.06,-1.71%,1.43%,4.79,-13.57%,3.81B,4.18,9.97%,15.25%,7.65M,-14.76%,13.63,38.54,5.05%,28.27%,81.86 -30.36%,-11.34%,1.48,12.14,36.51% 12.66%,21.16%,54.16 5.26%,-16.66%,1.45 (2.54%),10.48,0.67% 5.76%,38.70%,2.00%,2.42%,-17.44%,1.42 (2.49%),2.18,4.76%,18.48%,1.51,39.01%,"Apr 30, 2026",1.00,0.23%,13.84%,41.25,2.56,6.58% 7.09%,1.56,-10.36%,-0.60%,1.17,70.80,35.86%,0.35,-1.90%,-7.32%,1.34,56.73,11500,0.33,Apr 30 BMO,-16.44%,1.60M,57.01,"Sep 30, 1983",Yes / Yes,-9.74% -2.92%,"

","2,141,216",0.49%,AOS,2026-06-05,SP500_FUNDAMENTALS
Accenture plc,Technology,Information Technology Services,Ireland,Large,S&P 500,14.65,12.21,0.26%,614.84M,0.26%,109.81B,11.98,14.93,-2.09%,612.34M,-0.08%,110.32B,1.53,3.72,84.19%,3.94%,-16.42%,7.65B,1.52,7.22%,1.26%,3.82,-31.48%,72.11B,3.52,7.68%,12.05%,24.15M,-33.34%,50.76,11.67,7.83%,25.30%,321.77 -44.41%,-43.47%,15.32,8.79,4.30% 9.01%,19.77%,155.82 14.79%,-42.56%,6.51 (3.64%),8.52,4.19% 9.47%,31.88%,5.04%,4.32%,-36.84%,6.37 (3.56%),1.53,0.49%,15.56%,8.10,50.43%,"Apr 09, 2026",1.34,7.27%,10.61%,48.27,1.77,15.12% 13.09%,1.34,3.98%,0.94%,1.07,243.83,48.71%,0.27,8.31%,-2.86%,0.69,177.43,779000,0.24,Jun 18 BMO,-22.47%,6.32M,178.86,"Jul 19, 2001",Yes / Yes,3.37% 1.13%,"

","4,395,426",0.81%,ACN,2026-06-05,SP500_FUNDAMENTALS
Adobe Inc,Technology,Software - Application,USA,Large,"NDX, S&P 500",15.05,17.17,0.20%,406.00M,7.03%,104.45B,9.78,26.42,-8.88%,403.40M,1.10%,104.22B,0.79,5.82,83.34%,4.70%,-8.28%,7.21B,4.27,12.37%,-3.12%,3.41,-19.95%,24.45B,9.18,12.29%,24.16%,18.98M,-26.16%,28.16,15.16,12.36%,58.77%,421.48 -38.69%,-37.57%,17.05,10.12,18.25% 9.04%,42.01%,224.13 15.30%,-40.78%,-,10.63,10.89% 13.06%,88.77%,4.42%,3.48%,-48.78%,-,4.26,12.71%,36.91%,10.33,161.82%,"Mar 24, 2005",0.91,10.96%,29.48%,54.73,2.41,- -,0.91,11.16%,3.36%,1.40,319.92,0.00%,0.58,11.97%,5.11%,0.93,256.24,31360,0.50,Jun 11 AMC,-14.47%,5.56M,258.42,"Aug 13, 1986",Yes / Yes,3.20% 1.93%,"

","5,159,609",0.85%,ADBE,2026-06-05,SP500_FUNDAMENTALS
Abbvie Inc,Healthcare,Drug Manufacturers - General,USA,Mega,S&P 500,110.94,2.03,0.12%,1.77B,2.89%,397.42B,13.81,16.29,-2.14%,1.76B,9.14%,460.93B,0.64,3.76,76.17%,1.28%,-3.19%,3.60B,6.33,42.67%,-0.17%,3.40,0.25%,62.82B,-,14.16%,2.64%,22.59M,-1.55%,-3.77,42.32,21.56%,15221.82%,244.81 -8.12%,20.07%,5.32,19.89,-29.11% -2.81%,6.21%,181.73 23.78%,64.35%,6.84 (3.04%),15.79,1.75% 5.95%,70.58%,2.65%,2.36%,100.20%,6.74 (3.00%),7.34,-13.63%,33.58%,5.60,246.06%,"Apr 15, 2026",0.68,9.50%,5.72%,66.97,1.67,5.21% 6.56%,0.80,-46.38%,5.97%,0.31,253.85,281.66%,-,12.43%,7.52%,1.02,217.13,57000,-,Apr 29 BMO,2.32%,6.64M,224.94,"Dec 10, 2012",Yes / Yes,2.23% 1.93%,"

","6,782,013",3.60%,ABBV,2026-06-05,SP500_FUNDAMENTALS
Advanced Micro Devices Inc,Technology,Semiconductors,USA,Mega,"NDX, S&P 500",171.72,3.05,0.49%,1.63B,0.99%,853.13B,39.53,13.23,-7.53%,1.62B,47.27%,844.64B,0.63,1.60,68.33%,2.75%,162.32%,5.01B,22.78,79.07%,-0.95%,1.20,143.08%,37.45B,13.23,77.22%,6.52%,44.70M,144.30%,39.55,69.03,62.52%,8.06%,546.44 -4.25%,341.22%,7.58,99.50,46.65% 5.13%,7.43%,114.71 356.11%,343.92%,-,114.39,13.64% 28.82%,47.09%,4.99%,5.68%,541.33%,-,22.55,123.87%,11.65%,27.12,12476.92%,-,1.96,34.97%,13.37%,70.57,1.53,- -,2.72,92.25%,11.07%,2.49,491.32,0.00%,0.06,37.85%,47.88%,0.77,542.52,31000,0.05,May 05 AMC,114.01%,37.33M,523.20,"Oct 15, 1979",Yes / Yes,6.24% 3.57%,"

","29,107,970",-3.56%,AMD,2026-06-05,SP500_FUNDAMENTALS
Aflac Inc,Financial,Insurance - Life,USA,Large,S&P 500,13.08,8.81,10.78%,510.53M,2.36%,58.68B,15.17,7.60,-2.00%,454.11M,0.73%,-,7.06,1.78,58.91%,1.91%,3.83%,4.64B,3.24,-5.68%,-1.50%,3.59,5.94%,18.11B,1.96,7.58%,3.93%,8.66M,4.55%,58.69,-,2.15%,16.47%,119.81 -3.77%,12.12%,-,20.00,-0.54% 0.43%,12.36%,96.95 18.92%,73.11%,2.44 (2.12%),-,-3.57% -4.97%,-,2.12%,1.85%,100.57%,2.38 (2.06%),-,37.42%,32.26%,2.24,233.59%,"May 20, 2026",-,7.25%,25.60%,52.36,3.12,13.19% 15.68%,1.05,3634.91%,-0.15%,0.61,112.43,34.04%,0.26,27.90%,1.45%,0.97,114.50,12716,0.25,Apr 29 AMC,3.88%,2.41M,115.29,"Jun 14, 1974",Yes / Yes,-2.44% 3.41%,"

","2,330,056",0.69%,AFL,2026-06-05,SP500_FUNDAMENTALS
AES Corp,Utilities,Utilities - Diversified,USA,Large,S&P 500,7.62,1.93,0.60%,713.14M,0.27%,10.50B,6.06,2.43,0.00%,708.86M,2.51%,47.08B,2.00,0.56,91.18%,2.50%,3.59%,1.38B,0.84,-0.90%,2.92%,1.53,5.52%,12.45B,2.38,4.76%,2.72%,17.69M,2.72%,6.20,4.67,3.03%,23.63%,17.65 -16.54%,44.84%,3.15,-,- 82.82%,3.93%,10.02 47.01%,-27.04%,0.71 (4.81%),12.57,-1.03% 4.83%,19.25%,0.30%,0.52%,-40.99%,0.70 (4.78%),3.78,5.46%,17.60%,0.07,31.28%,"May 01, 2026",0.65,2.76%,11.08%,66.33,2.83,3.03% 3.83%,0.73,955.97%,1.07%,0.94,15.12,53.52%,4.24,7.55%,2.03%,0.50,14.71,8336,3.80,May 05 AMC,3.20%,11.57M,14.73,"Jun 26, 1991",Yes / Yes,105.02% 2.37%,"

","5,942,069",0.14%,AES,2026-06-05,SP500_FUNDAMENTALS
Agilent Technologies Inc,Healthcare,Diagnostics & Research,USA,Large,S&P 500,27.79,4.98,0.33%,282.22M,2.21%,39.08B,20.99,6.59,-0.17%,281.49M,17.73%,40.63B,2.27,1.49,92.75%,1.95%,17.15%,1.41B,5.40,8.39%,-0.11%,2.44,-7.02%,7.23B,5.48,8.82%,11.21%,5.50M,1.69%,25.24,21.63,9.23%,21.33%,160.27 -13.66%,20.38%,6.40,35.95,3.03% 14.68%,13.90%,108.35 27.71%,17.04%,1.02 (0.74%),21.42,0.48% 5.41%,52.79%,3.25%,3.11%,0.34%,1.01 (0.73%),5.62,22.77%,22.40%,4.69,202.65%,"Jun 30, 2026",1.62,9.11%,19.55%,77.18,1.48,5.63% 6.58%,2.10,58.79%,14.77%,1.25,161.13,21.70%,0.47,10.01%,17.45%,0.94,137.40,18100,0.43,May 27 AMC,6.47%,2.26M,138.37,"Nov 18, 1999",Yes / Yes,5.79% 2.03%,"

","2,126,462",0.71%,A,2026-06-05,SP500_FUNDAMENTALS
Airbnb Inc,Consumer Cyclical,Travel Services,USA,Large,"NDX, S&P 500",32.94,4.06,33.16%,419.00M,-0.58%,80.59B,22.09,6.05,-1.20%,399.00M,-4.30%,71.06B,1.04,1.26,58.83%,3.49%,-1.57%,2.52B,6.34,27.01%,-1.04%,3.77,12.84%,12.71B,10.42,18.27%,9.70%,13.91M,-1.47%,12.83,6.68,21.26%,32.33%,147.25 -9.19%,0.16%,20.02,17.75,13.17% -,24.89%,110.81 20.68%,13.26%,-,25.90,13.58% 29.50%,72.38%,3.12%,3.57%,-11.29%,-,5.59,2.35%,20.89%,4.55,-,-,1.44,13.18%,19.80%,47.40,2.13,- -,1.44,7.34%,-0.72%,1.16,157.06,0.00%,0.33,17.87%,-0.76%,1.00,133.59,8200,0.32,May 07 AMC,3.83%,3.69M,133.72,"Dec 10, 2020",Yes / Yes,-14.50% 2.34%,"

","3,719,347",0.10%,ABNB,2026-06-05,SP500_FUNDAMENTALS
Air Products & Chemicals Inc,Basic Materials,Specialty Chemicals,USA,Large,S&P 500,29.92,9.45,0.06%,222.68M,-0.28%,62.99B,19.79,14.29,-35.30%,222.55M,-6.94%,82.89B,2.22,3.34,92.61%,1.41%,2.35%,2.11B,5.05,9.77%,-2.90%,2.59,10.16%,12.46B,4.02,8.22%,5.25%,3.13M,14.50%,70.28,66.23,8.92%,13.94%,307.96 -8.15%,0.94%,4.27,-,- -,6.29%,229.11 23.46%,0.64%,7.23 (2.56%),18.20,-1.77% 6.33%,31.97%,1.86%,2.01%,-7.19%,7.18 (2.54%),6.65,37.17%,24.02%,5.84,113.58%,"Jul 01, 2026",1.21,3.69%,16.91%,38.61,1.80,3.93% 6.63%,1.43,141.03%,-2.71%,0.75,335.42,-,1.17,8.77%,-3.92%,0.86,282.27,21300,1.14,Apr 30 BMO,2.99%,1.21M,282.85,"Nov 13, 1961",Yes / Yes,4.59% 3.32%,"

","1,041,750",0.21%,APD,2026-06-05,SP500_FUNDAMENTALS
Akamai Technologies Inc,Technology,Software - Infrastructure,USA,Large,S&P 500,53.55,2.97,2.24%,145.55M,11.07%,23.11B,22.27,7.14,-3.79%,142.13M,34.80%,28.05B,6.13,1.58,110.31%,12.80%,57.41%,435.18M,5.42,-5.92%,9.29%,3.26,83.09%,4.27B,4.71,6.59%,4.02%,18.19M,82.21%,33.73,24.84,3.63%,9.17%,165.45 -3.91%,107.55%,6.40,30.22,-1.97% -1.83%,4.18%,69.78 127.83%,70.01%,-,21.49,5.18% 5.64%,54.13%,5.48%,5.32%,36.90%,-,6.57,0.30%,13.76%,7.52,196.88%,-,1.99,6.15%,10.20%,67.93,2.14,- -,1.99,-13.09%,6.60%,0.59,159.77,0.00%,1.20,5.76%,29.62%,0.88,160.36,11000,1.12,May 07 AMC,65.21%,5.58M,158.98,"Oct 29, 1999",Yes / Yes,0.40% 0.09%,"

","4,890,164",-0.86%,AKAM,2026-06-05,SP500_FUNDAMENTALS
Alexandria Real Estate Equities Inc,Real Estate,REIT - Office,USA,Mid,S&P 500,-,-6.27,2.22%,170.71M,6.11%,9.26B,-,-0.19,1.38%,170.40M,21.28%,25.47B,-,0.14,95.68%,4.28%,2.57%,-1.07B,3.15,121.97%,-0.49%,3.21,-1.32%,2.94B,0.58,-110.44%,-2.97%,7.29M,8.54%,92.17,21.86,-,-6.43%,88.24 -39.80%,-24.73%,2.43,6.60,- -,-3.76%,39.41 34.79%,-53.82%,2.88 (5.42%),12.84,5.34% 9.93%,23.99%,4.71%,3.61%,-70.66%,4.08 (7.68%),8.66,-923.18%,22.76%,1.93,-44.69%,"Jun 30, 2026",1.44,-5.35%,-36.32%,65.79,2.94,-0.28% 1.99%,1.44,3188.68%,10.30%,1.19,51.14,-,0.83,-11.49%,14.85%,0.87,51.27,514,0.80,Apr 27 AMC,-8.11%,2.27M,53.12,"May 23, 1997",Yes / Yes,1094.75% -4.64%,"

","1,977,558",3.61%,ARE,2026-06-05,SP500_FUNDAMENTALS
Albemarle Corp,Basic Materials,Specialty Chemicals,USA,Large,S&P 500,-,-3.41,0.27%,117.89M,-6.05%,19.54B,13.60,12.18,-11.73%,117.61M,-14.97%,22.95B,-,3.07,94.88%,9.11%,1.05%,-399.63M,3.56,1643.00%,1.24%,5.22,29.27%,5.49B,2.56,-0.05%,-1.45%,10.71M,17.12%,64.60,17.93,-,-2.34%,221.00 -25.05%,177.47%,9.24,33.84,- -,-1.98%,55.90 196.33%,-20.50%,1.62 (0.98%),21.21,-11.10% 10.45%,18.53%,3.96%,4.51%,-4.55%,1.62 (0.98%),4.18,69.44%,7.77%,8.49,107.06%,"Jun 12, 2026",1.21,7.87%,-7.27%,36.38,1.88,0.84% 1.02%,2.07,80748.28%,-8.68%,1.31,225.84,-,0.20,32.67%,-10.32%,0.85,168.34,7800,0.19,May 06 AMC,16.45%,2.05M,165.65,"Feb 22, 1994",Yes / Yes,147.03% 6.61%,"

","1,761,503",-1.60%,ALB,2026-06-05,SP500_FUNDAMENTALS
Align Technology Inc,Healthcare,Medical Instruments & Supplies,USA,Large,S&P 500,28.20,5.97,3.56%,71.62M,-2.86%,12.05B,13.62,12.36,-0.31%,69.07M,-0.25%,11.11B,1.51,2.63,100.30%,7.12%,-4.16%,429.89M,2.94,8.22%,5.39%,4.29,11.50%,4.10B,2.90,8.63%,6.92%,4.92M,7.77%,57.94,11.37,9.00%,10.82%,208.30 -19.21%,-6.50%,14.80,20.65,7.03% -24.08%,10.16%,122.00 37.94%,-44.27%,-,12.09,2.61% 10.30%,70.40%,3.38%,3.77%,-71.10%,-,2.71,8.65%,17.85%,6.61,114.66%,-,1.28,2.89%,10.50%,49.80,1.89,- -,1.39,24.34%,2.24%,1.67,208.23,0.00%,0.03,6.21%,-2.84%,0.83,161.71,20290,0.02,Apr 29 AMC,6.15%,1.15M,168.29,"Jan 26, 2001",Yes / Yes,12.40% 1.84%,"

","975,969",4.07%,ALGN,2026-06-05,SP500_FUNDAMENTALS
Allegion plc,Industrials,Security & Protection Services,Ireland,Large,S&P 500,17.80,7.32,0.31%,85.94M,-0.78%,11.20B,13.68,9.53,-1.26%,85.67M,-1.47%,13.12B,1.61,2.21,100.65%,4.19%,-14.39%,633.70M,2.69,7.70%,2.91%,3.69,-20.60%,4.16B,5.33,8.72%,12.83%,3.59M,-18.13%,24.45,36.26,8.51%,34.18%,183.11 -28.81%,-5.62%,3.59,15.91,12.75% 16.90%,14.81%,125.00 4.28%,19.29%,2.15 (1.65%),13.19,7.52% 8.38%,44.97%,2.43%,2.41%,-6.11%,2.08 (1.60%),3.15,2.90%,20.64%,3.37,92.00%,"Jun 15, 2026",1.19,8.87%,15.24%,42.48,2.25,7.55% 9.77%,1.91,-6.70%,-0.19%,0.87,163.45,27.44%,1.06,9.74%,-5.32%,0.81,130.11,13300,1.04,Apr 28 BMO,-17.89%,973.23K,130.35,"Nov 18, 2013",Yes / Yes,-5.04% 0.70%,"

","788,372",0.18%,ALLE,2026-06-05,SP500_FUNDAMENTALS
Alliant Energy Corp,Utilities,Utilities - Regulated Electric,USA,Large,S&P 500,22.45,3.18,0.17%,257.93M,-1.08%,18.44B,19.38,3.68,0.00%,257.85M,-2.30%,30.16B,2.50,0.69,93.49%,8.62%,0.07%,821.00M,4.17,6.22%,2.67%,9.99,7.30%,4.42B,2.48,7.71%,3.44%,22.24M,9.81%,28.77,160.33,7.76%,11.31%,75.76 -5.77%,17.65%,0.45,-,4.79% 4.94%,4.45%,59.62 19.74%,37.34%,2.15 (3.01%),16.10,1.23% 5.01%,25.78%,1.95%,1.67%,22.85%,2.08 (2.92%),6.83,10.00%,23.01%,1.34,86.35%,"Apr 30, 2026",0.53,8.34%,18.58%,46.40,1.94,5.88% 5.96%,0.69,4.50%,-1.05%,0.55,79.32,64.61%,1.60,4.96%,-1.17%,0.77,70.79,2948,1.48,Apr 30 AMC,4.15%,2.23M,71.39,"Mar 30, 1976",Yes / Yes,3.34% 10.09%,"

","1,719,798",0.85%,LNT,2026-06-05,SP500_FUNDAMENTALS
Allstate Corp,Financial,Insurance - Property & Casualty,USA,Large,S&P 500,4.65,45.33,0.51%,258.00M,1.72%,54.27B,8.08,26.11,-12.85%,256.11M,-3.51%,-,-,4.62,84.44%,2.94%,-0.37%,12.03B,0.80,-14.72%,0.81%,5.00,0.92%,68.17B,1.84,-12.09%,11.01%,7.53M,1.29%,114.75,-,-9.94%,45.26%,227.62 -7.37%,1.96%,-,4.71,- 17.07%,31.06%,188.08 12.10%,91.53%,4.31 (2.05%),-,9.60% 10.06%,-,2.47%,2.33%,54.77%,4.16 (1.97%),-,209.62%,21.11%,5.13,212.68%,"Jun 01, 2026",-,4.40%,17.64%,46.43,2.17,5.57% 13.12%,0.41,339.11%,-1.41%,0.19,243.14,10.51%,0.24,2.97%,-1.11%,0.94,209.34,53300,0.24,Apr 29 AMC,1.89%,1.51M,210.84,"Jun 03, 1993",Yes / Yes,45.68% -2.93%,"

","1,417,615",0.72%,ALL,2026-06-05,SP500_FUNDAMENTALS
Alphabet Inc,Communication Services,Internet Content & Information,USA,Mega,"NDX, S&P 500",28.39,13.11,52.10%,5.82B,-4.60%,4493.56B,25.29,14.72,-0.04%,5.80B,-4.18%,4461.42B,1.50,2.88,38.90%,1.42%,23.70%,160.21B,10.62,31.57%,0.00%,2.82,17.85%,423.17B,9.42,3.47%,27.17%,82.14M,18.91%,39.51,35.43,16.81%,38.88%,408.61 -8.91%,121.48%,10.51,69.74,33.35% 29.82%,28.04%,162.00 129.75%,198.54%,0.86 (0.23%),26.94,12.78% 17.18%,60.43%,2.78%,2.39%,210.99%,0.84 (0.23%),10.54,46.22%,33.63%,10.19,911.58%,"Jun 08, 2026",1.92,17.77%,37.86%,48.65,1.39,- -,1.92,81.96%,-3.79%,1.24,433.47,7.68%,0.20,22.34%,5.45%,1.49,358.99,190820,0.19,Apr 29 AMC,22.75%,29.08M,372.19,"Aug 19, 2004",Yes / Yes,90.52% 2.73%,"

","44,051,744",3.68%,GOOGL,2026-06-05,SP500_FUNDAMENTALS
Alphabet Inc,Communication Services,Internet Content & Information,USA,Mega,"NDX, S&P 500",28.17,13.11,58.17%,5.46B,-4.36%,4493.56B,25.09,14.72,-0.03%,5.07B,-3.90%,4461.42B,1.50,2.88,27.28%,0.86%,22.72%,160.21B,10.62,31.52%,0.00%,2.17,16.85%,423.17B,9.35,3.50%,27.17%,43.54M,17.68%,39.51,35.43,16.78%,38.88%,404.47 -8.70%,118.00%,10.42,69.74,33.35% 29.82%,28.04%,163.33 126.09%,194.87%,0.86 (0.23%),26.94,12.78% 17.18%,60.43%,2.80%,2.40%,201.23%,0.84 (0.23%),10.54,46.22%,33.63%,10.04,922.43%,"Jun 08, 2026",1.92,17.77%,37.86%,48.85,1.39,- -,1.92,81.96%,-3.66%,1.23,433.24,7.68%,0.20,22.34%,5.41%,1.90,355.68,190820,0.19,Apr 29 AMC,21.93%,20.06M,369.27,"Mar 27, 2014",Yes / Yes,90.44% 2.74%,"

","37,742,824",3.82%,GOOG,2026-06-05,SP500_FUNDAMENTALS
Amazon.com Inc,Consumer Cyclical,Internet Retail,USA,Mega,"DJIA, NDX, S&P 500",30.33,8.37,8.95%,10.75B,-7.38%,2730.05B,25.22,10.06,-0.03%,9.79B,-7.22%,2810.93B,1.17,1.81,66.66%,1.06%,15.92%,90.80B,3.68,22.63%,0.00%,2.33,8.26%,742.78B,6.18,14.44%,11.64%,104.28M,9.95%,41.09,18.70,21.61%,24.28%,278.56 -8.89%,22.47%,13.57,-,- 27.96%,13.93%,196.00 29.48%,104.26%,-,17.50,11.73% 13.18%,50.60%,2.45%,2.26%,58.31%,-,3.78,35.55%,12.14%,6.96,599.59%,-,1.01,14.22%,12.22%,43.50,1.24,- -,1.18,75.33%,-4.37%,1.45,317.42,0.00%,0.51,16.61%,1.33%,0.79,250.02,1576000,0.47,Apr 29 AMC,9.37%,44.79M,253.79,"May 15, 1997",Yes / Yes,70.21% 2.39%,"

","35,593,164",1.51%,AMZN,2026-06-05,SP500_FUNDAMENTALS
Altria Group Inc,Consumer Defensive,Tobacco,USA,Large,S&P 500,14.76,4.78,0.15%,1.67B,-1.90%,117.89B,12.00,5.88,-1.41%,1.67B,-3.01%,139.01B,2.84,1.49,62.98%,3.09%,5.40%,8.03B,5.78,4.82%,-1.18%,5.53,20.03%,20.40B,-,3.54%,22.84%,51.60M,22.44%,-1.92,33.34,4.22%,-,74.56 -5.31%,19.04%,2.12,13.67,8.89% 11.40%,38.52%,54.70 29.07%,55.75%,4.34 (6.14%),9.90,-0.93% -0.71%,79.39%,2.19%,1.93%,41.85%,4.20 (5.95%),6.82,-19.96%,67.63%,1.47,8.12%,"Jun 15, 2026",0.48,0.75%,39.38%,50.31,2.87,4.17% 4.12%,0.62,105.23%,-0.99%,0.50,70.20,101.07%,-,5.29%,2.62%,0.62,70.30,5900,-,Apr 30 BMO,9.60%,9.33M,70.60,"Mar 15, 1923",Yes / Yes,5.91% 3.94%,"

","5,794,488",0.43%,MO,2026-06-05,SP500_FUNDAMENTALS
Amcor Plc,Consumer Cyclical,Packaging & Containers,Switzerland,Large,S&P 500,25.94,1.45,0.27%,462.10M,-4.10%,17.40B,8.69,4.33,10.74%,461.08M,0.00%,32.53B,0.94,1.19,78.54%,6.78%,-13.85%,678.00M,0.78,11.84%,5.88%,5.93,-10.38%,22.19B,1.49,8.76%,2.44%,31.28M,-9.74%,25.21,10.97,9.28%,8.75%,50.94 -26.11%,-17.00%,3.43,23.32,-15.45% -3.49%,2.45%,36.25 3.83%,-24.49%,2.56 (6.81%),10.15,1.05% 3.78%,16.71%,2.45%,2.77%,-38.04%,2.59 (6.88%),1.47,-48.00%,7.99%,1.19,-,"May 28, 2026",0.95,64.83%,3.06%,43.79,1.74,2.05% 1.74%,1.44,-11.55%,-2.38%,0.64,49.61,158.52%,1.43,77.44%,-4.20%,0.57,37.88,77000,1.38,May 06 BMO,-9.91%,5.27M,37.64,"Jun 11, 2019",Yes / Yes,0.33% 3.53%,"

","3,034,942",-0.63%,AMCR,2026-06-05,SP500_FUNDAMENTALS
Ameren Corp,Utilities,Utilities - Regulated Electric,USA,Large,S&P 500,19.22,5.57,0.37%,276.70M,-1.78%,29.61B,18.43,5.81,-5.40%,275.73M,-4.17%,50.96B,2.37,1.07,84.96%,3.56%,-3.97%,1.52B,3.34,6.90%,0.17%,5.74,5.40%,8.88B,2.18,7.98%,3.19%,9.82M,7.14%,48.99,340.34,7.78%,11.83%,115.58 -7.44%,10.87%,0.31,-,8.93% 8.84%,4.68%,93.50 14.43%,31.81%,3.02 (2.82%),13.45,3.41% 8.72%,30.55%,1.94%,1.78%,24.22%,2.88 (2.69%),5.74,23.95%,23.97%,2.06,113.98%,"Jun 09, 2026",0.44,12.32%,17.17%,43.13,1.89,6.37% 7.26%,0.62,20.43%,-1.51%,0.49,121.77,53.09%,1.57,3.77%,-2.96%,0.76,106.23,8913,1.40,May 05 AMC,1.56%,1.71M,106.99,"Jan 02, 1998",Yes / Yes,8.30% -3.03%,"

","1,301,422",0.72%,AEE,2026-06-05,SP500_FUNDAMENTALS
American Electric Power Company Inc,Utilities,Utilities - Regulated Electric,USA,Large,"NDX, S&P 500",18.90,6.76,0.32%,543.97M,0.02%,69.53B,18.67,6.85,-0.60%,542.34M,-6.75%,121.93B,2.27,1.51,82.44%,5.28%,-3.22%,3.65B,3.11,6.36%,0.11%,7.49,7.18%,22.38B,2.19,7.82%,3.29%,28.62M,10.82%,58.47,126.65,8.24%,12.36%,139.44 -8.35%,25.47%,1.01,-,14.02% 8.53%,4.61%,100.72 26.88%,53.13%,3.86 (3.02%),13.68,4.09% 7.88%,31.77%,1.94%,1.80%,48.54%,3.78 (2.96%),5.45,31.12%,24.39%,2.53,94.18%,"May 08, 2026",0.39,9.38%,16.33%,46.00,2.04,5.67% 5.66%,0.53,6.75%,-0.66%,0.52,144.70,56.15%,1.63,6.72%,-2.93%,1.26,126.31,17581,1.49,May 05 BMO,4.67%,3.82M,127.79,"Sep 01, 1949",Yes / Yes,4.61% 5.32%,"

","4,820,493",1.17%,AEP,2026-06-05,SP500_FUNDAMENTALS
