Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Fetch_Date,Source_Index
International Business Machines Corp,Technology,Information Technology Services,USA,Mega,"DJIA, S&P 500",26.33,11.31,0.10%,940.00M,17.72%,279.90B,22.19,13.42,0.16%,938.93M,31.13%,337.95B,2.57,3.02,65.01%,2.86%,23.97%,10.75B,4.06,7.31%,0.37%,4.04,-2.19%,68.91B,8.49,7.92%,7.11%,26.86M,0.54%,35.08,23.66,8.64%,35.86%,324.90 -8.34%,15.12%,12.58,21.68,83.86% 12.36%,11.52%,212.34 40.25%,131.05%,6.75 (2.27%),17.20,3.72% 4.12%,57.80%,5.13%,3.46%,116.90%,6.73 (2.26%),4.90,94.28%,21.09%,10.74,103.99%,"May 08, 2026",0.73,9.67%,15.61%,79.92,2.04,0.60% 0.61%,0.77,14.44%,26.26%,0.61,280.78,60.09%,2.12,9.46%,24.49%,4.27,264.22,286800,1.83,Apr 22 AMC,10.10%,6.65M,297.80,"Nov 11, 1915",Yes / Yes,5.57% 1.83%,"

","28,377,268",12.71%,IBM,2026-05-30,SP500_FUNDAMENTALS
Idex Corp,Industrials,Specialty Industrial Machinery,USA,Large,S&P 500,31.14,6.77,0.23%,74.30M,2.54%,15.60B,22.85,9.23,-8.29%,73.84M,-3.00%,16.91B,2.85,2.11,104.54%,2.78%,0.65%,507.70M,4.42,6.91%,-1.52%,2.68,21.41%,3.53B,3.87,8.54%,7.40%,2.06M,18.48%,54.51,26.50,8.03%,12.76%,223.85 -5.81%,15.75%,7.96,25.52,-5.99% 5.35%,8.57%,157.25 34.07%,3.61%,2.89 (1.37%),17.78,2.81% 8.01%,43.46%,1.81%,1.87%,-5.31%,2.86 (1.36%),4.79,7.09%,20.99%,4.48,152.37%,"May 22, 2026",2.40,7.54%,14.38%,53.22,2.11,5.77% 7.26%,3.39,28.02%,-0.42%,0.99,239.08,44.26%,0.47,8.92%,3.53%,1.32,210.03,8700,0.46,Apr 29 BMO,13.91%,766.83K,210.83,"Jun 02, 1989",Yes / Yes,13.08% 4.89%,"

","1,010,279",0.38%,IEX,2026-05-30,SP500_FUNDAMENTALS
Huntington Ingalls Industries Inc,Industrials,Aerospace & Defense,USA,Large,S&P 500,20.06,15.37,0.95%,39.38M,-2.95%,12.14B,15.32,20.11,-3.63%,39.03M,-14.91%,14.86B,1.01,3.82,91.19%,2.31%,-30.67%,605.00M,0.95,12.64%,-3.18%,1.78,-2.08%,12.85B,2.36,16.00%,4.91%,0.90M,-9.38%,130.71,56.22,15.14%,12.20%,460.00 -33.01%,37.77%,5.48,15.33,2.16% -2.13%,7.49%,215.04 43.30%,53.10%,5.60 (1.82%),15.87,5.35% 5.93%,12.44%,2.42%,3.16%,42.53%,5.49 (1.78%),1.16,10.89%,4.75%,10.76,99.24%,"May 29, 2026",1.11,12.08%,4.71%,29.96,2.00,4.34% 5.12%,1.19,0.00%,-5.63%,0.24,390.30,35.27%,0.57,13.35%,-15.23%,1.74,320.90,44000,0.57,May 05 BMO,-10.53%,504.76K,308.17,"Mar 22, 2011",Yes / Yes,2.47% 2.62%,"

","876,529",-3.97%,HII,2026-05-30,SP500_FUNDAMENTALS
Incyte Corp,Healthcare,Biotechnology,USA,Large,S&P 500,13.68,7.07,1.10%,199.95M,-0.69%,19.33B,10.86,8.90,-7.95%,197.59M,-2.38%,15.35B,0.97,1.77,104.60%,5.59%,-4.47%,1.43B,3.61,10.75%,2.22%,7.63,-8.35%,5.36B,3.44,18.23%,21.88%,11.04M,-2.06%,28.12,4.81,11.22%,30.82%,112.29 -13.85%,46.49%,20.10,13.32,61.53% -,25.33%,63.92 51.33%,54.59%,-,9.94,14.84% 14.03%,91.22%,1.78%,2.54%,15.47%,-,2.86,1853.63%,27.05%,2.45,14.44%,-,3.60,21.48%,26.71%,48.85,2.43,- -,3.68,83.74%,-0.78%,0.79,109.57,0.00%,0.01,20.87%,0.92%,1.98,97.50,2844,0.01,Apr 28 BMO,1.08%,1.45M,96.74,"Nov 04, 1993",Yes / Yes,35.14% 4.66%,"

","2,868,588",-0.78%,INCY,2026-05-30,SP500_FUNDAMENTALS
Idexx Laboratories Inc,Healthcare,Diagnostics & Research,USA,Large,"NDX, S&P 500",41.46,13.59,0.38%,79.24M,1.89%,44.45B,34.01,16.57,-13.29%,78.58M,1.78%,45.36B,2.66,3.96,93.34%,2.57%,-14.19%,1.10B,10.00,12.06%,-0.57%,3.61,-26.50%,4.45B,28.70,13.02%,33.19%,2.02M,-16.70%,19.64,221.68,12.77%,72.92%,769.98 -26.81%,9.31%,2.54,41.17,17.66% 14.28%,56.03%,504.56 11.69%,20.17%,-,29.13,8.52% 9.72%,62.11%,2.44%,3.29%,0.97%,-,10.20,25.40%,31.68%,17.11,525.66%,-,0.77,13.08%,24.63%,52.55,2.06,- -,1.06,17.26%,1.91%,1.56,714.36,0.00%,0.71,14.26%,-0.19%,2.53,568.03,11000,0.26,May 05 BMO,-11.71%,559.69K,563.53,"Jun 21, 1991",Yes / Yes,1.76% 2.00%,"

","1,416,494",-0.79%,IDXX,2026-05-30,SP500_FUNDAMENTALS
Illinois Tool Works Inc,Industrials,Specialty Industrial Machinery,USA,Large,S&P 500,22.96,10.77,0.38%,287.70M,-1.06%,71.14B,20.45,12.09,-14.28%,286.62M,-6.92%,79.46B,2.96,2.79,86.15%,3.28%,-14.92%,3.13B,4.39,7.75%,0.39%,7.28,-0.43%,16.22B,22.03,6.96%,19.75%,9.39M,0.40%,11.22,86.02,6.91%,96.88%,303.15 -18.43%,0.63%,2.87,25.97,2.41% 9.62%,31.88%,238.82 3.54%,9.87%,6.46 (2.61%),16.96,0.23% 4.99%,43.65%,1.44%,1.91%,6.70%,6.33 (2.56%),4.90,-5.25%,26.42%,4.92,134.74%,"Jun 30, 2026",0.86,2.90%,19.32%,37.56,3.40,7.12% 7.07%,1.19,11.76%,-1.71%,1.03,278.27,59.30%,2.83,4.61%,-4.86%,2.32,249.64,43000,2.04,Apr 30 BMO,-5.14%,1.29M,247.28,"Mar 13, 1973",Yes / Yes,3.60% 0.15%,"

","2,993,393",-0.95%,ITW,2026-05-30,SP500_FUNDAMENTALS
Ingersoll Rand Inc,Industrials,Specialty Industrial Machinery,USA,Large,S&P 500,48.28,1.48,0.21%,391.29M,1.94%,28.04B,18.60,3.85,-43.58%,390.52M,-7.51%,31.67B,2.33,0.82,106.41%,4.04%,-23.90%,587.00M,3.60,5.02%,1.19%,4.43,-9.84%,7.78B,2.75,9.79%,3.21%,15.79M,-9.57%,26.00,22.00,8.00%,5.68%,100.96 -29.04%,-12.79%,3.26,24.15,-0.70% -,3.93%,68.07 5.24%,21.65%,0.05 (0.07%),15.71,8.95% 14.00%,38.03%,2.93%,2.98%,44.32%,0.08 (0.11%),4.07,-26.67%,19.18%,2.36,-,"May 14, 2026",1.59,6.86%,7.54%,40.64,2.16,0.00% -,2.23,6.25%,-1.78%,1.19,94.86,5.52%,0.48,7.60%,-9.02%,1.48,70.99,21000,0.47,Apr 28 AMC,-12.47%,3.56M,71.64,"May 12, 2017",Yes / Yes,4.07% 0.92%,"

","5,277,200",0.92%,IR,2026-05-30,SP500_FUNDAMENTALS
Insulet Corp,Healthcare,Medical Devices,USA,Large,S&P 500,33.74,4.30,0.42%,69.26M,-7.62%,10.04B,17.84,8.12,1.91%,68.97M,-9.42%,10.51B,0.66,1.46,104.22%,4.37%,-41.23%,302.80M,3.46,30.46%,0.60%,2.40,-55.93%,2.90B,7.71,25.27%,9.31%,3.01M,-49.01%,18.81,20.90,27.16%,23.00%,354.88 -59.16%,-55.24%,6.94,24.15,275.33% 102.14%,13.57%,140.63 3.06%,-46.84%,-,16.79,27.54% 24.53%,71.64%,3.21%,4.74%,-46.25%,-,3.62,-24.86%,17.47%,7.39,379.62%,-,1.78,31.93%,10.44%,32.20,1.37,- -,2.45,158.51%,-6.49%,1.13,244.30,0.00%,0.73,33.87%,-20.93%,1.66,142.65,5400,0.71,May 06 BMO,-46.13%,1.25M,144.94,"May 15, 2007",Yes / Yes,18.46% 4.36%,"

","2,077,424",1.61%,PODD,2026-05-30,SP500_FUNDAMENTALS
Intercontinental Exchange Inc,Financial,Financial Data & Stock Exchanges,USA,Large,S&P 500,21.53,6.87,0.61%,566.00M,-2.40%,83.61B,16.78,8.81,-9.80%,562.04M,-5.34%,102.30B,1.42,1.93,94.61%,1.47%,-9.92%,3.93B,6.47,16.58%,0.44%,2.55,-5.20%,12.93B,2.84,8.74%,2.44%,8.26M,-8.71%,52.08,35.16,11.81%,13.68%,189.35 -21.92%,-17.18%,4.21,17.90,30.78% 8.90%,8.07%,143.17 3.27%,40.60%,2.09 (1.41%),13.73,10.04% 9.86%,68.69%,1.76%,2.27%,30.98%,1.96 (1.33%),7.91,42.14%,45.61%,3.22,173.58%,"Jun 15, 2026",1.01,14.25%,30.41%,33.51,1.26,8.10% 9.86%,1.01,79.47%,-3.78%,0.93,201.33,33.30%,0.71,23.56%,-6.00%,2.45,148.30,12844,0.65,Apr 30 BMO,-8.63%,3.24M,147.85,"Nov 16, 2005",Yes / Yes,5.40% 3.44%,"

","7,952,170",-0.30%,ICE,2026-05-30,SP500_FUNDAMENTALS
Intel Corp,Technology,Semiconductors,USA,Mega,"NDX, S&P 500",-,-0.63,15.51%,5.02B,-3.22%,576.38B,76.41,1.50,-0.01%,4.25B,21.03%,602.22B,1.06,0.21,60.97%,3.32%,151.44%,-3.17B,10.72,156.31%,2.23%,1.18,220.07%,53.76B,5.17,39.42%,-1.60%,141.03M,210.79%,22.18,17.58,72.03%,-3.01%,132.75 -13.61%,466.32%,6.52,-,- -,-2.06%,18.97 504.69%,295.45%,0.04 (0.04%),44.63,-5.71% -7.46%,35.90%,7.09%,7.65%,100.77%,-,11.20,86.07%,2.47%,8.32,263.26%,"Aug 07, 2024",1.85,1.36%,-5.90%,59.19,2.61,- -,2.31,-288.04%,-0.42%,2.24,95.60,-,0.40,7.18%,39.09%,1.59,120.89,85100,0.39,Apr 23 AMC,133.25%,119.49M,114.68,"May 03, 1973",Yes / Yes,1426.32% 9.33%,"

","190,429,495",-5.14%,INTC,2026-05-30,SP500_FUNDAMENTALS
Interactive Brokers Group Inc,Financial,Capital Markets,USA,Large,S&P 500,37.39,2.33,2.67%,445.47M,3.75%,38.74B,30.53,2.85,-3.46%,433.60M,12.87%,-13.80B,2.17,0.60,87.70%,2.64%,22.17%,1.04B,3.60,13.98%,0.12%,2.35,37.68%,10.76B,6.94,14.11%,0.55%,11.46M,35.24%,12.54,0.39,14.05%,20.58%,88.44 -1.66%,66.21%,225.35,1.08,33.21% 29.67%,18.19%,49.15 76.95%,344.06%,0.35 (0.40%),-1.47,35.57% 33.08%,95.34%,4.31%,3.24%,417.22%,0.32 (0.37%),-1.28,28.20%,86.59%,2.97,769.48%,"Jun 01, 2026",1.05,12.92%,9.65%,61.24,1.55,44.22% 24.57%,1.05,22.86%,3.31%,1.31,88.78,13.65%,5.76,14.06%,12.54%,1.47,83.11,3182,0.02,Apr 21 AMC,23.65%,4.87M,86.97,"May 04, 2007",Yes / Yes,-0.45% 0.05%,"

","7,141,605",4.64%,IBKR,2026-05-30,SP500_FUNDAMENTALS
International Flavors & Fragrances Inc,Basic Materials,Specialty Chemicals,USA,Large,S&P 500,23.30,3.26,1.83%,255.20M,1.06%,19.42B,15.99,4.75,3.86%,250.62M,10.39%,25.32B,2.31,1.12,101.11%,4.26%,-7.52%,839.00M,1.80,6.65%,1.07%,5.96,9.90%,10.79B,1.37,6.15%,3.14%,10.68M,12.85%,55.33,34.55,6.92%,6.15%,84.45 -9.95%,-0.04%,2.20,48.78,42.26% -,4.33%,59.14 28.59%,-2.82%,1.64 (2.16%),12.54,-4.34% 16.46%,31.06%,3.64%,3.58%,-46.32%,1.60 (2.10%),2.35,200.56%,9.71%,2.90,-41.20%,"Jun 18, 2026",0.87,-5.60%,7.78%,52.76,1.71,-20.63% -12.05%,1.49,116.54%,0.37%,0.97,91.52,-,0.46,-3.59%,4.08%,3.09,78.03,21500,0.37,May 05 AMC,9.79%,1.79M,76.05,"Mar 02, 1964",Yes / Yes,16.52% 3.71%,"

","5,524,956",-2.54%,IFF,2026-05-30,SP500_FUNDAMENTALS
International Paper Co,Consumer Cyclical,Packaging & Containers,USA,Large,S&P 500,-,-6.32,1.65%,529.40M,6.25%,17.72B,12.56,2.66,1.07%,520.78M,-0.33%,28.31B,-,-0.04,96.97%,8.33%,-23.15%,-3.33B,0.71,1861.00%,-5.50%,6.35,-14.46%,24.97B,1.20,89.14%,-6.80%,43.38M,-15.03%,27.97,13.64,-,-16.04%,56.13 -40.37%,-30.20%,2.45,32.05,- -,-13.05%,29.26 14.39%,9.31%,1.88 (5.63%),9.34,3.75% 6.12%,19.23%,3.08%,3.96%,-44.41%,1.85 (5.52%),1.13,-625.24%,1.43%,1.27,-16.66%,"May 22, 2026",0.94,25.45%,-13.36%,54.21,1.87,0.00% -2.03%,1.21,159.54%,4.88%,0.94,39.40,-,0.80,1.19%,-1.11%,1.28,33.32,62602,0.73,Apr 30 BMO,-17.85%,6.84M,33.47,"Oct 06, 1941",Yes / Yes,2.32% -0.74%,"

","8,731,550",0.45%,IP,2026-05-30,SP500_FUNDAMENTALS
Intuit Inc,Technology,Software - Application,USA,Large,"NDX, S&P 500",20.07,16.51,2.16%,274.27M,7.97%,90.69B,12.16,27.26,-8.35%,267.63M,-16.09%,90.81B,0.78,3.49,89.28%,4.12%,-18.95%,4.58B,4.33,17.99%,1.66%,2.74,-48.84%,20.93B,4.41,14.65%,12.08%,11.03M,-49.95%,75.21,13.38,15.61%,22.50%,813.70 -59.26%,-56.22%,24.79,11.75,23.41% 14.60%,17.17%,300.50 10.33%,-20.77%,4.69 (1.41%),13.79,13.95% 19.65%,77.64%,5.02%,4.44%,-24.50%,4.64 (1.40%),4.34,33.69%,27.47%,21.43,207.29%,"Jul 09, 2026",1.45,15.07%,21.91%,40.09,1.49,15.21% 14.43%,1.45,11.01%,-10.28%,0.96,495.21,30.43%,0.33,10.37%,-15.36%,2.19,313.00,18200,0.29,May 20 AMC,-39.80%,4.03M,331.53,"Mar 12, 1993",Yes / Yes,1.83% 0.22%,"

","8,800,077",5.92%,INTU,2026-05-30,SP500_FUNDAMENTALS
Intuitive Surgical Inc,Healthcare,Medical Instruments & Supplies,USA,Large,"NDX, S&P 500",51.51,8.24,0.67%,354.40M,-3.45%,150.39B,36.06,11.78,-2.89%,351.78M,-6.43%,145.97B,2.53,2.51,85.79%,1.91%,-15.66%,2.98B,14.21,16.29%,-0.24%,3.31,-26.64%,10.58B,8.61,13.40%,15.15%,6.71M,-25.02%,49.31,33.07,14.24%,17.23%,603.88 -29.68%,-23.59%,12.84,53.06,29.18% 21.79%,17.05%,414.30 2.50%,38.36%,-,37.47,17.39% 18.22%,66.28%,2.85%,2.94%,51.26%,-,13.79,20.38%,30.45%,13.24,500.29%,-,3.59,21.43%,28.15%,40.09,1.89,- -,4.61,19.20%,-3.07%,1.46,575.70,0.00%,0.00,22.96%,-6.46%,1.68,423.63,17021,0.00,Apr 21 AMC,-14.22%,2.03M,424.64,"Jun 13, 2000",Yes / Yes,17.83% 5.81%,"

","3,406,575",0.24%,ISRG,2026-05-30,SP500_FUNDAMENTALS
Invesco Ltd,Financial,Asset Management,USA,Large,S&P 500,-,-1.49,0.79%,443.30M,5.49%,12.62B,9.66,2.95,0.00%,439.79M,11.00%,16.39B,0.54,0.61,96.08%,4.09%,8.38%,-667.00M,1.86,26.86%,2.77%,3.31,17.46%,6.78B,1.29,14.45%,-0.89%,18.00M,8.34%,21.98,7.39,17.88%,-1.81%,29.61 -3.88%,92.95%,3.85,7.14,- -,-1.71%,14.15 101.13%,91.13%,0.86 (3.02%),10.57,2.86% 0.83%,65.08%,2.31%,2.78%,-0.25%,0.84 (2.97%),2.42,-218.32%,20.71%,0.80,-9.51%,"May 15, 2026",1.25,11.02%,-9.84%,65.37,2.36,4.37% 1.25%,1.25,34.73%,4.15%,1.58,29.14,-,0.16,16.87%,11.38%,1.46,28.06,7499,0.16,Apr 28 BMO,14.53%,5.43M,28.46,"Aug 25, 1995",Yes / Yes,-1.20% -0.34%,"

","7,943,399",1.43%,IVZ,2026-05-30,SP500_FUNDAMENTALS
Invitation Homes Inc,Real Estate,REIT - Residential,USA,Large,S&P 500,51.47,0.57,0.86%,593.98M,0.76%,17.38B,40.15,0.73,0.00%,588.91M,4.20%,25.90B,-,0.17,101.99%,2.89%,11.05%,347.58M,6.18,-19.02%,-2.95%,2.81,4.32%,2.81B,1.91,-6.28%,3.12%,17.00M,5.25%,15.31,46.59,-5.81%,6.18%,34.25 -14.60%,-12.69%,0.63,19.86,7.96% 18.79%,3.24%,24.25 20.62%,-12.40%,1.20 (4.12%),17.13,8.19% 10.09%,31.78%,1.45%,1.89%,-19.35%,1.18 (4.03%),9.21,65.23%,26.86%,0.53,-,"Mar 26, 2026",0.82,3.66%,12.36%,63.34,2.23,9.96% 14.29%,0.82,-21.63%,1.43%,0.86,31.14,194.58%,0.97,7.52%,7.63%,1.51,29.38,1725,0.97,Apr 29 AMC,5.51%,6.04M,29.25,"Feb 01, 2017",Yes / Yes,46.40% 6.41%,"

","9,118,679",-0.44%,INVH,2026-05-30,SP500_FUNDAMENTALS
IQVIA Holdings Inc,Healthcare,Diagnostics & Research,USA,Large,S&P 500,22.59,8.07,0.97%,166.90M,8.45%,30.41B,12.87,14.15,-2.21%,165.28M,16.31%,44.50B,1.32,3.04,100.64%,2.98%,1.90%,1.39B,1.83,7.42%,0.22%,3.01,-21.43%,16.63B,4.89,10.54%,4.86%,4.93M,-19.17%,37.27,14.46,9.75%,22.71%,247.04 -26.24%,29.21%,12.60,14.37,11.05% 40.52%,6.78%,136.41 33.58%,-8.64%,-,12.74,4.18% 7.50%,25.97%,4.92%,4.26%,-24.13%,-,2.68,9.79%,13.99%,7.28,173.18%,-,0.75,7.33%,8.33%,61.62,1.38,- -,0.75,14.97%,6.12%,1.21,226.53,0.00%,2.58,8.56%,7.27%,1.55,181.09,93000,2.29,May 05 BMO,-7.00%,1.64M,182.21,"May 09, 2013",Yes / Yes,2.97% 1.24%,"

","2,537,010",0.62%,IQV,2026-05-30,SP500_FUNDAMENTALS
Iron Mountain Inc,Real Estate,REIT - Specialty,USA,Large,S&P 500,140.83,0.91,1.11%,297.48M,0.72%,38.16B,49.32,2.60,-18.88%,294.22M,11.99%,57.96B,3.61,0.54,86.99%,2.51%,18.39%,272.30M,5.27,11.87%,0.58%,4.94,49.72%,7.25B,-,9.65%,1.33%,7.37M,54.61%,-4.08,152.20,13.66%,-,134.09 -4.36%,31.13%,0.84,-,-36.59% -16.38%,1.52%,77.77 64.91%,140.72%,3.38 (2.64%),22.83,10.58% 10.72%,40.39%,2.02%,2.75%,197.97%,3.30 (2.57%),8.00,121.11%,20.42%,3.24,252.54%,"Jun 15, 2026",0.77,15.64%,3.76%,60.19,1.50,9.24% 5.45%,0.77,787.08%,0.69%,1.21,131.55,663.03%,-,21.58%,10.17%,1.58,126.83,29400,-,Apr 30 BMO,26.83%,1.49M,128.25,"Feb 01, 1996",Yes / Yes,19.88% 4.00%,"

","2,362,821",1.12%,IRM,2026-05-30,SP500_FUNDAMENTALS
J.B. Hunt Transport Services Inc,Industrials,Integrated Freight & Logistics,USA,Large,S&P 500,42.79,6.46,20.68%,94.30M,6.64%,26.07B,30.40,9.09,-0.27%,74.80M,12.23%,27.37B,1.64,1.70,77.54%,5.16%,18.43%,622.10M,2.15,20.27%,2.26%,4.09,60.69%,12.13B,7.25,23.52%,7.69%,3.86M,42.24%,38.12,5716.48,18.49%,16.68%,274.04 0.87%,97.45%,0.05,25.26,-12.71% 5.26%,12.70%,130.12 112.44%,62.35%,1.80 (0.65%),16.94,-6.78% 4.48%,10.55%,2.56%,3.09%,61.15%,1.78 (0.64%),2.26,17.20%,7.43%,7.99,236.54%,"May 08, 2026",1.26,0.58%,5.13%,70.11,2.16,3.23% 10.26%,1.26,26.89%,8.78%,1.29,241.48,28.74%,0.36,4.62%,16.30%,1.72,272.52,31750,0.36,Apr 15 AMC,42.52%,942.34K,276.43,"Nov 22, 1983",Yes / Yes,3.44% 3.38%,"

","1,622,749",1.43%,JBHT,2026-05-30,SP500_FUNDAMENTALS
Jack Henry & Associates Inc,Technology,Information Technology Services,USA,Mid,S&P 500,19.06,7.15,0.55%,71.21M,-2.32%,9.69B,18.79,7.25,-4.32%,70.66M,-11.34%,9.80B,2.33,1.44,105.96%,8.08%,-16.09%,519.15M,3.85,9.76%,0.19%,5.36,-21.48%,2.52B,4.55,5.92%,17.36%,5.71M,-25.30%,29.98,470.86,8.05%,24.89%,193.39 -29.51%,-24.30%,0.29,13.31,8.10% 10.10%,22.95%,132.36 2.99%,-8.24%,2.37 (1.74%),11.34,6.93% 6.96%,44.06%,1.95%,2.95%,-11.57%,2.35 (1.72%),3.90,21.74%,26.00%,4.12,61.63%,"Jun 01, 2026",1.51,8.44%,20.64%,33.48,1.89,5.95% 6.37%,1.51,12.20%,-3.89%,0.58,185.79,36.22%,0.06,8.74%,-9.14%,7.63,136.22,7240,0.06,May 05 AMC,-16.30%,1.07M,136.32,"Nov 20, 1985",Yes / Yes,15.36% 2.67%,"

","8,138,060",0.07%,JKHY,2026-05-30,SP500_FUNDAMENTALS
Jabil Inc,Technology,Electronic Components,USA,Large,S&P 500,48.86,7.46,1.92%,105.82M,2.29%,38.46B,25.19,14.47,-10.14%,103.48M,9.20%,41.03B,1.24,3.08,97.05%,2.44%,37.58%,809.00M,1.18,26.33%,-0.38%,2.10,78.72%,32.67B,28.70,17.48%,4.26%,2.52M,59.88%,12.70,21.02,20.34%,59.88%,381.94 -4.55%,116.29%,17.35,30.17,-4.94% 76.36%,15.76%,164.69 121.37%,298.12%,0.32 (0.09%),17.27,-3.80% 1.79%,8.83%,3.46%,3.86%,545.81%,0.32 (0.09%),1.26,78.70%,4.98%,14.32,1815.71%,"May 15, 2026",0.68,19.00%,2.48%,58.96,1.62,0.00% 0.00%,1.01,98.09%,2.97%,1.29,320.00,5.40%,3.27,23.10%,13.95%,1.64,363.65,135000,2.82,Mar 18 BMO,46.14%,1.20M,364.56,"Apr 29, 1993",Yes / Yes,7.25% 6.48%,"

","1,966,055",0.25%,JBL,2026-05-30,SP500_FUNDAMENTALS
Jacobs Solutions Inc,Industrials,Engineering & Construction,USA,Large,S&P 500,36.93,3.25,0.69%,118.19M,5.10%,14.15B,14.41,8.32,0.35%,117.27M,-4.55%,17.21B,0.93,1.83,90.59%,5.60%,-13.06%,390.06M,1.08,18.25%,-0.52%,6.10,-10.24%,13.16B,4.30,14.97%,3.54%,6.57M,-9.51%,27.86,9.51,15.57%,11.45%,168.44 -28.84%,-4.89%,12.61,29.24,-21.79% -3.70%,5.05%,105.68 13.42%,27.21%,1.31 (1.10%),19.64,-6.88% -2.27%,23.36%,2.79%,4.11%,2.08%,1.36 (1.13%),1.31,-10.51%,4.87%,4.28,189.20%,"May 22, 2026",1.43,0.95%,2.96%,50.70,1.84,11.64% 10.99%,1.43,-711.63%,1.35%,0.69,160.23,53.77%,1.38,26.86%,-3.19%,2.17,118.96,43000,1.35,May 05 AMC,-13.53%,1.08M,119.86,"Apr 27, 1971",Yes / Yes,7.09% 2.21%,"

","2,335,656",0.76%,J,2026-05-30,SP500_FUNDAMENTALS
Johnson & Johnson,Healthcare,Drug Manufacturers - General,USA,Mega,"DJIA, S&P 500",26.05,8.65,0.13%,2.41B,-2.76%,542.42B,17.65,12.77,-9.76%,2.40B,-0.89%,575.35B,1.93,2.85,76.09%,0.96%,-9.30%,21.04B,5.63,7.28%,1.28%,3.03,9.03%,96.36B,6.68,10.28%,10.66%,23.04M,8.88%,33.73,24.60,9.15%,26.42%,251.71 -10.48%,46.72%,9.16,30.50,17.88% 14.90%,17.72%,149.04 51.19%,45.99%,5.28 (2.34%),17.10,5.56% 2.67%,67.96%,1.74%,1.64%,33.13%,5.24 (2.33%),5.97,-3.56%,26.88%,4.19,99.30%,"May 26, 2026",0.77,7.87%,21.83%,42.79,1.92,4.92% 5.25%,1.03,-52.82%,-0.97%,0.26,261.90,46.59%,0.68,9.93%,-3.09%,1.72,230.80,140800,0.46,Apr 14 BMO,6.35%,7.60M,225.33,"Sep 25, 1944",Yes / Yes,0.85% 1.89%,"

","13,090,791",-2.37%,JNJ,2026-05-30,SP500_FUNDAMENTALS
Johnson Controls International plc,Industrials,Building Products & Equipment,Ireland,Large,S&P 500,23.98,5.59,0.34%,610.12M,-1.04%,81.79B,23.63,5.67,-5.32%,608.06M,-5.16%,90.64B,1.21,1.29,92.89%,1.49%,-7.10%,3.53B,3.35,29.55%,-1.43%,2.55,16.93%,24.43B,6.05,16.49%,5.08%,9.06M,11.95%,22.16,116.18,19.52%,13.98%,147.32 -9.00%,31.25%,1.15,59.88,7.73% 26.74%,15.95%,99.11 35.27%,116.65%,1.57 (1.17%),21.80,-2.30% 1.12%,36.49%,2.73%,2.77%,101.47%,1.57 (1.17%),3.71,49.11%,13.73%,3.86,236.91%,"Mar 16, 2026",0.82,-0.60%,14.45%,40.64,2.20,2.80% 7.74%,1.01,38.05%,-4.38%,1.34,152.95,55.15%,0.70,8.21%,-3.27%,1.47,136.15,87000,0.64,May 06 BMO,8.98%,3.55M,134.06,"Nov 14, 1967",Yes / Yes,6.47% 1.08%,"

","5,215,460",-1.54%,JCI,2026-05-30,SP500_FUNDAMENTALS
JPMorgan Chase & Co,Financial,Banks - Diversified,USA,Mega,"DJIA, S&P 500",14.34,20.88,0.44%,2.68B,-1.22%,802.00B,12.68,23.61,-3.27%,2.67B,-3.21%,-,1.42,5.42,75.15%,1.02%,-0.33%,57.51B,2.82,11.22%,0.38%,2.93,-1.22%,284.79B,2.33,6.05%,1.27%,27.09M,-7.11%,128.38,-,8.90%,16.39%,337.25 -11.25%,13.22%,-,5.41,18.32% 17.66%,6.90%,260.31 14.98%,118.57%,6.35 (2.12%),-,21.00% 17.27%,-,1.90%,1.94%,82.24%,5.90 (1.97%),-,2.47%,26.38%,6.09,357.45%,"Jul 06, 2026",-,1.33%,20.19%,45.70,2.04,13.19% 10.01%,1.13,17.11%,-1.31%,0.99,345.59,28.97%,3.49,7.20%,-1.16%,1.51,296.73,318512,1.33,Apr 14 BMO,-2.11%,9.26M,299.31,"Mar 05, 1969",Yes / Yes,8.56% 1.33%,"

","13,944,772",0.87%,JPM,2026-05-30,SP500_FUNDAMENTALS
