Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Fetch_Date,Source_Index
Aflac Inc,Financial,Insurance - Life,USA,Large,S&P 500,13.23,8.81,10.95%,510.53M,-1.06%,59.32B,15.33,7.60,-2.52%,453.24M,-0.57%,-,7.13,1.78,59.89%,2.00%,9.73%,4.64B,3.28,-5.68%,-1.68%,3.64,5.48%,18.11B,1.99,7.59%,3.93%,9.08M,5.70%,58.69,-,2.15%,16.47%,119.81 -2.72%,12.83%,-,20.22,-0.54% 0.43%,12.36%,96.95 20.22%,72.56%,2.44 (2.10%),-,-3.57% -4.97%,-,1.68%,1.95%,120.61%,2.38 (2.04%),-,37.42%,32.26%,2.26,229.05%,"May 20, 2026",-,7.25%,25.60%,52.79,3.12,13.19% 15.68%,1.05,3634.91%,0.77%,0.60,112.43,34.04%,0.26,27.90%,1.20%,1.50,115.47,12716,0.25,Apr 29 AMC,4.53%,2.50M,116.55,"Jun 14, 1974",Yes / Yes,-2.44% 3.41%,"

","3,990,069",0.94%,AFL,2026-06-23,SP500_FUNDAMENTALS
Airbnb Inc,Consumer Cyclical,Travel Services,USA,Large,"NDX, S&P 500",34.28,4.06,32.62%,419.00M,5.22%,83.89B,22.94,6.07,-1.20%,399.88M,2.69%,74.36B,1.08,1.26,59.64%,3.68%,8.30%,2.52B,6.60,27.12%,-0.95%,3.97,4.04%,12.71B,10.85,18.46%,9.70%,14.73M,2.56%,12.83,6.95,21.26%,32.33%,147.25 -5.47%,5.66%,20.02,18.48,13.17% -,24.89%,110.81 25.61%,8.78%,-,27.10,13.58% 29.50%,72.38%,3.07%,3.10%,-7.01%,-,5.85,2.35%,20.89%,4.40,-,-,1.44,13.18%,19.80%,56.09,2.11,- -,1.44,7.34%,3.17%,1.14,157.19,0.00%,0.33,17.87%,1.84%,0.95,142.41,8200,0.32,May 07 AMC,7.71%,3.71M,139.19,"Dec 10, 2020",Yes / Yes,-14.50% 2.34%,"

","4,254,863",-2.26%,ABNB,2026-06-23,SP500_FUNDAMENTALS
Akamai Technologies Inc,Technology,Software - Infrastructure,USA,Large,S&P 500,40.67,2.97,2.30%,145.55M,-9.56%,17.55B,16.91,7.14,-3.58%,142.04M,-15.89%,22.49B,4.66,1.58,111.44%,13.79%,9.29%,435.18M,4.11,-5.93%,9.41%,3.57,37.91%,4.27B,3.58,6.58%,4.02%,19.58M,38.38%,33.73,18.87,3.63%,9.17%,165.45 -27.02%,54.04%,6.40,22.95,-1.97% -1.83%,4.18%,69.78 73.03%,36.80%,-,17.23,5.18% 5.64%,54.13%,4.61%,5.01%,4.10%,-,5.27,0.30%,13.76%,7.17,120.73%,-,1.99,6.15%,10.20%,35.71,2.10,- -,1.99,-13.09%,-14.71%,0.63,159.77,0.00%,1.20,5.76%,-4.69%,0.80,124.91,11000,1.12,May 07 AMC,21.59%,5.49M,120.74,"Oct 29, 1999",Yes / Yes,0.40% 0.09%,"

","4,485,273",-3.34%,AKAM,2026-06-23,SP500_FUNDAMENTALS
Albemarle Corp,Basic Materials,Specialty Chemicals,USA,Large,S&P 500,-,-3.41,0.31%,117.89M,-8.06%,18.48B,12.51,12.52,-10.37%,117.57M,-7.94%,21.89B,-,3.09,95.92%,9.15%,-0.01%,-399.63M,3.36,1666.87%,1.33%,4.96,16.32%,5.49B,2.43,1.18%,-1.45%,10.76M,10.78%,64.60,16.96,-,-2.34%,221.00 -29.10%,176.54%,9.24,32.01,- -,-1.98%,55.90 180.30%,-30.67%,1.62 (1.04%),20.23,-11.10% 10.45%,18.53%,5.07%,4.54%,-3.03%,1.62 (1.03%),3.98,69.44%,7.77%,8.92,88.06%,"Jun 12, 2026",1.21,7.87%,-7.27%,40.08,1.85,0.84% 1.02%,2.07,80748.28%,-5.23%,1.33,221.95,-,0.20,32.67%,-13.37%,0.94,160.35,7800,0.19,May 06 AMC,6.94%,2.17M,156.69,"Feb 22, 1994",Yes / Yes,147.03% 6.61%,"

","2,043,778",-2.28%,ALB,2026-06-23,SP500_FUNDAMENTALS
Align Technology Inc,Healthcare,Medical Instruments & Supplies,USA,Large,S&P 500,29.12,5.97,3.60%,71.62M,-0.62%,12.44B,14.06,12.36,-0.31%,69.04M,6.35%,11.50B,1.56,2.63,101.02%,6.71%,0.33%,429.89M,3.04,8.22%,5.57%,4.56,8.21%,4.10B,3.00,8.63%,6.92%,4.63M,11.28%,57.94,11.74,9.00%,10.82%,208.30 -16.58%,-4.42%,14.80,21.32,7.03% -24.08%,10.16%,122.00 42.43%,-48.04%,-,12.52,2.61% 10.30%,70.40%,4.40%,3.95%,-71.27%,-,2.81,8.65%,17.85%,7.30,116.07%,-,1.28,2.89%,10.50%,51.10,1.89,- -,1.39,24.34%,1.27%,1.66,208.23,0.00%,0.03,6.21%,-0.05%,1.19,182.08,20290,0.02,Apr 29 AMC,8.34%,1.02M,173.76,"Jan 26, 2001",Yes / Yes,12.40% 1.84%,"

","1,277,486",-4.57%,ALGN,2026-06-23,SP500_FUNDAMENTALS
Alexandria Real Estate Equities Inc,Real Estate,REIT - Office,USA,Mid,S&P 500,-,-6.27,2.31%,170.71M,-4.59%,8.84B,-,-0.19,1.28%,170.25M,6.04%,25.05B,-,0.14,96.44%,4.12%,7.05%,-1.07B,3.01,121.97%,-0.41%,3.10,6.67%,2.94B,0.55,-110.44%,-2.97%,7.02M,3.66%,92.17,20.88,-,-6.43%,88.24 -42.51%,-28.92%,2.43,6.30,- -,-3.76%,39.41 28.72%,-54.10%,2.88 (5.68%),12.63,5.34% 9.93%,23.99%,3.99%,3.91%,-71.88%,4.08 (8.04%),8.52,-923.18%,22.76%,2.07,-47.60%,"Jun 30, 2026",1.44,-5.35%,-36.32%,52.26,3.06,-0.28% 1.99%,1.44,3188.68%,-0.54%,1.18,51.50,-,0.83,-11.49%,6.40%,0.50,51.03,514,0.80,Apr 27 AMC,-9.78%,2.27M,50.73,"May 23, 1997",Yes / Yes,1094.75% -4.64%,"

","1,175,367",-0.59%,ARE,2026-06-23,SP500_FUNDAMENTALS
Allegion plc,Industrials,Security & Protection Services,Ireland,Large,S&P 500,17.88,7.32,0.36%,85.94M,-2.27%,11.25B,13.69,9.56,-1.08%,85.61M,1.30%,13.17B,1.59,2.21,101.69%,3.92%,-8.11%,633.70M,2.71,7.87%,3.02%,3.30,-18.53%,4.16B,5.35,8.89%,12.83%,3.36M,-17.77%,24.45,36.42,8.60%,34.18%,183.11 -28.50%,-4.87%,3.59,15.98,12.75% 16.90%,14.81%,125.00 4.74%,12.49%,2.15 (1.64%),13.24,7.52% 8.38%,44.97%,3.03%,2.54%,-5.60%,2.12 (1.62%),3.17,2.90%,20.64%,3.70,90.19%,"Jun 15, 2026",1.19,8.87%,15.24%,47.02,2.12,7.55% 9.77%,1.91,-6.70%,-0.22%,0.87,163.58,27.44%,1.06,9.74%,-3.04%,1.21,133.57,13300,1.04,Apr 28 BMO,-16.42%,1.02M,130.93,"Nov 18, 2013",Yes / Yes,-5.04% 0.70%,"

","1,236,857",-1.98%,ALLE,2026-06-23,SP500_FUNDAMENTALS
Allstate Corp,Financial,Insurance - Property & Casualty,USA,Large,S&P 500,4.91,45.33,0.55%,258.00M,0.42%,57.29B,8.51,26.15,-11.10%,256.01M,0.26%,-,-,5.11,85.53%,3.51%,8.24%,12.03B,0.84,-13.41%,0.84%,5.71,6.45%,68.17B,1.94,-13.29%,11.01%,8.99M,6.92%,114.75,-,-9.90%,45.26%,227.62 -2.22%,13.94%,-,4.97,- 17.07%,31.06%,188.08 18.33%,106.07%,4.31 (1.94%),-,9.60% 10.06%,-,1.77%,2.34%,73.20%,4.16 (1.87%),-,209.62%,21.11%,5.07,232.08%,"Jun 01, 2026",-,4.40%,17.64%,57.80,2.24,5.57% 13.12%,0.41,339.11%,3.10%,0.18,242.36,10.51%,0.24,2.97%,3.01%,1.51,221.17,53300,0.24,Apr 29 AMC,7.12%,1.57M,222.56,"Jun 03, 1993",Yes / Yes,45.68% -2.93%,"

","2,909,520",0.63%,ALL,2026-06-23,SP500_FUNDAMENTALS
Alphabet Inc,Communication Services,Internet Content & Information,USA,Mega,"NDX, S&P 500",26.67,13.11,52.10%,5.82B,-2.78%,4231.85B,23.76,14.71,-0.04%,5.80B,-10.09%,4199.71B,1.42,2.88,39.38%,1.43%,16.17%,160.21B,10.00,31.75%,0.00%,2.75,17.85%,423.17B,8.85,3.32%,27.17%,82.91M,11.72%,39.51,33.36,16.70%,38.88%,408.61 -14.42%,109.84%,10.48,65.68,33.35% 29.82%,28.04%,162.00 115.85%,183.95%,0.86 (0.25%),25.36,12.78% 17.18%,60.43%,3.02%,2.73%,185.85%,0.85 (0.24%),9.92,46.22%,33.63%,11.88,884.36%,"Jun 08, 2026",1.92,17.77%,37.86%,38.97,1.38,- -,1.92,81.96%,-5.42%,1.25,433.97,7.68%,0.20,22.34%,-4.98%,1.74,368.03,190820,0.19,Apr 29 AMC,12.19%,30.18M,349.68,"Aug 19, 2004",Yes / Yes,90.47% 3.04%,"

","52,798,496",-4.99%,GOOGL,2026-06-23,SP500_FUNDAMENTALS
Alliant Energy Corp,Utilities,Utilities - Regulated Electric,USA,Large,S&P 500,23.02,3.18,0.20%,257.93M,0.14%,18.91B,19.87,3.68,0.00%,257.76M,0.98%,30.63B,2.56,0.69,94.55%,9.36%,6.55%,821.00M,4.28,6.22%,2.68%,10.48,11.81%,4.42B,2.54,7.71%,3.44%,24.12M,12.61%,28.77,164.42,7.76%,11.31%,75.76 -3.36%,20.93%,0.45,-,4.79% 4.94%,4.45%,59.82 22.38%,38.84%,2.15 (2.93%),16.35,1.23% 5.01%,25.78%,1.71%,1.79%,27.92%,2.08 (2.85%),6.93,10.00%,23.01%,1.30,89.47%,"Apr 30, 2026",0.53,8.34%,18.58%,53.79,1.88,5.88% 5.96%,0.69,4.50%,0.98%,0.55,79.32,64.61%,1.60,4.96%,1.02%,1.15,73.00,2948,1.48,Apr 30 AMC,6.19%,2.30M,73.21,"Mar 30, 1976",Yes / Yes,3.34% 10.09%,"

","2,710,989",0.29%,LNT,2026-06-23,SP500_FUNDAMENTALS
Alphabet Inc,Communication Services,Internet Content & Information,USA,Mega,"NDX, S&P 500",26.61,13.11,58.18%,5.46B,-2.62%,4231.85B,23.70,14.71,-0.03%,5.07B,-9.38%,4199.71B,1.42,2.88,27.69%,0.89%,16.73%,160.21B,10.00,31.70%,0.00%,2.17,17.02%,423.17B,8.83,3.35%,27.17%,45.22M,11.15%,39.51,33.36,16.67%,38.88%,404.47 -13.77%,107.94%,10.45,65.68,33.35% 29.82%,28.04%,163.33 113.54%,181.57%,0.86 (0.25%),25.36,12.78% 17.18%,60.43%,3.04%,2.78%,174.63%,0.85 (0.24%),9.92,46.22%,33.63%,11.90,900.14%,"Jun 08, 2026",1.92,17.77%,37.86%,39.99,1.39,- -,1.92,81.96%,-4.98%,1.24,433.76,7.68%,0.20,22.34%,-4.51%,1.53,367.46,190820,0.19,Apr 29 AMC,12.07%,20.79M,348.78,"Mar 27, 2014",Yes / Yes,90.39% 3.06%,"

","32,204,226",-5.08%,GOOG,2026-06-23,SP500_FUNDAMENTALS
Altria Group Inc,Consumer Defensive,Tobacco,USA,Large,S&P 500,14.53,4.78,0.18%,1.67B,-3.38%,116.07B,11.81,5.89,-1.17%,1.67B,-5.21%,137.19B,2.78,1.49,64.12%,3.15%,7.82%,8.03B,5.69,4.86%,-1.17%,5.89,17.46%,20.40B,-,3.55%,22.84%,52.49M,20.55%,-1.92,32.83,4.25%,-,74.56 -6.77%,16.33%,2.12,13.46,8.89% 11.40%,38.52%,54.70 27.07%,58.84%,4.34 (6.24%),9.77,-0.93% -0.71%,79.39%,1.86%,2.06%,47.14%,4.24 (6.10%),6.73,-19.96%,67.63%,1.61,5.08%,"Jun 15, 2026",0.48,0.75%,39.38%,45.75,2.88,4.17% 4.12%,0.62,105.23%,-1.93%,0.50,70.20,101.07%,-,5.29%,-0.49%,0.94,69.12,5900,-,Apr 30 BMO,7.56%,8.91M,69.51,"Mar 15, 1923",Yes / Yes,5.91% 3.94%,"

","8,813,677",0.56%,MO,2026-06-23,SP500_FUNDAMENTALS
Amazon.com Inc,Consumer Cyclical,Internet Retail,USA,Mega,"DJIA, NDX, S&P 500",27.82,8.37,8.99%,10.75B,-2.41%,2504.15B,23.16,10.05,-0.03%,9.79B,-12.16%,2585.03B,1.06,1.81,67.66%,0.94%,13.35%,90.80B,3.37,22.68%,0.00%,2.04,5.21%,742.78B,5.66,14.27%,11.64%,92.45M,0.85%,41.09,17.16,21.76%,24.28%,278.56 -16.43%,11.02%,13.57,-,- 27.96%,13.93%,196.00 18.77%,78.86%,-,16.09,11.73% 13.18%,50.60%,3.09%,2.90%,32.82%,-,3.48,35.55%,12.14%,8.00,555.19%,-,1.01,14.22%,12.22%,36.54,1.22,- -,1.18,75.33%,-7.44%,1.47,316.56,0.00%,0.51,16.61%,-9.45%,1.45,244.39,1576000,0.47,Apr 29 AMC,-0.02%,45.32M,232.79,"May 15, 1997",Yes / Yes,70.22% 2.39%,"

","68,365,912",-4.75%,AMZN,2026-06-23,SP500_FUNDAMENTALS
Amcor Plc,Consumer Cyclical,Packaging & Containers,Switzerland,Large,S&P 500,28.03,1.45,0.31%,462.10M,0.20%,18.81B,9.39,4.33,0.00%,460.90M,6.80%,33.94B,1.01,1.19,79.72%,6.75%,6.27%,678.00M,0.85,11.84%,5.95%,7.23,-2.80%,22.19B,1.61,8.76%,2.44%,31.11M,-2.45%,25.21,11.85,9.28%,8.75%,50.94 -20.14%,-9.30%,3.43,25.20,-15.45% -3.49%,2.45%,36.25 12.22%,-19.21%,2.56 (6.30%),10.59,1.05% 3.78%,16.71%,2.49%,2.47%,-29.50%,2.59 (6.36%),1.53,-48.00%,7.99%,1.13,-,"May 28, 2026",0.95,64.83%,3.06%,57.14,1.75,2.05% 1.74%,1.44,-11.55%,3.61%,0.62,49.54,158.52%,1.43,77.44%,3.64%,0.75,41.08,77000,1.38,May 06 BMO,-2.27%,4.30M,40.68,"Jun 11, 2019",Yes / Yes,0.33% 3.53%,"

","3,774,161",-0.97%,AMCR,2026-06-23,SP500_FUNDAMENTALS
Ameren Corp,Utilities,Utilities - Regulated Electric,USA,Large,S&P 500,19.71,5.57,0.41%,276.70M,0.64%,30.36B,18.89,5.81,-4.90%,275.63M,0.93%,51.71B,2.43,1.07,86.11%,3.51%,3.43%,1.52B,3.42,6.94%,0.15%,5.75,11.34%,8.88B,2.24,7.94%,3.19%,9.67M,9.85%,48.99,348.96,7.78%,11.83%,115.58 -5.09%,15.85%,0.31,-,8.93% 8.84%,4.68%,94.20 16.45%,33.31%,3.02 (2.75%),13.65,3.41% 8.72%,30.55%,1.83%,1.85%,32.94%,2.92 (2.66%),5.82,23.95%,23.97%,2.05,114.01%,"Jun 09, 2026",0.44,12.32%,17.17%,52.56,1.95,6.37% 7.26%,0.62,20.43%,0.96%,0.49,121.77,53.09%,1.57,3.77%,-0.15%,1.18,108.67,8913,1.40,May 05 AMC,3.69%,1.68M,109.70,"Jan 02, 1998",Yes / Yes,8.30% -3.03%,"

","2,024,001",0.95%,AEE,2026-06-23,SP500_FUNDAMENTALS
