Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Fetch_Date,Source_Index
Conagra Brands Inc,Consumer Defensive,Packaged Foods,USA,Mid,S&P 500,-,-0.09,0.74%,478.44M,-6.48%,6.15B,8.14,1.58,1.21%,474.88M,-6.61%,13.43B,-,0.46,89.22%,10.34%,-15.24%,-43.30M,0.55,-26.26%,1.43%,3.26,-28.29%,11.18B,0.75,-6.97%,-0.22%,49.10M,-25.77%,17.06,111.58,-10.57%,-0.51%,21.78 -41.00%,-40.20%,0.12,7.30,9.26% 6.92%,-0.30%,12.53 2.55%,-62.63%,1.40 (10.93%),7.73,0.22% 0.99%,24.25%,3.56%,3.19%,-64.04%,1.40 (10.89%),1.20,-112.96%,12.06%,0.43,-65.16%,"Apr 30, 2026",0.30,-4.73%,-0.39%,38.26,3.24,3.85% 10.49%,0.90,37.56%,-2.70%,-0.04,13.93,58.28%,0.90,-1.87%,-6.86%,0.74,13.20,18300,0.79,Jul 15 BMO,-23.36%,15.06M,12.85,"Jan 09, 1973",Yes / Yes,-2.91% 0.92%,"

","11,706,533",-2.65%,CAG,2026-06-23,SP500_FUNDAMENTALS
Comfort Systems USA Inc,Industrials,Engineering & Construction,USA,Large,S&P 500,59.65,34.65,1.28%,35.19M,10.06%,72.75B,38.67,53.44,-12.38%,34.75M,12.59%,72.01B,1.19,10.42,96.10%,2.38%,52.31%,1.22B,7.18,49.40%,-1.04%,1.93,133.82%,10.14B,25.83,23.87%,21.27%,0.83M,121.42%,80.00,65.25,32.55%,53.29%,2073.99 -0.36%,313.29%,31.67,52.74,61.75% 47.85%,38.80%,489.98 321.75%,1174.99%,2.95 (0.14%),41.47,30.03% 26.08%,24.51%,3.57%,4.95%,2509.89%,2.60 (0.13%),7.10,107.64%,15.68%,96.96,6394.37%,"May 15, 2026",1.21,38.43%,12.07%,64.31,1.45,51.57% 35.94%,1.24,120.98%,10.22%,1.65,2115.29,6.75%,0.13,56.47%,12.27%,1.47,1967.41,22700,0.12,Apr 23 AMC,63.98%,428.69K,2066.51,"Jun 27, 1997",Yes / Yes,54.44% 19.74%,"

","638,358",5.04%,FIX,2026-06-23,SP500_FUNDAMENTALS
Conoco Phillips,Energy,Oil & Gas E&P,USA,Large,S&P 500,18.65,5.88,0.14%,1.22B,-6.22%,133.65B,12.16,9.02,-42.49%,1.22B,-10.35%,150.61B,0.86,2.95,87.24%,1.83%,-13.57%,7.30B,2.31,65.47%,1.34%,2.69,15.52%,57.86B,2.07,-11.49%,5.91%,22.27M,17.19%,52.98,21.00,14.21%,11.25%,135.87 -19.26%,15.85%,5.22,22.83,-24.17% -,8.41%,85.57 28.20%,9.93%,3.40 (3.10%),6.72,-9.26% 25.63%,23.54%,2.07%,2.49%,90.93%,3.30 (3.01%),2.60,-25.38%,18.31%,3.48,163.85%,"May 11, 2026",1.14,1.02%,12.61%,38.30,1.73,-13.95% 13.48%,1.29,-20.22%,-4.99%,0.10,145.38,50.07%,0.36,-5.20%,-7.66%,0.77,107.74,9900,0.34,Apr 30 BMO,4.28%,8.29M,109.70,"Jan 13, 1978",Yes / Yes,9.79% 2.88%,"

","6,868,088",1.82%,COP,2026-06-23,SP500_FUNDAMENTALS
Constellation Brands Inc,Consumer Defensive,Beverages - Brewers,USA,Large,S&P 500,14.76,9.59,12.36%,172.77M,-4.71%,24.27B,-,-,-0.03%,150.27M,-6.40%,35.67B,-,3.24,86.66%,5.17%,-5.42%,1.69B,2.66,-0.27%,7.73%,3.69,1.28%,9.14B,3.02,-,7.75%,7.77M,2.57%,46.78,236.99,3.96%,22.54%,178.13 -20.56%,-12.86%,0.60,13.53,- 0.84%,9.21%,126.45 11.91%,-42.30%,4.22 (2.98%),11.29,-1.13% 1.19%,50.47%,3.01%,2.90%,-37.02%,4.09 (2.89%),3.90,2103.26%,29.98%,4.30,-7.90%,"Apr 29, 2026",0.55,-10.48%,18.46%,46.11,2.08,8.44% 6.34%,1.08,155.70%,-0.26%,0.38,175.86,42.47%,1.39,-11.27%,-4.85%,1.27,141.18,9400,1.27,Jun 30 AMC,-3.01%,2.10M,141.51,"Nov 01, 1982",Yes / Yes,10.82% 2.06%,"

","2,876,839",0.23%,STZ,2026-06-23,SP500_FUNDAMENTALS
Consolidated Edison Inc,Utilities,Utilities - Regulated Electric,USA,Large,S&P 500,18.01,5.94,0.22%,368.53M,-0.76%,39.40B,16.50,6.48,-1.20%,367.73M,0.58%,66.43B,2.50,0.73,75.23%,3.31%,-2.31%,2.15B,2.29,7.06%,1.48%,5.37,6.70%,17.21B,1.40,6.21%,2.96%,12.17M,7.65%,76.63,268.05,6.59%,8.73%,116.23 -8.01%,5.89%,0.40,-,6.53% 11.45%,4.18%,94.96 12.59%,16.07%,3.58 (3.35%),12.51,2.60% 6.69%,61.69%,1.95%,2.04%,43.59%,3.48 (3.25%),3.86,9.59%,17.33%,2.21,38.57%,"May 13, 2026",1.09,9.10%,12.52%,50.03,3.37,2.47% 2.13%,1.19,12.62%,0.55%,0.27,110.33,60.29%,1.06,6.19%,-0.78%,1.39,106.36,15407,1.01,May 07 AMC,2.37%,2.27M,106.92,"Jun 21, 1948",Yes / Yes,-4.32% -2.42%,"

","3,164,978",0.53%,ED,2026-06-23,SP500_FUNDAMENTALS
Constellation Energy Corp,Utilities,Utilities - Independent Power Producers,USA,Large,"NDX, S&P 500",23.93,11.51,6.51%,362.00M,8.58%,98.94B,20.38,13.52,0.00%,335.71M,-2.04%,120.58B,0.91,2.43,74.94%,3.45%,-2.29%,3.79B,3.47,24.56%,2.38%,3.32,-19.19%,28.50B,2.98,15.58%,5.08%,11.59M,-22.01%,92.49,84.49,22.28%,16.33%,412.70 -33.24%,-9.64%,3.26,87.02,- 32.58%,7.51%,240.51 14.56%,208.72%,1.69 (0.61%),19.36,3.18% 8.81%,13.18%,3.72%,3.59%,-,1.63 (0.59%),4.23,21.10%,10.75%,11.07,-,"May 15, 2026",1.17,14.87%,13.30%,52.50,1.42,40.40% -,1.36,1095.18%,2.51%,1.10,362.10,21.00%,0.67,23.45%,-3.10%,0.78,274.06,15339,0.51,May 11 BMO,-13.66%,3.49M,275.53,"Jan 19, 2022",Yes / Yes,7.67% 31.50%,"

","2,748,421",0.54%,CEG,2026-06-23,SP500_FUNDAMENTALS
Copart Inc,Industrials,Specialty Business Services,USA,Large,"NDX, S&P 500",18.37,1.61,8.68%,925.81M,-4.13%,27.29B,17.62,1.67,-0.06%,845.43M,-10.77%,23.20B,6.80,0.39,84.84%,4.03%,-10.29%,1.55B,5.88,-0.31%,-3.53%,3.66,-24.62%,4.64B,3.11,5.56%,16.08%,34.03M,-24.70%,9.48,6.50,2.59%,17.69%,50.11 -41.17%,-38.54%,4.54,20.38,12.01% 16.72%,17.55%,29.46 0.07%,-33.98%,-,12.10,9.90% 16.07%,44.95%,2.76%,3.20%,-10.35%,-,5.00,5.61%,36.57%,0.93,382.98%,-,7.37,1.05%,33.48%,34.76,2.21,- -,7.44,2.67%,-5.93%,1.02,40.57,0.00%,0.01,2.09%,-9.39%,1.33,30.23,11600,0.01,May 21 AMC,-23.02%,9.30M,29.48,"Mar 17, 1994",Yes / Yes,5.83% 3.54%,"

","12,437,439",-2.48%,CPRT,2026-06-23,SP500_FUNDAMENTALS
Cooper Companies Inc,Healthcare,Medical Instruments & Supplies,USA,Large,S&P 500,55.25,1.18,0.70%,194.90M,-3.62%,12.76B,13.05,5.01,0.13%,193.67M,5.94%,15.08B,1.31,1.12,106.90%,2.68%,-6.49%,235.80M,3.02,12.34%,0.68%,1.97,-20.68%,4.23B,1.55,8.28%,1.89%,5.20M,-20.18%,42.27,91.79,9.97%,2.85%,89.83 -27.17%,-5.83%,0.71,22.40,-1.15% 9.30%,2.33%,58.89 11.09%,-29.86%,-,13.07,7.35% 10.98%,60.93%,2.09%,2.53%,-33.03%,-,3.56,-42.65%,18.19%,1.76,59.03%,"Jul 26, 2023",0.78,6.09%,5.57%,52.47,2.00,- -,1.27,-191.42%,1.66%,0.85,79.21,0.00%,0.30,7.90%,1.94%,1.22,65.91,15000,0.23,Jun 04 AMC,-9.96%,2.63M,65.42,"Jan 21, 1983",Yes / Yes,9.64% 2.63%,"

","3,175,763",-0.74%,COO,2026-06-23,SP500_FUNDAMENTALS
Corning Inc,Technology,Electronic Components,USA,Large,S&P 500,100.71,2.08,8.47%,907.00M,17.09%,180.59B,49.87,4.21,-0.75%,787.78M,16.13%,189.27B,1.57,0.75,73.90%,2.72%,68.43%,1.81B,11.06,26.50%,-1.66%,1.63,145.65%,16.32B,16.11,31.98%,6.17%,21.39M,139.64%,13.02,101.51,31.68%,16.07%,211.79 -0.93%,316.16%,2.07,120.39,6.07% 27.86%,8.88%,49.97 319.91%,509.09%,1.17 (0.56%),47.20,3.40% 6.68%,35.64%,6.09%,6.51%,422.62%,1.12 (0.53%),11.60,298.15%,16.13%,13.71,921.07%,"May 29, 2026",1.06,20.05%,11.09%,61.17,1.90,1.22% 4.94%,1.61,134.97%,12.53%,1.12,209.31,61.12%,0.84,20.05%,16.57%,1.41,194.92,67200,0.73,Apr 28 BMO,73.02%,13.10M,209.83,"May 21, 1945",Yes / Yes,1.19% 1.09%,"

","18,574,340",7.65%,GLW,2026-06-23,SP500_FUNDAMENTALS
Costar Group Inc,Real Estate,Real Estate Services,USA,Large,S&P 500,484.58,0.06,1.41%,407.10M,-11.02%,11.93B,16.43,1.78,2.29%,402.59M,-14.08%,11.80B,0.44,0.29,103.86%,3.75%,-31.89%,25.30M,3.50,56.57%,-0.32%,2.07,-54.93%,3.41B,1.50,30.54%,0.25%,15.10M,-56.54%,19.44,9.07,37.33%,0.31%,97.43 -70.01%,-63.31%,3.22,25.75,-73.85% -51.08%,0.28%,29.53 -1.05%,-66.18%,-,40.42,14.16% 14.37%,74.61%,5.64%,4.69%,-67.77%,-,3.46,-78.82%,-0.17%,1.60,39.34%,-,2.20,21.33%,0.74%,26.62,1.67,- -,2.20,120.00%,-10.45%,0.73,47.79,0.00%,0.14,22.51%,-15.04%,0.94,30.12,8441,0.14,Apr 28 AMC,-48.34%,7.31M,29.22,"Jul 01, 1998",Yes / Yes,32.03% 0.03%,"

","7,024,084",-2.99%,CSGP,2026-06-23,SP500_FUNDAMENTALS
Corpay Inc,Technology,Software - Infrastructure,USA,Large,S&P 500,20.75,16.73,4.01%,66.13M,-2.51%,22.69B,11.32,30.66,-3.34%,62.74M,-0.94%,24.59B,0.61,6.57,102.32%,4.88%,20.77%,1.17B,4.74,25.25%,-0.99%,5.43,12.51%,4.78B,6.54,14.51%,5.19%,3.06M,15.37%,53.08,2.57,18.60%,33.71%,367.43 -5.51%,9.76%,134.88,17.32,6.64% 13.14%,11.60%,252.84 37.31%,44.06%,-,9.47,9.73% 13.65%,72.81%,2.95%,2.99%,32.41%,-,5.14,16.45%,45.61%,11.03,140.81%,-,0.98,18.26%,24.53%,50.18,1.58,- -,0.98,49.19%,-1.76%,0.87,394.93,0.00%,2.95,25.39%,3.36%,1.13,345.28,11800,1.88,May 07 AMC,11.13%,563.78K,347.17,"Dec 15, 2010",Yes / Yes,6.03% 4.00%,"

","648,901",0.55%,CPAY,2026-06-23,SP500_FUNDAMENTALS
Corteva Inc,Basic Materials,Agricultural Inputs,USA,Large,S&P 500,46.31,1.70,0.18%,670.04M,3.57%,52.74B,19.07,4.14,-0.69%,667.61M,0.08%,54.20B,1.67,2.22,89.61%,2.80%,1.98%,1.16B,2.95,12.06%,0.88%,4.81,18.71%,17.89B,2.17,10.49%,2.95%,18.67M,17.65%,36.36,24.61,11.39%,5.15%,85.63 -7.91%,6.97%,3.20,25.78,0.47% 12.11%,4.46%,60.53 30.27%,36.22%,0.75 (0.94%),13.54,-0.10% 4.12%,44.14%,2.44%,2.17%,81.33%,0.72 (0.91%),3.03,3.72%,15.64%,1.76,-,"Jun 01, 2026",1.03,6.27%,6.50%,54.09,1.81,6.47% 6.13%,1.47,12.56%,1.84%,0.57,89.67,43.60%,0.14,11.05%,-0.94%,0.99,78.59,21500,0.07,May 05 AMC,8.32%,3.88M,78.86,"May 24, 2019",Yes / Yes,27.74% 5.73%,"

","3,948,460",0.34%,CTVA,2026-06-23,SP500_FUNDAMENTALS
Costco Wholesale Corp,Consumer Defensive,Discount Stores,USA,Mega,"NDX, S&P 500",47.85,19.88,0.24%,443.51M,-3.16%,421.90B,41.99,22.66,-0.78%,442.42M,-11.42%,410.14B,3.80,6.56,71.98%,1.78%,-2.16%,8.84B,1.44,12.66%,0.09%,3.84,10.28%,293.59B,12.59,10.45%,10.92%,7.88M,10.32%,75.55,21.10,11.06%,29.15%,1096.50 -13.24%,-2.95%,45.09,47.91,11.49% 15.09%,21.22%,844.06 12.71%,85.61%,5.28 (0.55%),29.74,6.64% 10.54%,12.88%,1.94%,2.18%,148.10%,5.37 (0.56%),1.40,12.69%,3.82%,20.83,556.98%,"May 01, 2026",0.61,9.23%,3.01%,37.68,2.03,13.33% 12.75%,1.07,15.27%,-2.49%,0.88,1094.53,27.02%,0.25,11.58%,-4.81%,1.05,951.45,341000,0.24,May 28 AMC,-0.69%,2.05M,951.35,"Nov 27, 1985",Yes / Yes,-0.26% 0.64%,"

","2,190,272",-0.01%,COST,2026-06-23,SP500_FUNDAMENTALS
CRH Plc,Basic Materials,Building Materials,USA,Large,S&P 500,20.61,5.40,0.27%,668.23M,4.48%,74.34B,16.62,6.69,0.24%,665.99M,9.66%,92.96B,1.61,2.03,87.92%,1.95%,10.73%,3.65B,1.95,6.56%,-1.93%,2.63,-9.59%,38.06B,3.22,12.75%,6.63%,12.96M,-10.86%,34.52,22.66,10.32%,16.51%,131.55 -15.43%,26.21%,4.91,23.73,2.56% 30.98%,8.97%,86.82 28.13%,111.21%,1.55 (1.39%),12.29,4.60% 6.30%,36.09%,4.19%,3.28%,121.88%,1.52 (1.37%),2.44,14.09%,13.94%,4.12,270.83%,"May 15, 2026",1.09,6.33%,9.58%,56.38,1.36,5.71% 5.64%,1.59,-83.45%,4.66%,1.18,144.61,27.23%,0.89,9.09%,1.06%,1.39,111.24,83032,0.76,Apr 30 BMO,-3.66%,4.93M,111.25,"Jul 10, 1989",Yes / Yes,-23.46% 4.26%,"

","6,934,687",0.01%,CRH,2026-06-23,SP500_FUNDAMENTALS
Crowdstrike Holdings Inc,Technology,Software - Infrastructure,USA,Large,"NDX, S&P 500",-,-0.19,3.52%,254.54M,-1.08%,171.94B,108.28,6.24,-4.45%,245.61M,3.90%,168.21B,3.70,1.17,72.29%,3.06%,65.14%,-45.21M,33.75,32.41%,-1.63%,2.17,43.70%,5.09B,37.10,26.31%,-0.45%,7.51M,44.09%,18.21,37.44,29.24%,-1.12%,785.66 -14.03%,41.81%,18.04,120.13,6.21% -8.80%,-0.83%,342.72 97.08%,363.26%,-,859.42,29.01% 40.64%,74.89%,4.72%,5.22%,163.22%,-,33.02,73.54%,-2.15%,34.46,-,-,1.45,23.17%,-0.89%,55.81,1.59,- -,1.45,124.28%,-2.20%,1.26,720.93,-,0.18,25.57%,18.26%,0.96,684.86,10698,0.17,Jun 03 AMC,37.64%,3.46M,675.44,"Jun 12, 2019",Yes / Yes,2.97% 1.67%,"

","3,435,202",-1.38%,CRWD,2026-06-23,SP500_FUNDAMENTALS
Crown Castle Inc,Real Estate,REIT - Specialty,USA,Large,S&P 500,16.90,4.92,0.14%,436.00M,-9.81%,36.28B,28.85,2.88,-1.41%,435.86M,-10.28%,65.93B,0.65,0.40,100.49%,2.95%,0.92%,2.15B,8.61,107.43%,0.03%,3.53,-5.81%,4.21B,-,37.53%,-0.16%,12.84M,-6.47%,-4.40,163.41,44.57%,-276.36%,115.76 -28.20%,-17.03%,0.51,13.31,6.18% 13.21%,4.31%,75.96 9.43%,-24.20%,4.26 (5.12%),24.16,-15.17% -6.10%,57.71%,3.73%,2.71%,-57.30%,4.25 (5.11%),15.65,155.82%,48.53%,2.67,-11.61%,"Jun 15, 2026",0.27,-29.63%,51.00%,34.81,2.14,-7.34% -0.74%,0.27,35.22%,-7.81%,0.95,98.89,102.87%,-,-4.81%,-6.69%,1.26,82.05,4000,-,Apr 22 AMC,-7.11%,3.63M,83.12,"Aug 18, 1998",Yes / Yes,-9.69% 1.52%,"

","4,758,995",1.30%,CCI,2026-06-23,SP500_FUNDAMENTALS
CSX Corp,Industrials,Railroads,USA,Large,"NDX, S&P 500",28.26,1.63,0.20%,1.86B,-2.88%,85.85B,21.26,2.17,-7.70%,1.85B,0.57%,104.08B,1.57,0.49,80.03%,2.06%,21.04%,3.05B,6.07,18.96%,0.55%,3.01,26.58%,14.15B,6.32,13.44%,6.98%,38.15M,27.45%,7.31,77.41,13.51%,23.69%,48.03 -3.81%,44.10%,0.60,45.09,-7.45% 5.15%,9.47%,31.80 45.28%,39.53%,0.55 (1.19%),15.85,-1.74% 5.89%,34.59%,2.52%,2.17%,45.47%,0.54 (1.17%),7.35,-2.64%,34.59%,1.00,422.03%,"May 29, 2026",0.83,-0.92%,21.55%,50.88,2.08,9.14% 8.24%,0.97,26.95%,-0.58%,1.21,46.69,33.71%,1.42,1.72%,1.92%,0.67,45.63,23000,1.37,Apr 22 AMC,18.02%,12.67M,46.20,"Nov 03, 1980",Yes / Yes,10.54% -0.18%,"

","8,665,400",1.25%,CSX,2026-06-23,SP500_FUNDAMENTALS
CVS Health Corp,Healthcare,Healthcare Plans,USA,Large,S&P 500,44.48,2.28,0.20%,1.28B,-0.65%,129.25B,12.07,8.39,-57.42%,1.27B,8.60%,195.96B,0.95,1.83,90.37%,1.39%,41.72%,2.93B,0.32,9.93%,-1.34%,2.16,30.07%,407.94B,1.66,13.08%,1.15%,17.76M,27.65%,60.85,10.94,12.65%,3.80%,102.77 -1.43%,52.17%,9.26,17.48,-24.70% -23.94%,1.94%,58.50 73.16%,45.94%,2.69 (2.66%),10.97,7.60% 8.40%,13.88%,2.52%,2.38%,20.87%,2.66 (2.63%),0.48,-45.09%,3.26%,2.56,8.08%,"Apr 23, 2026",0.66,7.68%,0.72%,66.91,1.53,5.74% 5.87%,0.87,63.49%,5.68%,0.60,104.25,191.23%,1.01,6.17%,13.57%,1.13,98.32,300000,0.95,May 06 BMO,26.06%,8.23M,101.30,"Oct 01, 1952",Yes / Yes,17.70% 5.72%,"

","9,810,553",3.03%,CVS,2026-06-23,SP500_FUNDAMENTALS
Cummins Inc,Industrials,Specialty Industrial Machinery,USA,Large,S&P 500,37.63,19.27,0.36%,137.99M,9.91%,100.03B,21.48,33.75,-8.95%,137.49M,8.22%,106.11B,1.19,7.26,87.92%,1.49%,35.87%,2.67B,2.95,22.07%,-1.18%,2.21,45.73%,33.89B,8.10,16.18%,7.98%,2.05M,42.02%,89.51,31.44,18.09%,22.97%,737.76 -1.74%,130.68%,23.06,37.45,10.68% 11.29%,13.71%,307.90 135.44%,213.90%,8.02 (1.11%),21.17,6.25% 11.19%,25.09%,3.03%,3.57%,205.86%,8.00 (1.10%),3.13,-4.25%,11.49%,25.28,526.13%,"May 22, 2026",1.11,0.06%,7.89%,63.19,2.00,8.15% 7.67%,1.71,-20.92%,7.83%,1.21,773.17,37.27%,0.67,2.74%,9.10%,0.94,716.86,67400,0.58,May 05 BMO,33.10%,928.23K,724.93,"Sep 10, 1964",Yes / Yes,9.25% 0.38%,"

","1,079,422",1.13%,CMI,2026-06-23,SP500_FUNDAMENTALS
Danaher Corp,Healthcare,Diagnostics & Research,USA,Large,S&P 500,34.44,5.17,8.91%,707.70M,-1.06%,126.12B,19.52,9.13,-0.00%,644.73M,4.13%,140.11B,2.27,1.84,84.22%,1.44%,-5.89%,3.69B,5.09,8.19%,-1.01%,2.05,-19.96%,24.78B,2.38,8.18%,4.52%,9.29M,-22.16%,74.82,22.12,8.59%,7.08%,242.80 -26.61%,-9.27%,8.05,23.84,-19.39% 0.65%,5.23%,160.93 10.73%,-14.96%,1.40 (0.79%),17.95,-2.67% 1.97%,61.14%,2.25%,2.61%,-24.72%,1.36 (0.76%),5.65,0.05%,21.49%,4.81,167.81%,"Jun 26, 2026",1.52,4.02%,14.89%,48.41,1.41,8.58% 12.20%,1.87,9.32%,-0.96%,0.81,242.05,25.36%,0.37,3.66%,-0.59%,0.80,177.17,60000,0.33,Apr 21 BMO,-12.70%,4.53M,178.19,"Dec 10, 1969",Yes / Yes,6.44% -0.51%,"

","3,691,892",0.58%,DHR,2026-06-23,SP500_FUNDAMENTALS
Darden Restaurants Inc,Consumer Cyclical,Restaurants,USA,Large,S&P 500,22.43,9.45,0.32%,114.70M,0.25%,24.28B,18.60,11.40,-9.63%,114.17M,7.47%,32.16B,1.94,3.63,99.22%,4.94%,4.41%,1.11B,1.90,11.29%,-1.52%,4.87,11.86%,12.76B,11.56,7.24%,8.72%,5.64M,15.20%,18.34,97.71,9.60%,51.54%,228.27 -7.13%,-6.10%,2.17,24.16,6.27% -,11.39%,169.00 25.44%,30.76%,6.01 (2.84%),15.62,7.84% 9.12%,17.20%,3.05%,2.68%,56.34%,6.00 (2.83%),2.52,6.66%,11.82%,6.00,215.57%,"Apr 10, 2026",0.25,8.51%,8.66%,62.62,2.00,8.37% 16.23%,0.39,-3.33%,3.69%,0.58,229.00,63.17%,3.86,5.93%,6.09%,1.64,213.45,197924,3.61,Jun 25 BMO,8.24%,1.16M,212.00,"May 09, 1995",Yes / Yes,0.22% 0.32%,"

","2,090,296",-0.68%,DRI,2026-06-23,SP500_FUNDAMENTALS
DaVita Inc,Healthcare,Medical Care Facilities,USA,Large,S&P 500,20.13,10.42,2.10%,66.19M,0.49%,13.46B,12.14,17.28,-69.37%,62.85M,6.51%,27.74B,0.59,3.84,96.89%,7.73%,40.43%,756.42M,0.97,37.72%,-4.06%,5.89,77.06%,13.84B,-,16.38%,4.37%,4.86M,84.56%,-11.41,17.98,20.68%,635.30%,213.44 -1.76%,53.12%,11.66,9.02,18.56% 8.29%,6.35%,101.00 107.60%,111.88%,1.67 (0.79%),10.02,5.53% 3.39%,27.27%,2.78%,2.79%,70.19%,-,2.00,2.79%,14.82%,5.92,175.24%,-,1.37,6.68%,5.47%,68.50,2.78,- -,1.42,43.08%,5.22%,0.89,200.00,0.00%,-,5.96%,15.54%,0.83,207.91,78000,-,May 05 AMC,46.94%,823.75K,209.68,"Oct 31, 1995",Yes / Yes,23.18% 1.76%,"

","783,121",0.85%,DVA,2026-06-23,SP500_FUNDAMENTALS
Datadog Inc,Technology,Software - Application,USA,Large,"NDX, S&P 500",590.79,0.37,9.09%,330.57M,-3.71%,78.80B,77.63,2.85,-6.36%,323.62M,4.30%,75.33B,4.00,0.58,82.44%,4.37%,76.98%,135.67M,21.46,18.34%,0.33%,2.45,61.93%,3.67B,19.75,17.55%,2.09%,14.14M,62.78%,11.21,16.56,19.42%,3.93%,278.70 -20.57%,73.62%,13.37,74.27,- -,2.59%,98.01 125.86%,134.25%,-,680.51,26.95% 41.53%,79.86%,4.88%,5.50%,111.76%,-,20.51,-21.11%,-0.65%,12.39,-,-,3.35,29.54%,3.69%,51.35,1.36,- -,3.35,115.46%,-5.82%,1.57,242.39,0.00%,0.32,32.15%,17.56%,0.73,223.00,8100,0.31,May 07 BMO,45.75%,5.77M,221.37,"Sep 19, 2019",Yes / Yes,18.16% 4.82%,"

","4,288,977",-0.73%,DDOG,2026-06-23,SP500_FUNDAMENTALS
Deckers Outdoor Corp,Consumer Cyclical,Footwear & Accessories,USA,Large,S&P 500,15.00,7.04,1.06%,139.98M,-7.26%,14.66B,12.71,8.30,-0.61%,137.41M,7.46%,13.13B,1.20,0.87,100.10%,3.49%,5.12%,1.02B,2.69,6.65%,-3.08%,2.41,3.11%,5.45B,5.91,10.90%,27.70%,4.79M,1.83%,17.86,7.69,10.63%,40.86%,126.50 -16.55%,3.82%,13.73,13.36,29.58% 25.63%,36.69%,78.91 33.79%,25.79%,-,9.92,14.55% 16.45%,56.14%,4.27%,3.79%,81.94%,-,2.41,10.89%,22.83%,4.13,1004.09%,-,2.94,9.35%,18.77%,46.08,2.32,- -,3.54,-4.02%,-4.52%,1.16,127.21,0.00%,0.15,8.68%,-0.30%,1.12,109.11,6000,0.12,May 21 AMC,2.41%,1.99M,105.57,"Oct 15, 1993",Yes / Yes,15.52% 3.10%,"

","2,258,411",-3.24%,DECK,2026-06-23,SP500_FUNDAMENTALS
Deere & Co,Industrials,Farm & Heavy Construction Machinery,USA,Large,S&P 500,33.92,17.65,7.47%,269.94M,3.66%,161.58B,26.32,22.75,-0.26%,249.77M,6.80%,216.46B,1.89,4.72,75.47%,2.03%,6.94%,4.78B,3.41,-2.31%,-1.16%,4.00,24.45%,47.38B,5.90,25.86%,4.48%,5.07M,28.57%,101.53,17.31,13.93%,18.51%,674.19 -11.21%,14.81%,34.58,42.88,-7.37% 16.32%,6.87%,433.00 38.24%,44.00%,6.69 (1.12%),18.04,-4.57% 5.13%,36.85%,2.55%,2.97%,74.98%,6.48 (1.08%),4.57,-14.68%,20.45%,16.41,613.29%,"Jun 30, 2026",0.55,3.98%,10.09%,61.96,2.12,14.12% 16.34%,0.79,-1.35%,5.49%,0.90,648.89,35.02%,2.34,4.79%,4.32%,0.70,589.24,73100,1.54,May 21 BMO,13.37%,1.27M,598.59,"Jun 29, 1933",Yes / Yes,14.95% 1.97%,"

","934,340",1.59%,DE,2026-06-23,SP500_FUNDAMENTALS
Delta Air Lines Inc,Industrials,Airlines,USA,Large,S&P 500,12.55,6.85,0.53%,656.99M,3.44%,56.45B,10.72,8.01,-26.19%,653.51M,15.92%,71.55B,0.63,1.51,90.24%,3.73%,35.44%,4.48B,0.87,-5.88%,-1.42%,2.62,23.24%,65.18B,2.77,46.27%,5.53%,24.34M,23.80%,31.01,10.86,17.00%,25.00%,87.39 -1.68%,82.03%,7.91,14.40,54.97% -,12.18%,45.28 89.75%,100.09%,0.72 (0.84%),8.70,7.80% 29.96%,16.93%,2.94%,3.12%,89.38%,0.75 (0.88%),1.10,20.93%,8.83%,2.86,122.88%,"Jul 09, 2026",0.36,5.24%,6.87%,65.50,1.37,- 11.20%,0.42,-220.40%,5.96%,1.30,84.49,8.82%,1.00,12.92%,15.21%,0.76,84.18,100000,0.80,Jul 10 BMO,28.61%,9.31M,85.92,"Apr 26, 2007",Yes / Yes,10.40% 1.07%,"

","7,497,330",2.07%,DAL,2026-06-23,SP500_FUNDAMENTALS
