Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Fetch_Date,Source_Index
Akamai Technologies Inc,Technology,Software - Infrastructure,USA,Large,S&P 500,51.87,2.97,2.24%,145.55M,4.61%,22.39B,21.57,7.14,-3.79%,142.13M,49.55%,27.33B,5.94,1.58,110.39%,12.80%,57.73%,435.18M,5.25,-5.92%,9.29%,3.26,72.17%,4.27B,4.57,6.59%,4.02%,18.19M,76.52%,33.73,24.06,3.63%,9.17%,165.45 -6.91%,102.83%,6.40,29.28,-1.97% -1.83%,4.18%,69.78 120.71%,68.41%,-,20.93,5.18% 5.64%,54.13%,4.38%,5.24%,35.27%,-,6.41,0.30%,13.76%,7.10,183.00%,-,1.99,6.15%,10.20%,66.27,2.07,- -,1.99,-13.09%,8.12%,0.60,159.77,0.00%,1.20,5.76%,28.50%,0.71,149.54,11000,1.12,May 07 AMC,62.20%,5.58M,154.01,"Oct 29, 1999",Yes / Yes,0.40% 0.09%,"

","3,978,361",2.99%,AKAM,2026-06-02,SP500_FUNDAMENTALS
Air Products & Chemicals Inc,Basic Materials,Specialty Chemicals,USA,Large,S&P 500,29.50,9.45,0.06%,222.68M,-3.65%,62.10B,19.52,14.29,-35.30%,222.55M,-7.05%,82.01B,2.19,3.34,94.57%,1.41%,0.89%,2.11B,4.98,9.77%,-2.90%,2.55,7.70%,12.46B,3.97,8.22%,5.25%,3.13M,12.90%,70.28,65.30,8.92%,13.94%,307.96 -9.44%,-0.01%,4.27,-,- -,6.29%,229.11 21.73%,2.09%,7.23 (2.59%),18.01,-1.77% 6.33%,31.97%,1.73%,2.06%,-7.82%,7.18 (2.57%),6.58,37.17%,24.02%,6.05,109.49%,"Jul 01, 2026",1.21,3.69%,16.91%,30.80,1.80,3.93% 6.63%,1.43,141.03%,-5.02%,0.75,335.42,-,1.17,8.77%,-5.27%,0.97,278.62,21300,1.14,Apr 30 BMO,1.50%,1.23M,278.89,"Nov 13, 1961",Yes / Yes,4.59% 3.32%,"

","1,253,433",0.10%,APD,2026-06-02,SP500_FUNDAMENTALS
Airbnb Inc,Consumer Cyclical,Travel Services,USA,Large,"NDX, S&P 500",33.96,4.06,33.16%,419.00M,4.17%,83.09B,22.78,6.05,-0.92%,396.72M,-1.77%,73.56B,1.08,1.26,58.82%,3.51%,3.46%,2.52B,6.54,27.14%,-1.04%,3.73,18.10%,12.71B,10.74,18.11%,9.70%,13.91M,1.58%,12.83,6.89,21.11%,32.33%,147.25 -6.37%,6.88%,20.02,18.30,13.17% -,24.89%,110.81 24.42%,22.92%,-,26.81,13.58% 29.50%,72.38%,3.10%,3.50%,-4.46%,-,5.79,2.35%,20.89%,4.61,-,-,1.44,13.18%,19.80%,55.31,2.15,- -,1.44,7.34%,1.73%,1.16,157.26,0.00%,0.33,17.87%,2.48%,1.16,133.31,8200,0.32,May 07 AMC,7.16%,3.73M,137.87,"Dec 10, 2020",Yes / Yes,-14.50% 2.34%,"

","4,351,963",3.42%,ABNB,2026-06-02,SP500_FUNDAMENTALS
Albemarle Corp,Basic Materials,Specialty Chemicals,USA,Large,S&P 500,-,-3.41,0.27%,117.89M,-0.26%,20.18B,14.05,12.18,-11.73%,117.61M,-13.00%,23.59B,-,3.07,95.04%,9.11%,-3.96%,-399.63M,3.67,1643.00%,1.24%,5.17,34.84%,5.49B,2.65,-0.05%,-1.45%,10.71M,20.99%,64.60,18.52,-,-2.34%,221.00 -22.57%,206.90%,9.24,34.96,- -,-1.98%,53.70 218.68%,-12.48%,1.62 (0.95%),21.81,-11.10% 10.45%,18.53%,3.55%,4.52%,-0.17%,1.62 (0.95%),4.29,69.44%,7.77%,8.95,114.77%,"Jun 12, 2026",1.21,7.87%,-7.27%,40.07,1.88,0.84% 1.02%,2.07,80748.28%,-7.51%,1.31,225.84,-,0.20,32.67%,-7.31%,1.05,176.42,7800,0.19,May 06 AMC,21.41%,2.07M,171.13,"Feb 22, 1994",Yes / Yes,147.03% 6.61%,"

","2,177,488",-3.00%,ALB,2026-06-02,SP500_FUNDAMENTALS
Alexandria Real Estate Equities Inc,Real Estate,REIT - Office,USA,Mid,S&P 500,-,-6.27,2.22%,170.71M,0.54%,8.47B,-,-0.19,1.38%,170.40M,20.04%,24.69B,-,0.14,95.83%,4.28%,-7.60%,-1.07B,2.88,121.97%,-0.49%,3.25,-9.22%,2.94B,0.53,-110.44%,-2.97%,7.29M,-0.63%,92.17,20.02,-,-6.43%,88.24 -44.89%,-30.72%,2.43,6.04,- -,-3.76%,39.41 23.40%,-56.60%,2.88 (5.92%),12.45,5.34% 9.93%,23.99%,2.92%,3.51%,-72.64%,4.08 (8.39%),8.40,-923.18%,22.76%,1.69,-48.74%,"Jun 30, 2026",1.44,-5.35%,-36.32%,56.48,2.94,-0.28% 1.99%,1.44,3188.68%,3.81%,1.20,51.14,-,0.83,-11.49%,5.79%,0.63,49.68,514,0.80,Apr 27 AMC,-16.39%,2.24M,48.63,"May 23, 1997",Yes / Yes,1094.75% -4.64%,"

","1,435,438",-2.11%,ARE,2026-06-02,SP500_FUNDAMENTALS
Align Technology Inc,Healthcare,Medical Instruments & Supplies,USA,Large,S&P 500,28.45,5.97,3.56%,71.62M,3.77%,12.16B,13.73,12.36,-0.31%,69.07M,-3.55%,11.21B,1.53,2.64,100.99%,7.12%,-10.18%,429.89M,2.97,8.24%,5.39%,4.29,15.31%,4.10B,2.93,8.66%,6.92%,4.92M,8.72%,57.94,11.47,8.99%,10.82%,208.30 -18.50%,-6.17%,14.80,20.83,7.03% -24.08%,10.16%,122.00 39.16%,-42.88%,-,12.21,2.61% 10.30%,70.40%,4.04%,3.68%,-71.39%,-,2.74,8.65%,17.85%,6.55,114.30%,-,1.28,2.89%,10.50%,50.65,1.89,- -,1.39,24.34%,2.58%,1.67,208.23,0.00%,0.03,6.21%,-2.40%,0.74,174.95,20290,0.02,Apr 29 AMC,7.31%,1.15M,169.77,"Jan 26, 2001",Yes / Yes,12.40% 1.84%,"

","856,499",-2.96%,ALGN,2026-06-02,SP500_FUNDAMENTALS
Alliant Energy Corp,Utilities,Utilities - Regulated Electric,USA,Large,S&P 500,21.87,3.18,0.17%,257.93M,-5.92%,17.97B,18.89,3.68,0.00%,257.85M,-5.26%,29.69B,2.43,0.69,93.49%,8.62%,-3.82%,821.00M,4.07,6.22%,2.67%,9.96,0.56%,4.42B,2.42,7.71%,3.44%,22.24M,7.01%,28.77,156.25,7.76%,11.31%,75.76 -8.17%,11.79%,0.45,-,4.79% 4.94%,4.45%,59.62 16.69%,36.65%,2.15 (3.09%),15.84,1.23% 5.01%,25.78%,1.81%,1.74%,22.07%,2.08 (3.00%),6.72,10.00%,23.01%,1.29,86.52%,"Apr 30, 2026",0.53,8.34%,18.58%,35.55,1.94,5.88% 5.96%,0.69,4.50%,-3.96%,0.55,79.32,64.61%,1.60,4.96%,-3.54%,0.98,71.61,2948,1.48,Apr 30 AMC,1.64%,2.23M,69.57,"Mar 30, 1976",Yes / Yes,3.34% 10.09%,"

","2,196,655",-2.85%,LNT,2026-06-02,SP500_FUNDAMENTALS
Allegion plc,Industrials,Security & Protection Services,Ireland,Large,S&P 500,17.78,7.32,0.31%,85.94M,-0.18%,11.19B,13.64,9.55,-1.26%,85.67M,-5.30%,13.10B,1.60,2.21,100.67%,4.19%,-19.88%,633.70M,2.69,7.69%,2.91%,3.70,-21.41%,4.16B,5.32,8.92%,12.83%,3.59M,-18.23%,24.45,36.22,8.54%,34.18%,183.11 -28.90%,-8.76%,3.59,15.89,12.75% 16.90%,14.81%,125.00 4.16%,24.28%,2.13 (1.64%),13.18,7.52% 8.38%,44.97%,2.24%,2.41%,-6.57%,2.08 (1.60%),3.15,2.90%,20.64%,3.41,90.94%,"Jun 15, 2026",1.19,8.87%,15.24%,41.65,2.25,7.55% 9.77%,1.91,-6.70%,-0.68%,0.87,165.55,27.44%,1.06,9.74%,-6.00%,0.79,130.07,13300,1.04,Apr 28 BMO,-18.27%,971.80K,130.20,"Nov 18, 2013",Yes / Yes,-5.04% 0.70%,"

","771,315",0.10%,ALLE,2026-06-02,SP500_FUNDAMENTALS
Allstate Corp,Financial,Insurance - Property & Casualty,USA,Large,S&P 500,4.57,45.33,0.51%,258.00M,-4.34%,53.34B,7.93,26.13,-13.69%,256.11M,-4.63%,-,-,4.62,84.46%,2.94%,-2.61%,12.03B,0.78,-14.89%,0.81%,5.05,-3.11%,68.17B,1.81,-11.85%,11.01%,7.53M,-0.45%,114.75,-,-9.94%,45.26%,227.62 -8.97%,-1.27%,-,4.63,- 17.07%,31.06%,188.08 10.17%,89.75%,4.31 (2.08%),-,9.60% 10.06%,-,2.26%,2.29%,50.13%,4.16 (2.01%),-,209.62%,21.11%,5.03,207.25%,"Jun 01, 2026",-,4.40%,17.64%,39.66,2.17,5.57% 13.12%,0.41,339.11%,-3.69%,0.19,243.36,10.51%,0.24,2.97%,-2.72%,1.16,206.09,53300,0.24,Apr 29 AMC,0.15%,1.49M,207.21,"Jun 03, 1993",Yes / Yes,45.68% -2.93%,"

","1,753,248",0.54%,ALL,2026-06-02,SP500_FUNDAMENTALS
Alphabet Inc,Communication Services,Internet Content & Information,USA,Mega,"NDX, S&P 500",28.71,13.11,52.10%,5.82B,-1.72%,4539.46B,25.58,14.71,-0.04%,5.80B,-2.19%,4507.32B,1.52,2.88,38.92%,1.42%,22.79%,160.21B,10.73,31.54%,0.00%,2.90,17.63%,423.17B,9.53,3.49%,27.17%,82.14M,20.25%,39.51,35.79,16.83%,38.88%,408.61 -7.89%,119.15%,10.52,70.46,33.35% 29.82%,28.04%,162.00 132.33%,204.21%,0.86 (0.23%),27.22,12.78% 17.18%,60.43%,1.74%,2.18%,216.12%,0.84 (0.22%),10.65,46.22%,33.63%,9.31,905.72%,"Jun 08, 2026",1.92,17.77%,37.86%,49.77,1.38,- -,1.92,81.96%,-3.66%,1.24,433.71,7.68%,0.20,22.34%,7.85%,0.89,380.34,190820,0.19,Apr 29 AMC,25.13%,28.30M,376.37,"Aug 19, 2004",Yes / Yes,90.52% 2.73%,"

","28,667,666",-1.04%,GOOGL,2026-06-02,SP500_FUNDAMENTALS
Alphabet Inc,Communication Services,Internet Content & Information,USA,Mega,"NDX, S&P 500",28.42,13.11,58.17%,5.46B,-1.79%,4539.46B,25.32,14.71,-0.03%,5.07B,-2.45%,4507.32B,1.51,2.88,27.29%,0.86%,21.62%,160.21B,10.73,31.49%,0.00%,2.26,16.33%,423.17B,9.43,3.52%,27.17%,43.54M,18.73%,39.51,35.79,16.81%,38.88%,404.47 -7.88%,115.55%,10.41,70.46,33.35% 29.82%,28.04%,163.33 128.11%,199.57%,0.86 (0.23%),27.22,12.78% 17.18%,60.43%,1.85%,2.19%,206.67%,0.84 (0.23%),10.65,46.22%,33.63%,9.17,915.00%,"Jun 08, 2026",1.92,17.77%,37.86%,49.34,1.38,- -,1.92,81.96%,-3.75%,1.23,433.49,7.68%,0.20,22.34%,7.56%,0.87,376.43,190820,0.19,Apr 29 AMC,23.98%,19.23M,372.58,"Mar 27, 2014",Yes / Yes,90.44% 2.74%,"

","19,085,460",-1.02%,GOOG,2026-06-02,SP500_FUNDAMENTALS
Altria Group Inc,Consumer Defensive,Tobacco,USA,Large,S&P 500,14.35,4.78,0.15%,1.67B,-7.10%,114.64B,11.67,5.88,-1.41%,1.67B,-5.51%,135.75B,2.77,1.49,63.03%,3.09%,-0.06%,8.03B,5.62,4.82%,-1.18%,5.49,16.97%,20.40B,-,3.54%,22.84%,51.60M,19.06%,-1.92,32.42,4.22%,-,74.56 -7.93%,13.27%,2.12,13.29,8.89% 11.40%,38.52%,54.70 25.50%,53.99%,4.34 (6.31%),9.66,-0.93% -0.71%,79.39%,2.24%,1.94%,39.08%,4.20 (6.12%),6.66,-19.96%,67.63%,1.50,6.68%,"Jun 15, 2026",0.48,0.75%,39.38%,41.85,2.87,4.17% 4.12%,0.62,105.23%,-4.15%,0.50,70.20,101.07%,-,5.29%,0.28%,0.76,69.58,5900,-,Apr 30 BMO,6.68%,9.41M,68.65,"Mar 15, 1923",Yes / Yes,5.91% 3.94%,"

","7,182,304",-1.34%,MO,2026-06-02,SP500_FUNDAMENTALS
Amazon.com Inc,Consumer Cyclical,Internet Retail,USA,Mega,"DJIA, NDX, S&P 500",31.22,8.37,8.95%,10.75B,-1.90%,2810.40B,25.96,10.06,-0.03%,9.79B,-1.43%,2891.29B,1.20,1.81,66.69%,1.06%,25.37%,90.80B,3.78,22.63%,0.00%,2.32,14.01%,742.78B,6.36,14.44%,11.64%,104.28M,13.19%,41.09,19.25,21.61%,24.28%,278.56 -6.21%,27.44%,13.57,-,- 27.96%,13.93%,196.00 33.30%,112.80%,-,18.00,11.73% 13.18%,50.60%,2.42%,2.31%,62.34%,-,3.89,35.55%,12.14%,6.87,626.29%,-,1.01,14.22%,12.22%,48.95,1.24,- -,1.18,75.33%,-2.66%,1.45,317.42,0.00%,0.51,16.61%,5.47%,1.18,270.64,1576000,0.47,Apr 29 AMC,12.76%,45.02M,261.26,"May 15, 1997",Yes / Yes,70.21% 2.39%,"

","53,597,340",-3.47%,AMZN,2026-06-02,SP500_FUNDAMENTALS
Amcor Plc,Consumer Cyclical,Packaging & Containers,Switzerland,Large,S&P 500,26.00,1.45,0.27%,462.10M,-1.69%,17.44B,8.71,4.33,9.75%,461.08M,-0.81%,32.57B,0.94,1.19,78.52%,6.78%,-21.64%,678.00M,0.79,11.84%,5.88%,5.88,-12.46%,22.19B,1.50,8.76%,2.44%,31.28M,-9.52%,25.21,10.99,9.28%,8.75%,50.94 -25.93%,-17.17%,3.43,23.38,-15.45% -3.49%,2.45%,36.25 4.08%,-22.37%,2.56 (6.80%),10.17,1.05% 3.78%,16.71%,2.24%,2.79%,-36.53%,2.59 (6.86%),1.47,-48.00%,7.99%,1.24,-,"May 28, 2026",0.95,64.83%,3.06%,43.68,1.74,2.05% 1.74%,1.44,-11.55%,-2.25%,0.64,49.61,158.52%,1.43,77.44%,-4.11%,0.68,38.82,77000,1.38,May 06 BMO,-9.86%,5.32M,37.73,"Jun 11, 2019",Yes / Yes,0.33% 3.53%,"

","3,750,536",-2.81%,AMCR,2026-06-02,SP500_FUNDAMENTALS
Ameren Corp,Utilities,Utilities - Regulated Electric,USA,Large,S&P 500,18.88,5.57,0.37%,276.70M,-5.57%,29.08B,18.10,5.81,-5.40%,275.73M,-7.53%,50.43B,2.34,1.07,84.99%,3.56%,-6.92%,1.52B,3.28,6.90%,0.17%,5.69,-0.88%,8.88B,2.15,7.98%,3.19%,9.82M,5.24%,48.99,334.30,7.75%,11.83%,115.58 -9.08%,8.47%,0.31,-,8.93% 8.84%,4.68%,93.50 12.40%,30.77%,3.02 (2.87%),13.31,3.41% 8.72%,30.55%,1.63%,1.74%,24.84%,2.88 (2.74%),5.68,23.95%,23.97%,2.00,112.60%,"Jun 09, 2026",0.44,12.32%,17.17%,35.20,1.89,6.37% 7.26%,0.62,20.43%,-3.87%,0.49,121.77,53.09%,1.57,3.77%,-4.69%,0.92,107.97,8913,1.40,May 05 AMC,-0.16%,1.73M,105.09,"Jan 02, 1998",Yes / Yes,8.30% -3.03%,"

","1,589,893",-2.67%,AEE,2026-06-02,SP500_FUNDAMENTALS
