Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Fetch_Date,Source_Index
CSX Corp,Industrials,Railroads,USA,Large,"NDX, S&P 500",28.05,1.63,0.17%,1.86B,0.75%,85.21B,21.17,2.17,-4.91%,1.85B,0.95%,103.45B,1.57,0.49,79.04%,1.82%,6.23%,3.05B,6.02,18.59%,0.63%,2.61,29.92%,14.15B,6.28,13.43%,6.98%,33.72M,26.51%,7.31,76.84,13.51%,23.69%,47.17 -2.79%,45.17%,0.60,44.76,-7.45% 5.15%,9.47%,30.85 48.65%,46.14%,0.55 (1.20%),15.76,-1.74% 5.89%,34.59%,2.46%,1.92%,37.17%,0.54 (1.18%),7.31,-2.64%,34.59%,0.94,424.71%,"May 29, 2026",0.83,-0.92%,21.55%,55.16,2.08,9.14% 8.24%,0.97,26.95%,0.77%,1.22,46.31,33.71%,1.42,1.72%,5.23%,1.16,45.26,23000,1.37,Apr 22 AMC,19.82%,12.94M,45.86,"Nov 03, 1980",Yes / Yes,10.54% -0.18%,"

","15,172,034",1.33%,CSX,2026-06-02,SP500_FUNDAMENTALS
Cummins Inc,Industrials,Specialty Industrial Machinery,USA,Large,S&P 500,33.40,19.27,0.33%,137.99M,0.62%,88.80B,19.18,33.55,-9.68%,137.53M,-4.10%,94.87B,1.09,7.26,86.82%,1.26%,10.88%,2.67B,2.62,21.79%,-1.28%,1.97,29.45%,33.89B,7.19,15.75%,7.98%,1.73M,26.07%,89.51,27.91,17.61%,22.97%,718.08 -10.39%,100.17%,23.06,33.24,10.68% 11.29%,13.71%,307.90 108.99%,211.08%,8.18 (1.27%),18.93,6.25% 11.19%,25.09%,3.07%,3.24%,145.84%,8.00 (1.24%),2.80,-4.25%,11.49%,22.84,463.83%,"May 22, 2026",1.11,0.06%,7.89%,45.73,2.04,8.15% 7.67%,1.71,-20.92%,-4.81%,1.24,762.72,37.27%,0.67,2.74%,2.40%,0.89,646.63,67400,0.58,May 05 BMO,22.57%,877.22K,643.50,"Sep 10, 1964",Yes / Yes,9.25% 0.38%,"

","907,290",-0.48%,CMI,2026-06-02,SP500_FUNDAMENTALS
Danaher Corp,Healthcare,Diagnostics & Research,USA,Large,S&P 500,34.76,5.17,8.88%,707.70M,4.58%,127.31B,19.76,9.10,-0.00%,644.95M,0.51%,141.30B,2.32,1.83,83.44%,1.30%,-12.68%,3.69B,5.14,8.20%,-0.98%,1.86,-21.27%,24.78B,2.40,7.84%,4.52%,8.40M,-21.43%,74.82,22.33,8.50%,7.08%,242.80 -25.92%,-5.28%,8.05,24.06,-19.39% 0.65%,5.23%,160.93 11.77%,-12.79%,1.40 (0.78%),18.10,-2.67% 1.97%,61.14%,2.75%,2.85%,-17.25%,1.36 (0.76%),5.70,0.05%,21.49%,5.08,171.43%,"Jun 26, 2026",1.52,4.02%,14.89%,55.89,1.36,8.58% 12.20%,1.87,9.32%,4.82%,0.81,245.95,25.36%,0.37,3.66%,-0.94%,0.81,182.67,60000,0.33,Apr 21 BMO,-12.66%,4.52M,179.87,"Dec 10, 1969",Yes / Yes,6.44% -0.51%,"

","3,652,710",-1.53%,DHR,2026-06-02,SP500_FUNDAMENTALS
CVS Health Corp,Healthcare,Healthcare Plans,USA,Large,S&P 500,39.79,2.28,0.16%,1.28B,-2.83%,115.62B,10.82,8.38,-62.77%,1.27B,8.80%,182.33B,0.86,1.83,89.28%,1.53%,10.97%,2.93B,0.28,9.55%,-1.32%,2.45,13.47%,407.94B,1.49,13.28%,1.15%,19.52M,14.19%,60.85,9.79,12.61%,3.80%,98.43 -7.93%,41.51%,9.26,15.64,-24.70% -23.94%,1.94%,58.50 54.91%,31.56%,2.69 (2.97%),10.21,7.60% 8.40%,13.88%,2.45%,2.52%,5.53%,2.66 (2.94%),0.45,-45.09%,3.26%,2.29,-6.17%,"Apr 23, 2026",0.66,7.68%,0.72%,54.60,1.52,5.74% 5.87%,0.87,63.49%,-1.14%,0.62,101.50,191.23%,1.01,6.17%,9.99%,0.64,90.98,300000,0.95,May 06 BMO,15.42%,7.97M,90.62,"Oct 01, 1952",Yes / Yes,17.70% 5.72%,"

","5,153,847",-0.40%,CVS,2026-06-02,SP500_FUNDAMENTALS
Darden Restaurants Inc,Consumer Cyclical,Restaurants,USA,Large,S&P 500,21.36,9.45,0.31%,114.70M,-0.79%,23.13B,17.72,11.40,-9.91%,114.18M,0.67%,31.00B,1.86,3.63,98.18%,4.80%,-3.79%,1.11B,1.81,11.29%,-1.52%,4.20,12.17%,12.76B,11.01,7.23%,8.72%,5.48M,9.72%,18.34,93.06,9.54%,51.54%,228.27 -11.55%,-5.74%,2.17,23.01,6.27% -,11.39%,169.00 19.47%,24.84%,6.01 (2.98%),15.06,7.84% 9.12%,17.20%,2.10%,2.75%,47.03%,6.00 (2.97%),2.43,6.66%,11.82%,5.31,199.44%,"Apr 10, 2026",0.25,8.51%,8.66%,54.83,2.00,8.37% 16.23%,0.39,-3.33%,2.04%,0.59,228.12,63.17%,3.86,5.93%,2.20%,0.77,203.91,197924,3.61,Jun 25 BMO,3.00%,1.31M,201.91,"May 09, 1995",Yes / Yes,0.22% 0.32%,"

","1,020,924",-0.98%,DRI,2026-06-02,SP500_FUNDAMENTALS
DaVita Inc,Healthcare,Medical Care Facilities,USA,Large,S&P 500,18.22,10.42,2.02%,66.19M,-4.39%,12.19B,11.16,17.01,-69.59%,62.91M,22.35%,26.46B,0.57,3.81,96.42%,9.03%,23.27%,756.42M,0.88,36.38%,-3.88%,6.51,58.04%,13.84B,-,15.68%,4.37%,5.68M,67.07%,-11.41,16.28,19.63%,635.30%,202.69 -6.35%,39.30%,11.66,8.16,18.56% 8.29%,6.35%,101.00 87.93%,100.41%,1.67 (0.88%),9.56,5.53% 3.39%,27.27%,2.34%,3.62%,58.36%,-,1.91,2.79%,14.82%,5.66,144.82%,-,1.37,6.68%,5.47%,56.58,2.80,- -,1.42,43.08%,-1.39%,0.91,200.00,0.00%,-,5.96%,13.24%,1.10,194.36,78000,-,May 05 AMC,37.34%,873.06K,189.81,"Oct 31, 1995",Yes / Yes,23.18% 1.76%,"

","966,227",-2.34%,DVA,2026-06-02,SP500_FUNDAMENTALS
Datadog Inc,Technology,Software - Application,USA,Large,"NDX, S&P 500",740.57,0.37,9.20%,330.57M,24.82%,98.78B,98.03,2.83,-4.65%,323.29M,109.92%,95.30B,5.06,0.58,81.52%,4.83%,149.74%,135.67M,26.90,18.26%,0.39%,2.84,75.18%,3.67B,24.76,16.75%,2.09%,15.61M,104.05%,11.21,20.76,19.39%,3.93%,249.81 11.08%,135.40%,13.37,93.09,- -,2.59%,98.01 183.12%,192.13%,-,860.98,26.95% 41.53%,79.86%,6.68%,5.48%,202.01%,-,25.95,-21.11%,-0.65%,12.19,-,-,3.35,29.54%,3.69%,91.05,1.40,- -,3.35,115.46%,34.85%,1.55,227.55,0.00%,0.32,32.15%,77.82%,2.05,247.35,8100,0.31,May 07 BMO,91.88%,5.49M,277.49,"Sep 19, 2019",Yes / Yes,18.16% 4.82%,"

","11,185,921",12.19%,DDOG,2026-06-02,SP500_FUNDAMENTALS
Deckers Outdoor Corp,Consumer Cyclical,Footwear & Accessories,USA,Large,S&P 500,15.74,7.04,1.04%,139.98M,3.89%,15.39B,13.35,8.30,-0.63%,137.44M,8.43%,13.86B,1.26,0.87,99.17%,3.50%,-3.22%,1.02B,2.82,6.62%,-3.22%,2.32,27.10%,5.45B,6.21,10.93%,27.70%,4.81M,6.90%,17.86,8.07,10.63%,40.86%,126.50 -12.40%,5.02%,13.73,14.03,29.58% 25.63%,36.69%,78.91 40.44%,42.99%,-,10.47,14.55% 16.45%,56.14%,3.58%,3.62%,94.51%,-,2.54,10.89%,22.83%,3.96,1137.06%,-,2.94,9.35%,18.77%,60.95,2.29,- -,3.54,-4.02%,8.73%,1.15,127.21,0.00%,0.15,8.68%,7.41%,0.83,113.85,6000,0.12,May 21 AMC,7.38%,2.08M,110.82,"Oct 15, 1993",Yes / Yes,15.52% 3.10%,"

","1,739,225",-2.66%,DECK,2026-06-02,SP500_FUNDAMENTALS
Dell Technologies Inc,Technology,Computer Hardware,USA,Mega,S&P 500,37.03,12.58,53.84%,652.42M,57.85%,304.00B,21.61,21.57,-1.88%,301.14M,123.00%,323.59B,0.61,4.70,39.52%,7.11%,203.46%,8.41B,2.27,74.24%,-2.23%,2.44,249.66%,134.18B,-,20.17%,8.33%,21.40M,270.16%,-3.79,26.26,35.43%,-,429.15 8.58%,318.77%,17.75,32.20,38.83% 15.51%,37.87%,106.38 338.01%,924.99%,2.48 (0.53%),27.09,3.84% 5.56%,20.86%,5.97%,6.13%,794.32%,2.21 (0.47%),2.41,39.59%,8.40%,24.16,-,"Apr 21, 2026",0.74,38.86%,6.27%,91.27,1.83,16.74% -,0.95,281.20%,70.81%,1.30,494.75,24.20%,-,87.47%,109.85%,2.37,420.91,97000,-,May 28 AMC,198.91%,8.77M,465.96,"Aug 17, 2016",Yes / Yes,64.09% 22.66%,"

","20,849,202",10.70%,DELL,2026-06-02,SP500_FUNDAMENTALS
Deere & Co,Industrials,Farm & Heavy Construction Machinery,USA,Large,S&P 500,30.74,17.65,7.44%,269.94M,2.51%,146.42B,23.85,22.75,-0.27%,249.86M,-8.04%,201.30B,1.71,4.73,74.54%,2.18%,-14.02%,4.78B,3.09,-2.47%,-1.11%,4.29,15.44%,47.38B,5.34,26.07%,4.48%,5.45M,16.51%,101.53,15.69,13.95%,18.51%,674.19 -19.54%,7.14%,34.58,38.86,-7.37% 16.32%,6.87%,433.00 25.27%,53.85%,6.69 (1.23%),16.78,-4.57% 5.13%,36.85%,2.31%,2.51%,48.77%,6.48 (1.19%),4.25,-14.68%,20.45%,15.37,554.87%,"Jun 30, 2026",0.55,3.98%,10.09%,40.75,2.08,14.12% 16.34%,0.79,-1.35%,-3.33%,0.93,647.47,35.02%,2.34,4.79%,-5.28%,1.76,542.18,73100,1.54,May 21 BMO,4.04%,1.27M,542.43,"Jun 29, 1933",Yes / Yes,14.95% 1.97%,"

","2,214,322",0.05%,DE,2026-06-02,SP500_FUNDAMENTALS
Delta Air Lines Inc,Industrials,Airlines,USA,Large,S&P 500,11.90,6.85,0.53%,656.99M,7.00%,53.53B,10.08,8.08,-26.19%,653.57M,19.83%,68.63B,0.59,1.51,89.13%,3.92%,26.80%,4.48B,0.82,-5.93%,-1.34%,2.24,26.76%,65.18B,2.63,47.68%,5.53%,25.59M,17.39%,31.01,10.30,17.01%,25.00%,83.83 -2.82%,68.36%,7.91,13.65,54.97% -,12.18%,45.28 79.92%,123.94%,0.72 (0.88%),8.34,7.80% 29.96%,16.93%,2.81%,3.20%,70.80%,0.75 (0.92%),1.05,20.93%,8.83%,2.75,87.24%,"May 14, 2026",0.36,5.24%,6.87%,70.12,1.37,- 11.20%,0.42,-220.40%,9.69%,1.31,83.62,8.82%,1.00,12.92%,15.79%,0.64,82.48,100000,0.80,Apr 08 BMO,24.65%,11.42M,81.47,"Apr 26, 2007",Yes / Yes,10.40% 1.07%,"

","7,337,019",-1.22%,DAL,2026-06-02,SP500_FUNDAMENTALS
Devon Energy Corp,Energy,Oil & Gas E&P,USA,Large,S&P 500,12.85,3.60,3.11%,1.15B,-1.93%,53.41B,8.40,5.52,-0.26%,1.12B,-9.85%,60.29B,0.56,1.63,47.10%,2.47%,3.03%,2.27B,3.17,44.57%,4.15%,1.73,27.23%,16.86B,1.86,-2.68%,7.15%,27.58M,26.43%,24.84,29.43,14.99%,15.13%,52.71 -12.14%,53.04%,1.57,21.70,-22.95% -,9.85%,30.24 53.14%,3.25%,1.19 (2.58%),8.56,-4.76% 31.53%,23.26%,3.01%,3.04%,75.05%,0.96 (2.07%),3.58,-18.06%,20.48%,1.64,50.50%,"Jun 15, 2026",0.94,1.96%,13.45%,46.98,1.50,-42.95% 17.98%,1.01,-74.64%,-1.82%,0.40,61.60,23.00%,0.56,3.06%,-3.52%,1.18,44.49,2200,0.49,May 05 AMC,15.79%,15.93M,46.31,"Mar 17, 1992",Yes / Yes,-2.26% -12.25%,"

","18,765,050",4.09%,DVN,2026-06-02,SP500_FUNDAMENTALS
Dexcom Inc,Healthcare,Medical Devices,USA,Large,"NDX, S&P 500",32.02,2.34,1.66%,385.90M,3.84%,28.89B,24.34,3.08,-0.53%,379.13M,25.73%,27.86B,1.18,0.61,97.65%,4.63%,1.48%,930.40M,6.00,23.79%,-0.48%,3.37,19.73%,4.82B,9.77,18.90%,13.90%,17.56M,12.81%,7.66,11.96,20.54%,35.62%,89.98 -16.79%,-12.74%,6.26,20.21,37.83% 10.55%,21.53%,54.11 38.37%,-37.39%,-,21.56,17.01% 19.33%,62.64%,3.96%,4.10%,-18.10%,-,5.78,76.15%,21.45%,2.69,362.52%,-,1.64,16.15%,19.31%,71.16,1.39,- -,1.95,92.21%,14.25%,1.44,83.46,0.00%,0.47,15.05%,16.86%,1.18,73.74,11100,0.46,Apr 30 AMC,10.42%,5.22M,74.87,"Apr 14, 2005",Yes / Yes,20.27% 1.47%,"

","6,137,728",1.53%,DXCM,2026-06-02,SP500_FUNDAMENTALS
Diamondback Energy Inc,Energy,Oil & Gas E&P,USA,Large,"NDX, S&P 500",224.41,0.89,30.60%,281.31M,-0.84%,55.99B,11.54,17.24,-17.57%,195.25M,-3.21%,75.88B,1.28,6.06,67.27%,5.46%,11.21%,279.00M,3.68,49.42%,7.10%,3.35,33.30%,15.22B,1.54,-13.68%,0.40%,10.66M,32.40%,129.65,318.12,8.99%,0.74%,214.51 -7.22%,47.92%,0.63,11.87,-38.48% -,0.56%,133.75 48.81%,61.80%,4.34 (2.18%),7.67,15.93% 39.81%,33.38%,2.80%,2.84%,154.11%,4.15 (2.09%),4.99,-94.57%,30.63%,6.27,140.45%,"May 14, 2026",0.55,18.09%,1.83%,51.90,1.56,-23.57% 21.67%,0.56,-98.39%,-0.12%,0.40,233.70,69.83%,0.38,4.74%,1.55%,0.56,191.48,1762,0.36,May 04 AMC,21.71%,3.18M,199.03,"Oct 12, 2012",Yes / Yes,13.18% 10.57%,"

","1,819,145",3.94%,FANG,2026-06-02,SP500_FUNDAMENTALS
Digital Realty Trust Inc,Real Estate,REIT - Specialty,USA,Large,S&P 500,48.93,3.78,0.05%,351.41M,-3.66%,65.01B,82.15,2.25,0.00%,351.24M,-7.93%,84.56B,-,0.49,99.65%,2.03%,3.53%,1.34B,10.13,-41.71%,-0.84%,3.55,16.42%,6.42B,2.85,7.91%,2.93%,7.14M,19.58%,64.88,26.79,-9.22%,6.17%,208.14 -11.12%,7.86%,6.91,-,47.54% 28.98%,3.30%,146.23 26.51%,76.56%,4.90 (2.65%),28.21,9.22% 9.38%,25.66%,1.70%,1.91%,20.80%,4.88 (2.64%),13.18,234.59%,16.31%,3.95,93.53%,"Jun 15, 2026",6.91,13.97%,20.83%,37.90,1.65,0.00% 1.73%,6.91,67.62%,-4.01%,1.05,219.17,136.30%,0.82,16.16%,-2.93%,0.88,190.00,4282,0.79,Apr 23 AMC,6.85%,2.01M,185.00,"Oct 29, 2004",Yes / Yes,4.19% 2.10%,"

","1,815,593",-2.63%,DLR,2026-06-02,SP500_FUNDAMENTALS
Dollar General Corp,Consumer Defensive,Discount Stores,USA,Large,S&P 500,16.05,6.85,0.77%,220.22M,4.05%,24.21B,13.90,7.91,-3.59%,218.52M,-5.13%,38.79B,1.60,1.89,100.91%,3.77%,-27.97%,1.51B,0.57,5.58%,1.30%,2.31,1.07%,42.72B,2.84,9.33%,4.87%,8.23M,-17.20%,38.65,21.26,8.67%,18.99%,158.23 -30.53%,13.04%,5.17,10.12,-13.76% -8.39%,6.67%,95.11 15.58%,-32.08%,2.35 (2.14%),11.94,4.13% 4.83%,28.21%,3.58%,3.82%,-45.42%,2.36 (2.15%),0.91,34.26%,5.16%,4.25,21.15%,"Apr 07, 2026",0.22,5.20%,3.54%,48.75,2.53,2.37% 10.38%,1.13,121.61%,1.89%,0.26,137.52,34.46%,1.85,5.89%,-4.65%,1.96,110.61,194000,1.66,Jun 02 BMO,-9.15%,3.57M,109.93,"Nov 13, 2009",Yes / Yes,16.37% 0.92%,"

","7,146,521",-0.61%,DG,2026-06-02,SP500_FUNDAMENTALS
Dollar Tree Inc,Consumer Defensive,Discount Stores,USA,Large,S&P 500,17.40,6.40,0.28%,193.39M,17.24%,21.40B,14.58,7.64,-0.44%,191.64M,14.66%,27.98B,1.08,1.08,112.26%,6.84%,-7.12%,1.29B,1.08,20.63%,-2.86%,3.51,1.46%,19.75B,6.14,10.11%,7.84%,13.10M,-9.48%,18.13,21.24,13.45%,33.98%,142.40 -21.80%,23.37%,5.24,13.73,-4.81% 1.91%,12.74%,84.71 31.45%,-14.06%,-,11.96,-11.84% -5.32%,36.71%,5.29%,4.47%,12.61%,-,1.42,146.27%,8.44%,5.22,22.62%,-,0.39,-19.68%,6.51%,64.72,2.72,- -,1.16,9.59%,16.17%,0.66,125.00,0.00%,2.17,7.24%,10.73%,1.42,116.44,153032,1.88,May 28 BMO,1.76%,3.73M,111.35,"Mar 07, 1995",Yes / Yes,13.41% 0.31%,"

","5,335,668",-4.37%,DLTR,2026-06-02,SP500_FUNDAMENTALS
Dominion Energy Inc,Utilities,Utilities - Regulated Electric,USA,Large,S&P 500,19.11,3.38,0.14%,879.00M,-4.52%,56.83B,16.95,3.81,0.00%,878.24M,0.17%,113.66B,2.86,0.84,81.00%,3.24%,2.47%,2.91B,3.20,4.91%,-2.77%,4.79,3.31%,17.76B,2.02,6.25%,2.66%,28.48M,10.27%,32.03,116.68,5.92%,10.50%,68.97 -6.32%,14.01%,0.55,-,32.38% -,3.98%,53.36 21.08%,31.80%,2.67 (4.13%),15.28,4.48% 3.41%,53.10%,1.79%,1.97%,-14.48%,2.67 (4.14%),6.40,27.09%,28.18%,1.52,-9.86%,"May 29, 2026",0.61,19.15%,16.39%,48.52,2.89,0.00% -5.00%,0.78,-6.98%,-0.35%,0.64,68.91,77.31%,1.78,25.01%,2.13%,1.08,66.94,15200,1.55,May 01 BMO,5.19%,5.94M,64.61,"May 20, 1983",Yes / Yes,5.31% 13.29%,"

","6,493,694",-3.48%,D,2026-06-02,SP500_FUNDAMENTALS
Dominos Pizza Inc,Consumer Cyclical,Restaurants,USA,Large,S&P 500,18.06,17.37,0.61%,33.50M,-0.89%,10.44B,14.97,20.95,-5.81%,33.06M,-7.57%,15.07B,1.66,4.26,116.75%,10.41%,-21.84%,591.86M,2.10,9.37%,8.80%,3.57,-24.51%,4.98B,-,9.05%,31.80%,3.44M,-24.74%,-116.61,20.90,9.03%,-,496.00 -36.75%,-33.79%,15.01,15.95,11.94% 7.23%,50.50%,297.48 5.46%,5.74%,7.80 (2.49%),14.31,2.88% 3.71%,40.07%,2.24%,2.98%,-25.84%,7.21 (2.30%),3.03,-0.62%,19.36%,9.12,158.41%,"Jun 15, 2026",1.49,5.17%,11.89%,39.57,2.09,16.52% 17.41%,1.60,-4.53%,-0.53%,0.97,408.03,39.60%,-,3.47%,-8.61%,0.72,310.58,10200,-,Apr 27 BMO,-21.36%,965.49K,313.71,"Jul 13, 2004",Yes / Yes,-3.24% -1.05%,"

","706,971",1.01%,DPZ,2026-06-02,SP500_FUNDAMENTALS
DoorDash Inc,Consumer Cyclical,Internet Retail,USA,Large,"NDX, S&P 500",78.49,2.10,14.45%,411.55M,2.83%,71.80B,36.84,4.47,-0.92%,372.77M,-2.29%,69.26B,0.76,0.46,75.95%,3.97%,-6.59%,926.00M,4.88,20.39%,-2.24%,3.32,-15.92%,14.72B,7.04,74.45%,5.56%,14.81M,-27.24%,23.39,12.31,48.64%,9.96%,285.50 -42.28%,-21.03%,13.39,40.98,- -,6.92%,143.30 14.99%,143.87%,-,39.69,27.73% 36.58%,45.02%,4.90%,5.10%,10.39%,-,4.71,167.38%,5.98%,7.93,-,-,1.41,30.96%,6.29%,52.62,1.47,- -,1.41,-6.12%,2.78%,1.81,248.55,0.00%,0.32,33.11%,1.12%,1.00,159.29,31400,0.31,May 06 AMC,-20.82%,4.46M,164.78,"Dec 09, 2020",Yes / Yes,15.77% -2.78%,"

","4,513,000",3.45%,DASH,2026-06-02,SP500_FUNDAMENTALS
Dover Corp,Industrials,Specialty Industrial Machinery,USA,Large,S&P 500,25.86,8.03,0.60%,134.66M,-1.12%,27.95B,17.81,11.65,-9.53%,133.85M,-8.33%,29.60B,1.94,2.72,93.35%,2.32%,-8.33%,1.10B,3.38,10.89%,1.66%,3.05,11.47%,8.28B,3.73,9.34%,8.39%,3.10M,6.30%,55.62,17.02,9.18%,15.00%,237.54 -12.63%,16.76%,12.19,24.61,2.29% 11.05%,10.92%,158.97 30.55%,53.67%,2.11 (1.02%),15.81,-1.66% 3.90%,40.04%,1.81%,1.95%,37.33%,2.08 (1.00%),3.57,-51.73%,17.91%,4.98,283.87%,"May 29, 2026",1.32,4.05%,13.30%,40.01,2.00,0.99% 1.00%,1.87,5.09%,-3.38%,1.17,253.72,26.07%,0.44,10.05%,-3.72%,0.66,211.36,24000,0.35,Apr 23 BMO,4.89%,1.02M,207.54,"Dec 03, 1956",Yes / Yes,0.62% 2.51%,"

","673,626",-1.81%,DOV,2026-06-02,SP500_FUNDAMENTALS
Dow Inc,Basic Materials,Chemicals,USA,Large,S&P 500,-,-3.99,0.28%,720.74M,-3.67%,25.00B,13.83,2.51,0.00%,718.74M,-14.32%,41.50B,-,1.19,73.33%,3.06%,13.37%,-2.86B,0.64,433.60%,2.61%,1.55,45.09%,39.33B,1.64,-20.01%,-4.88%,21.98M,48.37%,21.16,5.38,-,-17.85%,42.74 -18.83%,25.05%,6.44,-,- -,-8.50%,20.40 70.03%,-29.20%,1.40 (4.03%),13.83,-11.11% 0.73%,5.98%,3.19%,3.34%,-50.73%,1.40 (4.04%),1.06,-1093.11%,0.41%,1.50,-,"May 29, 2026",1.20,-7.74%,-7.27%,38.14,2.22,-9.14% -5.59%,1.85,-69.17%,-7.01%,0.40,42.82,-,1.29,-6.11%,-9.76%,0.73,33.75,34600,1.21,Apr 23 BMO,19.56%,14.22M,34.69,"Mar 20, 2019",Yes / Yes,51.94% 1.43%,"

","10,533,943",2.79%,DOW,2026-06-02,SP500_FUNDAMENTALS
DTE Energy Co,Utilities,Utilities - Regulated Electric,USA,Large,S&P 500,22.98,6.08,0.44%,208.03M,-3.76%,29.09B,16.78,8.34,-0.11%,207.12M,-7.82%,55.79B,2.37,1.52,80.76%,2.60%,-5.30%,1.26B,1.79,4.86%,2.27%,3.95,2.23%,16.29B,2.36,8.00%,2.41%,5.38M,8.41%,59.24,104.64,7.09%,10.41%,154.63 -9.57%,2.33%,1.34,-,8.55% -0.08%,3.34%,126.23 10.77%,30.37%,4.71 (3.37%),14.09,-7.37% 5.80%,15.74%,1.57%,1.74%,19.03%,4.51 (3.23%),3.42,-17.75%,12.42%,2.52,80.36%,"Jun 22, 2026",0.69,22.33%,7.75%,39.53,1.89,7.06% 1.46%,0.95,-44.64%,-2.15%,0.41,159.04,62.92%,2.19,23.51%,-3.65%,1.22,142.87,9650,2.06,Apr 30 BMO,0.20%,1.36M,139.83,"Nov 16, 1949",Yes / Yes,-3.05% 17.64%,"

","1,666,769",-2.13%,DTE,2026-06-02,SP500_FUNDAMENTALS
D.R. Horton Inc,Consumer Cyclical,Residential Construction,USA,Large,S&P 500,13.77,10.67,11.03%,284.94M,2.26%,41.68B,12.38,11.88,-0.00%,252.29M,-4.47%,46.91B,1.99,2.97,88.16%,5.59%,-4.81%,3.17B,1.25,-8.58%,-1.49%,5.39,-6.24%,33.35B,1.77,12.28%,8.90%,14.09M,2.05%,82.91,21.11,6.22%,13.23%,184.54 -20.36%,24.50%,6.96,11.92,-11.18% 12.53%,10.72%,114.17 28.74%,35.49%,1.80 (1.22%),11.08,0.76% 11.02%,22.80%,2.42%,2.97%,54.63%,1.75 (1.19%),1.41,-19.40%,12.37%,4.52,375.97%,"May 07, 2026",0.77,-5.57%,9.51%,52.75,2.83,21.14% 17.98%,8.73,-13.13%,2.33%,1.38,165.31,13.83%,0.28,-2.27%,1.43%,0.80,147.09,14341,0.25,Apr 21 BMO,-4.36%,2.61M,146.98,"Jun 05, 1992",Yes / Yes,4.05% 0.11%,"

","2,104,039",-0.07%,DHI,2026-06-02,SP500_FUNDAMENTALS
Duke Energy Corp,Utilities,Utilities - Regulated Electric,USA,Large,S&P 500,18.35,6.53,0.14%,779.60M,-4.60%,93.47B,16.72,7.17,-4.18%,778.54M,-7.46%,185.45B,2.51,1.32,69.94%,2.07%,-8.92%,5.08B,2.82,6.21%,0.06%,4.31,-2.87%,33.17B,1.74,6.97%,2.66%,16.12M,2.29%,68.75,42.14,6.66%,9.75%,134.49 -10.86%,1.84%,2.85,-,25.78% 29.70%,3.78%,113.66 5.48%,36.05%,4.39 (3.66%),12.30,3.87% 6.20%,30.76%,1.50%,1.45%,19.79%,4.26 (3.55%),5.59,8.97%,25.87%,2.01,51.72%,"May 15, 2026",0.44,7.21%,15.33%,33.89,2.12,1.97% 2.01%,0.66,12.57%,-3.59%,0.38,139.18,66.81%,1.67,11.26%,-5.75%,0.85,122.73,26441,1.50,May 05 BMO,-3.34%,3.74M,119.89,"Jul 12, 1961",Yes / Yes,3.29% 8.75%,"

","3,215,694",-2.31%,DUK,2026-06-02,SP500_FUNDAMENTALS
DuPont de Nemours Inc,Basic Materials,Specialty Chemicals,USA,Large,S&P 500,-,-0.07,0.37%,409.87M,-1.10%,19.51B,18.15,2.62,0.00%,408.38M,4.23%,22.13B,0.94,0.59,79.44%,2.92%,-4.13%,-29.00M,2.01,41.87%,-0.81%,3.09,20.66%,9.70B,1.39,9.99%,1.92%,11.92M,18.38%,34.25,25.94,19.38%,2.99%,52.66 -9.63%,70.34%,1.83,18.98,- 14.20%,-0.17%,27.15 75.30%,68.72%,1.02 (2.15%),9.21,-19.27% -13.74%,33.09%,2.92%,3.07%,33.19%,0.77 (1.62%),2.28,63.47%,15.82%,1.52,-,"May 15, 2026",2.11,-22.51%,-0.30%,48.47,1.50,2.70% 3.57%,2.68,127.71%,-2.24%,1.02,57.00,-,0.23,-45.17%,1.11%,0.86,48.42,15000,0.22,May 05 BMO,15.31%,3.85M,47.59,"Sep 01, 2017",Yes / Yes,12.68% 0.92%,"

","3,376,317",-1.71%,DD,2026-06-02,SP500_FUNDAMENTALS
