Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Fetch_Date,Source_Index
Comfort Systems USA Inc,Industrials,Engineering & Construction,USA,Large,S&P 500,56.34,34.65,1.24%,35.19M,5.40%,68.72B,36.52,53.44,-12.73%,34.76M,-4.42%,67.98B,1.12,10.42,94.91%,2.37%,38.04%,1.22B,6.78,49.40%,-1.12%,1.96,90.46%,10.14B,24.40,23.87%,21.27%,0.83M,109.15%,80.00,61.63,32.55%,53.29%,2073.99 -5.88%,296.17%,31.67,49.82,61.75% 47.85%,38.80%,489.54 298.75%,1100.14%,2.95 (0.15%),39.15,30.03% 26.08%,24.51%,6.41%,5.31%,2234.67%,2.60 (0.13%),6.71,107.64%,15.68%,102.08,6000.06%,"May 15, 2026",1.21,38.43%,12.07%,58.09,1.45,51.57% 35.94%,1.24,120.98%,5.60%,1.67,2115.29,6.75%,0.13,56.47%,8.31%,0.91,1877.61,22700,0.12,Apr 23 AMC,58.06%,421.49K,1952.02,"Jun 27, 1997",Yes / Yes,54.44% 19.74%,"

","381,149",3.96%,FIX,2026-06-16,SP500_FUNDAMENTALS
Colgate-Palmolive Co,Consumer Defensive,Household & Personal Products,USA,Large,S&P 500,35.15,2.58,0.19%,800.19M,5.24%,72.48B,22.46,4.03,-15.36%,798.65M,1.96%,79.38B,4.27,0.95,87.05%,2.65%,0.31%,2.09B,3.49,3.14%,0.95%,3.76,17.26%,20.80B,499.86,5.95%,12.55%,21.14M,14.63%,0.18,51.08,5.26%,821.65%,99.33 -8.81%,0.35%,1.77,19.24,7.29% -3.47%,25.82%,74.54 21.51%,17.94%,2.12 (2.34%),15.31,4.29% 4.35%,60.06%,2.32%,2.38%,8.78%,2.09 (2.31%),3.82,-27.12%,21.86%,2.21,26.30%,"Jul 20, 2026",0.67,4.26%,10.04%,56.98,1.91,3.46% 3.32%,1.02,-5.22%,1.62%,0.32,96.33,78.37%,54.99,8.41%,4.25%,1.00,89.45,33600,54.74,May 01 BMO,7.44%,5.62M,90.58,"Mar 31, 1930",Yes / Yes,2.83% 2.07%,"

","5,627,272",1.26%,CL,2026-06-16,SP500_FUNDAMENTALS
Comcast Corp,Communication Services,Telecom Services,USA,Large,"NDX, S&P 500",4.71,5.08,1.05%,3.57B,0.88%,85.63B,6.32,3.79,-0.19%,3.53B,-4.77%,171.04B,-,0.97,89.55%,2.37%,-21.00%,18.80B,0.68,-18.52%,2.84%,2.52,-7.30%,125.28B,0.97,7.95%,7.12%,83.84M,-14.40%,24.68,9.04,-0.83%,21.49%,34.34 -30.21%,-26.92%,2.65,4.20,64.46% 18.80%,10.59%,23.13 3.63%,-38.30%,1.33 (5.53%),4.80,0.62% 3.62%,57.18%,2.20%,2.53%,-55.36%,1.28 (5.33%),1.37,24.78%,15.47%,0.66,-17.93%,"Jul 01, 2026",0.87,1.39%,15.00%,38.46,2.68,6.92% 7.49%,0.87,-32.62%,-2.14%,0.66,32.98,24.48%,1.07,5.25%,-8.71%,0.71,24.50,179000,1.01,Apr 23 BMO,-14.52%,33.21M,23.97,"Mar 17, 1980",Yes / Yes,9.00% 3.43%,"

","23,584,758",-2.16%,CMCSA,2026-06-16,SP500_FUNDAMENTALS
Conagra Brands Inc,Consumer Defensive,Packaged Foods,USA,Mid,S&P 500,-,-0.09,0.72%,478.44M,3.50%,6.51B,8.58,1.59,1.25%,475.01M,-0.44%,13.79B,-,0.46,88.08%,10.34%,-15.10%,-43.30M,0.58,-26.26%,1.43%,3.19,-22.67%,11.18B,0.80,-6.52%,-0.22%,49.10M,-21.37%,17.06,118.18,-10.32%,-0.51%,22.49 -39.49%,-36.90%,0.12,7.73,9.26% 6.92%,-0.30%,12.53 8.62%,-60.88%,1.40 (10.32%),7.93,0.22% 0.99%,24.25%,3.15%,3.08%,-63.46%,1.40 (10.29%),1.23,-112.96%,12.06%,0.42,-62.38%,"Apr 30, 2026",0.30,-4.73%,-0.39%,51.26,3.24,3.85% 10.49%,0.90,37.56%,2.24%,-0.05,14.07,58.28%,0.90,-1.87%,-2.71%,1.61,13.74,18300,0.79,Apr 01 BMO,-19.38%,15.38M,13.61,"Jan 09, 1973",Yes / Yes,-2.91% 0.92%,"

","24,640,380",-0.95%,CAG,2026-06-16,SP500_FUNDAMENTALS
Conoco Phillips,Energy,Oil & Gas E&P,USA,Large,S&P 500,19.09,5.88,0.10%,1.22B,-5.58%,136.77B,12.48,8.99,-50.84%,1.22B,-5.64%,153.73B,0.90,2.97,86.22%,1.83%,-7.47%,7.30B,2.36,65.13%,1.34%,2.61,16.08%,57.86B,2.12,-11.60%,5.91%,22.27M,19.92%,52.98,21.49,13.89%,11.25%,135.87 -17.38%,15.78%,5.22,23.37,-24.17% -,8.41%,85.57 31.19%,9.56%,3.40 (3.03%),6.86,-9.26% 25.63%,23.54%,3.63%,2.62%,94.18%,3.30 (2.94%),2.66,-25.38%,18.31%,3.73,171.74%,"May 11, 2026",1.14,1.02%,12.61%,39.81,1.84,-13.95% 13.48%,1.29,-20.22%,-4.94%,0.09,144.32,50.07%,0.36,-5.20%,-6.64%,1.27,116.98,9900,0.34,Apr 30 BMO,6.96%,8.53M,112.26,"Jan 13, 1978",Yes / Yes,9.79% 2.88%,"

","10,860,506",-4.03%,COP,2026-06-16,SP500_FUNDAMENTALS
Consolidated Edison Inc,Utilities,Utilities - Regulated Electric,USA,Large,S&P 500,18.14,5.94,0.19%,368.53M,3.27%,39.70B,16.62,6.48,-1.38%,367.85M,0.55%,66.73B,2.52,0.73,74.14%,3.31%,-6.70%,2.15B,2.31,7.06%,1.48%,5.54,12.63%,17.21B,1.41,6.20%,2.96%,12.17M,8.46%,76.63,270.05,6.59%,8.73%,116.23 -7.32%,3.62%,0.40,-,6.53% 11.45%,4.18%,94.96 13.44%,15.80%,3.58 (3.32%),12.56,2.60% 6.69%,61.69%,2.35%,2.07%,38.55%,3.48 (3.23%),3.88,9.59%,17.33%,2.27,39.34%,"May 13, 2026",1.09,9.10%,12.52%,53.22,3.37,2.47% 2.13%,1.19,12.62%,1.32%,0.27,110.13,60.29%,1.06,6.19%,-0.57%,1.02,107.74,15407,1.01,May 07 AMC,3.32%,2.20M,107.72,"Jun 21, 1948",Yes / Yes,-4.32% -2.42%,"

","2,228,353",-0.02%,ED,2026-06-16,SP500_FUNDAMENTALS
Constellation Brands Inc,Consumer Defensive,Beverages - Brewers,USA,Large,S&P 500,15.45,9.59,12.35%,172.77M,5.17%,25.40B,-,-,-0.03%,150.32M,5.35%,36.81B,-,3.24,85.71%,5.17%,-1.91%,1.69B,2.78,-0.19%,7.72%,3.74,-0.95%,9.14B,3.17,-,7.75%,7.77M,7.37%,46.78,248.07,3.97%,22.54%,178.13 -16.84%,-10.16%,0.60,14.16,- 0.84%,9.21%,126.45 17.15%,-40.56%,4.22 (2.85%),11.65,-1.13% 1.19%,50.47%,2.76%,2.95%,-37.25%,4.09 (2.76%),4.03,2103.26%,29.98%,4.20,-5.19%,"Apr 29, 2026",0.55,-10.48%,18.46%,56.45,2.08,8.44% 6.34%,1.08,155.70%,3.30%,0.38,176.38,42.47%,1.39,-11.27%,-1.15%,0.79,148.51,9400,1.27,Jun 30 AMC,1.34%,2.08M,148.13,"Nov 01, 1982",Yes / Yes,10.82% 2.06%,"

","1,670,191",-0.26%,STZ,2026-06-16,SP500_FUNDAMENTALS
Cooper Companies Inc,Healthcare,Medical Instruments & Supplies,USA,Large,S&P 500,57.23,1.18,0.67%,194.90M,1.45%,13.22B,13.51,5.02,1.24%,193.73M,12.22%,15.54B,1.36,1.12,105.76%,2.68%,-4.62%,235.80M,3.12,12.32%,0.68%,2.05,-17.48%,4.23B,1.60,8.37%,1.89%,5.20M,-17.33%,42.27,95.07,9.94%,2.85%,89.83 -24.57%,-2.78%,0.71,23.21,-1.15% 9.30%,2.33%,58.89 15.06%,-26.26%,-,13.46,7.35% 10.98%,60.93%,2.61%,2.66%,-28.08%,-,3.67,-42.65%,18.19%,1.87,66.75%,"Jul 26, 2023",0.78,6.09%,5.57%,63.56,2.00,- -,1.27,-191.42%,6.69%,0.86,79.21,0.00%,0.30,7.90%,4.95%,1.03,67.88,15000,0.23,Jun 04 AMC,-6.74%,2.54M,67.76,"Jan 21, 1983",Yes / Yes,9.64% 2.63%,"

","2,641,204",-0.18%,COO,2026-06-16,SP500_FUNDAMENTALS
Constellation Energy Corp,Utilities,Utilities - Independent Power Producers,USA,Large,"NDX, S&P 500",22.78,11.51,6.48%,362.00M,4.66%,94.76B,19.41,13.52,0.00%,337.77M,-4.69%,116.39B,0.88,2.42,73.71%,3.43%,-14.15%,3.79B,3.32,24.49%,2.32%,3.40,-30.71%,28.50B,2.84,15.65%,5.08%,11.59M,-25.74%,92.49,80.92,22.17%,16.33%,412.70 -36.43%,-11.63%,3.24,83.34,- 32.58%,7.51%,240.51 9.08%,180.71%,1.71 (0.65%),18.69,3.18% 8.81%,13.18%,3.47%,3.46%,-,1.63 (0.62%),4.08,21.10%,10.75%,11.33,-,"May 15, 2026",1.17,14.87%,13.30%,45.06,1.32,40.40% -,1.36,1095.18%,-2.48%,1.11,368.94,21.00%,0.67,23.45%,-7.91%,1.13,253.76,15339,0.51,May 11 BMO,-17.99%,3.41M,262.35,"Jan 19, 2022",Yes / Yes,7.67% 31.50%,"

","3,831,996",3.39%,CEG,2026-06-16,SP500_FUNDAMENTALS
Copart Inc,Industrials,Specialty Business Services,USA,Large,"NDX, S&P 500",18.88,1.61,8.65%,925.81M,-1.81%,28.05B,18.11,1.67,-0.06%,845.74M,-7.20%,23.96B,6.99,0.39,83.88%,4.02%,-10.57%,1.55B,6.05,-0.31%,-3.55%,3.83,-21.69%,4.64B,3.20,5.56%,16.08%,34.03M,-22.61%,9.48,6.68,2.59%,17.69%,50.11 -39.53%,-37.64%,4.54,20.95,12.01% 16.72%,17.55%,29.97 1.12%,-30.43%,-,12.49,9.90% 16.07%,44.95%,2.61%,3.30%,-3.48%,-,5.17,5.61%,36.57%,0.95,396.31%,-,7.37,1.05%,33.48%,33.97,2.21,- -,7.44,2.67%,-5.44%,1.01,40.57,0.00%,0.01,2.09%,-7.56%,1.52,30.75,11600,0.01,May 21 AMC,-21.64%,8.90M,30.30,"Mar 17, 1994",Yes / Yes,5.83% 3.54%,"

","13,343,652",-1.46%,CPRT,2026-06-16,SP500_FUNDAMENTALS
Corning Inc,Technology,Electronic Components,USA,Large,S&P 500,90.18,2.08,8.43%,907.00M,0.18%,161.70B,44.84,4.19,-0.75%,788.07M,-9.79%,170.38B,1.44,0.75,72.85%,2.71%,42.28%,1.81B,9.91,26.48%,-1.66%,1.66,95.77%,16.32B,14.43,31.47%,6.17%,21.39M,114.57%,13.02,90.89,31.19%,16.07%,211.79 -11.29%,278.79%,2.07,107.80,6.07% 27.86%,8.88%,49.47 279.79%,455.20%,1.17 (0.63%),42.49,3.40% 6.68%,35.64%,6.80%,6.40%,358.02%,1.12 (0.60%),10.44,298.15%,16.13%,13.35,830.10%,"May 29, 2026",1.06,20.05%,11.09%,52.92,1.90,1.22% 4.94%,1.61,134.97%,1.59%,1.15,205.00,61.12%,0.84,20.05%,5.88%,0.71,179.20,67200,0.73,Apr 28 BMO,58.07%,12.86M,187.88,"May 21, 1945",Yes / Yes,1.19% 1.09%,"

","9,190,831",4.84%,GLW,2026-06-16,SP500_FUNDAMENTALS
Corpay Inc,Technology,Software - Infrastructure,USA,Large,S&P 500,21.13,16.73,3.98%,66.13M,1.28%,23.10B,11.53,30.66,-0.77%,62.76M,7.38%,25.00B,0.62,6.57,101.08%,4.88%,13.94%,1.17B,4.83,25.25%,-0.98%,5.47,11.75%,4.78B,6.66,14.51%,5.19%,3.06M,17.46%,53.08,2.62,18.60%,33.71%,367.43 -3.80%,9.35%,134.88,17.63,6.64% 13.14%,11.60%,252.84 39.80%,44.60%,-,9.62,9.73% 13.65%,72.81%,2.97%,3.27%,29.61%,-,5.23,16.45%,45.61%,11.43,144.35%,-,0.98,18.26%,24.53%,55.89,1.58,- -,0.98,49.19%,0.26%,0.87,394.93,0.00%,2.95,25.39%,6.51%,0.95,356.11,11800,1.88,May 07 AMC,13.36%,559.89K,353.47,"Dec 15, 2010",Yes / Yes,6.03% 4.00%,"

","537,178",-0.74%,CPAY,2026-06-16,SP500_FUNDAMENTALS
Costar Group Inc,Real Estate,Real Estate Services,USA,Large,S&P 500,531.34,0.06,1.38%,407.10M,-4.04%,13.08B,18.02,1.78,2.35%,402.74M,0.60%,12.95B,0.48,0.29,102.70%,3.75%,-26.55%,25.30M,3.83,56.58%,-0.32%,2.09,-52.51%,3.41B,1.65,30.53%,0.25%,15.10M,-52.35%,19.44,9.94,37.17%,0.31%,97.43 -67.11%,-60.52%,3.22,28.24,-73.85% -51.08%,0.28%,31.35 2.18%,-61.89%,-,44.37,14.16% 14.37%,74.61%,5.21%,4.65%,-63.11%,-,3.79,-78.82%,-0.17%,1.59,52.90%,-,2.20,21.33%,0.74%,38.06,1.67,- -,2.20,120.00%,-3.75%,0.72,48.42,0.00%,0.14,22.51%,-8.70%,0.83,32.84,8441,0.14,Apr 28 AMC,-44.50%,7.22M,32.04,"Jul 01, 1998",Yes / Yes,32.03% 0.03%,"

","6,018,039",-2.44%,CSGP,2026-06-16,SP500_FUNDAMENTALS
Corteva Inc,Basic Materials,Agricultural Inputs,USA,Large,S&P 500,44.46,1.70,0.15%,670.04M,-0.20%,50.64B,18.32,4.13,-0.82%,667.84M,-9.11%,52.09B,1.62,2.22,88.45%,2.80%,-4.21%,1.16B,2.83,12.04%,0.88%,4.91,14.64%,17.89B,2.08,10.46%,2.95%,18.67M,12.95%,36.36,23.63,11.33%,5.15%,85.63 -11.58%,4.53%,3.20,24.75,0.47% 12.11%,4.46%,60.53 25.07%,31.26%,0.75 (0.98%),13.02,-0.10% 4.12%,44.14%,1.97%,2.08%,70.86%,0.72 (0.95%),2.91,3.72%,15.64%,1.72,-,"Jun 01, 2026",1.03,6.27%,6.50%,38.36,1.81,6.47% 6.13%,1.47,12.56%,-2.62%,0.58,89.33,43.60%,0.14,11.05%,-5.50%,1.07,76.14,21500,0.07,May 05 AMC,4.11%,3.80M,75.71,"May 24, 2019",Yes / Yes,27.74% 5.73%,"

","4,117,572",-0.56%,CTVA,2026-06-16,SP500_FUNDAMENTALS
Costco Wholesale Corp,Consumer Defensive,Discount Stores,USA,Mega,"NDX, S&P 500",49.26,19.88,0.20%,443.51M,0.48%,434.37B,43.25,22.65,-0.93%,442.57M,-5.94%,422.60B,3.91,6.56,70.92%,1.78%,-2.23%,8.84B,1.48,12.67%,0.10%,3.95,10.74%,293.59B,12.96,10.37%,10.92%,7.88M,13.58%,75.55,21.72,11.05%,29.15%,1096.50 -10.67%,-1.09%,45.09,49.33,11.49% 15.09%,21.22%,844.06 16.04%,89.30%,5.33 (0.54%),30.65,6.64% 10.54%,12.88%,1.80%,2.24%,160.93%,5.37 (0.55%),1.44,12.69%,3.82%,21.34,590.63%,"May 01, 2026",0.61,9.23%,3.01%,45.30,2.03,13.33% 12.75%,1.07,15.27%,-1.82%,0.87,1095.93,27.02%,0.25,11.58%,-2.47%,0.93,982.35,341000,0.24,May 28 AMC,2.29%,2.00M,979.45,"Nov 27, 1985",Yes / Yes,-0.26% 0.64%,"

","1,892,862",-0.30%,COST,2026-06-16,SP500_FUNDAMENTALS
CRH Plc,Basic Materials,Building Materials,USA,Large,S&P 500,20.31,5.40,0.24%,668.23M,7.94%,73.23B,16.38,6.69,0.27%,666.60M,1.82%,91.85B,1.59,2.03,86.82%,1.94%,6.38%,3.65B,1.92,6.69%,-1.91%,2.61,-13.70%,38.06B,3.17,12.59%,6.63%,12.96M,-12.19%,34.52,22.33,10.30%,16.51%,131.55 -16.69%,21.71%,4.91,23.37,2.56% 30.98%,8.97%,86.82 26.22%,111.77%,1.55 (1.42%),12.15,4.60% 6.30%,36.09%,3.77%,3.25%,114.88%,1.52 (1.39%),2.41,14.09%,13.94%,3.71,289.31%,"May 15, 2026",1.09,6.33%,9.58%,55.46,1.40,5.71% 5.64%,1.59,-83.45%,5.09%,1.19,144.17,27.23%,0.89,9.09%,-0.39%,1.04,106.48,83032,0.76,Apr 30 BMO,-5.12%,4.96M,109.59,"Jul 10, 1989",Yes / Yes,-23.46% 4.26%,"

","5,295,762",2.92%,CRH,2026-06-16,SP500_FUNDAMENTALS
Crowdstrike Holdings Inc,Technology,Software - Infrastructure,USA,Large,"NDX, S&P 500",-,-0.19,3.52%,254.54M,5.18%,176.39B,111.08,6.24,-4.35%,245.59M,19.48%,172.66B,3.80,1.17,71.22%,3.06%,63.48%,-45.21M,34.63,32.41%,-1.63%,2.13,33.86%,5.09B,38.06,26.31%,-0.45%,7.51M,47.82%,18.21,38.41,29.24%,-1.12%,785.66 -11.81%,44.17%,18.04,123.24,6.21% -8.80%,-0.83%,342.72 102.18%,333.58%,-,888.50,29.01% 40.64%,74.89%,5.65%,5.34%,203.46%,-,33.89,73.54%,-2.18%,35.14,-,-,1.45,23.17%,-0.89%,60.21,1.57,- -,1.45,124.28%,1.72%,1.25,720.93,-,0.18,25.57%,26.08%,0.71,682.80,10698,0.17,Jun 03 AMC,42.70%,3.53M,692.91,"Jun 12, 2019",Yes / Yes,2.97% 1.67%,"

","2,545,172",1.48%,CRWD,2026-06-16,SP500_FUNDAMENTALS
Crown Castle Inc,Real Estate,REIT - Specialty,USA,Large,S&P 500,18.05,4.92,0.10%,436.45M,-3.32%,38.73B,30.80,2.88,-1.96%,436.01M,1.64%,68.39B,0.69,0.40,99.41%,2.94%,1.39%,2.15B,9.19,107.43%,0.03%,3.69,-3.38%,4.21B,-,37.53%,-0.16%,12.84M,-0.15%,-4.40,174.46,44.57%,-276.36%,115.76 -23.34%,-9.81%,0.51,14.21,6.18% 13.21%,4.31%,75.96 16.82%,-24.08%,4.26 (4.80%),25.06,-15.17% -6.10%,57.71%,2.58%,2.57%,-54.03%,4.25 (4.79%),16.23,155.82%,48.53%,2.50,-4.35%,"Jun 15, 2026",0.27,-29.63%,51.00%,44.42,2.14,-7.34% -0.74%,0.27,35.22%,-3.07%,0.94,98.89,102.87%,-,-4.81%,-0.48%,1.71,92.16,4000,-,Apr 22 AMC,-1.13%,3.48M,88.74,"Aug 18, 1998",Yes / Yes,-9.69% 1.52%,"

","5,847,093",-3.71%,CCI,2026-06-16,SP500_FUNDAMENTALS
CSX Corp,Industrials,Railroads,USA,Large,"NDX, S&P 500",28.99,1.63,0.17%,1.86B,0.59%,88.06B,21.84,2.17,-8.93%,1.85B,3.20%,106.29B,1.62,0.49,78.90%,2.06%,19.13%,3.05B,6.22,18.87%,0.55%,3.01,27.56%,14.15B,6.49,13.40%,6.98%,38.15M,30.73%,7.31,79.40,13.51%,23.69%,48.03 -1.33%,47.54%,0.60,46.25,-7.45% 5.15%,9.47%,31.80 49.03%,41.21%,0.55 (1.16%),16.19,-1.74% 5.89%,34.59%,1.89%,1.97%,44.47%,0.54 (1.14%),7.51,-2.64%,34.59%,0.93,438.73%,"May 29, 2026",0.83,-0.92%,21.55%,60.45,2.08,9.14% 8.24%,0.97,26.95%,2.00%,1.22,46.60,33.71%,1.42,1.72%,5.33%,1.09,47.57,23000,1.37,Apr 22 AMC,21.91%,12.66M,47.39,"Nov 03, 1980",Yes / Yes,10.54% -0.18%,"

","13,763,303",-0.38%,CSX,2026-06-16,SP500_FUNDAMENTALS
Cummins Inc,Industrials,Specialty Industrial Machinery,USA,Large,S&P 500,35.28,19.27,0.33%,137.99M,1.05%,93.79B,20.15,33.73,-9.68%,137.53M,-5.13%,99.87B,1.11,7.26,86.77%,1.49%,24.71%,2.67B,2.77,22.04%,-1.17%,2.33,29.86%,33.89B,7.59,16.12%,7.98%,2.05M,33.16%,89.51,29.48,18.09%,22.97%,718.08 -5.34%,112.72%,23.06,35.12,10.68% 11.29%,13.71%,307.90 120.75%,186.57%,8.02 (1.18%),19.93,6.25% 11.19%,25.09%,4.18%,3.48%,171.78%,8.00 (1.18%),2.95,-4.25%,11.49%,25.22,499.18%,"May 22, 2026",1.11,0.06%,7.89%,54.56,1.96,8.15% 7.67%,1.71,-20.92%,2.73%,1.23,768.17,37.27%,0.67,2.74%,4.00%,0.98,659.58,67400,0.58,May 05 BMO,26.28%,878.70K,679.71,"Sep 10, 1964",Yes / Yes,9.25% 0.38%,"

","856,698",3.05%,CMI,2026-06-16,SP500_FUNDAMENTALS
CVS Health Corp,Healthcare,Healthcare Plans,USA,Large,S&P 500,44.21,2.28,0.16%,1.28B,3.71%,128.46B,12.01,8.38,-62.77%,1.27B,3.63%,195.17B,0.95,1.83,89.18%,1.39%,32.75%,2.93B,0.31,9.77%,-1.35%,2.17,24.56%,407.94B,1.65,13.11%,1.15%,17.76M,26.86%,60.85,10.87,12.61%,3.80%,102.77 -2.03%,49.24%,9.26,17.37,-24.70% -23.94%,1.94%,58.50 72.10%,44.86%,2.69 (2.68%),10.92,7.60% 8.40%,13.88%,2.62%,2.33%,17.89%,2.66 (2.64%),0.48,-45.09%,3.26%,2.50,4.85%,"Apr 23, 2026",0.66,7.68%,0.72%,69.81,1.52,5.74% 5.87%,0.87,63.49%,6.30%,0.61,103.29,191.23%,1.01,6.17%,15.21%,0.91,101.96,300000,0.95,May 06 BMO,26.12%,8.20M,100.68,"Oct 01, 1952",Yes / Yes,17.70% 5.72%,"

","7,417,116",-1.26%,CVS,2026-06-16,SP500_FUNDAMENTALS
Darden Restaurants Inc,Consumer Cyclical,Restaurants,USA,Large,S&P 500,22.09,9.45,0.29%,114.70M,6.51%,23.91B,18.33,11.39,-10.52%,114.21M,7.27%,31.79B,1.91,3.63,98.07%,4.94%,1.00%,1.11B,1.87,11.30%,-1.52%,4.44,13.89%,12.76B,11.38,7.16%,8.72%,5.64M,13.44%,18.34,96.22,9.58%,51.54%,228.27 -8.55%,-4.02%,2.17,23.79,6.27% -,11.39%,169.00 23.53%,25.11%,6.01 (2.88%),15.44,7.84% 9.12%,17.20%,2.80%,2.50%,52.70%,6.00 (2.87%),2.49,6.66%,11.82%,5.50,209.32%,"Apr 10, 2026",0.25,8.51%,8.66%,60.38,2.00,8.37% 16.23%,0.39,-3.33%,3.73%,0.58,229.00,63.17%,3.86,5.93%,5.17%,0.98,211.47,197924,3.61,Jun 25 BMO,6.63%,1.27M,208.76,"May 09, 1995",Yes / Yes,0.22% 0.32%,"

","1,235,251",-1.28%,DRI,2026-06-16,SP500_FUNDAMENTALS
Danaher Corp,Healthcare,Diagnostics & Research,USA,Large,S&P 500,35.00,5.17,8.88%,707.70M,-1.32%,128.18B,19.84,9.13,-0.00%,644.95M,10.06%,142.17B,2.33,1.83,83.29%,1.44%,-5.38%,3.69B,5.17,8.20%,-1.00%,2.05,-22.06%,24.78B,2.42,8.17%,4.52%,9.29M,-20.89%,74.82,22.48,8.50%,7.08%,242.80 -25.41%,-9.75%,8.05,24.23,-19.39% 0.65%,5.23%,160.93 12.53%,-16.10%,1.40 (0.77%),18.21,-2.67% 1.97%,61.14%,2.41%,2.82%,-16.64%,1.36 (0.75%),5.74,0.05%,21.49%,4.96,174.48%,"Jun 26, 2026",1.52,4.02%,14.89%,52.43,1.36,8.58% 12.20%,1.87,9.32%,1.77%,0.81,244.05,25.36%,0.37,3.66%,0.39%,0.86,180.10,60000,0.33,Apr 21 BMO,-11.49%,4.53M,181.10,"Dec 10, 1969",Yes / Yes,6.44% -0.51%,"

","3,931,670",0.56%,DHR,2026-06-16,SP500_FUNDAMENTALS
Deckers Outdoor Corp,Consumer Cyclical,Footwear & Accessories,USA,Large,S&P 500,15.98,7.04,1.06%,139.98M,2.52%,15.62B,13.55,8.30,-0.61%,137.41M,18.46%,14.09B,1.27,0.87,99.02%,3.49%,10.61%,1.02B,2.86,6.65%,-3.04%,2.41,10.99%,5.45B,6.30,10.90%,27.70%,4.79M,8.52%,17.86,8.19,10.63%,40.86%,126.50 -11.07%,10.86%,13.73,14.24,29.58% 25.63%,36.69%,78.91 42.57%,31.83%,-,10.65,14.55% 16.45%,56.14%,3.16%,3.67%,102.14%,-,2.58,10.89%,22.83%,3.70,1111.85%,-,2.94,9.35%,18.77%,58.86,2.32,- -,3.54,-4.02%,3.66%,1.15,127.21,0.00%,0.15,8.68%,6.50%,0.94,113.83,6000,0.12,May 21 AMC,8.85%,1.99M,112.50,"Oct 15, 1993",Yes / Yes,15.52% 3.10%,"

","2,038,377",-1.17%,DECK,2026-06-16,SP500_FUNDAMENTALS
Datadog Inc,Technology,Software - Application,USA,Large,"NDX, S&P 500",622.07,0.37,9.06%,330.57M,0.61%,82.97B,81.74,2.85,-5.82%,323.72M,14.91%,79.50B,4.21,0.58,81.39%,4.37%,84.16%,135.67M,22.60,18.34%,0.31%,2.46,55.50%,3.67B,20.80,17.55%,2.09%,14.14M,71.40%,11.21,17.44,19.42%,3.93%,278.70 -16.37%,93.52%,13.37,78.20,- -,2.59%,98.01 137.82%,137.39%,-,718.20,26.95% 41.53%,79.86%,5.59%,5.43%,141.32%,-,21.65,-21.11%,-0.65%,12.80,-,-,3.35,29.54%,3.69%,59.08,1.36,- -,3.35,115.46%,0.19%,1.56,238.91,0.00%,0.32,32.15%,29.90%,0.99,229.90,8100,0.31,May 07 BMO,55.29%,5.74M,233.09,"Sep 19, 2019",Yes / Yes,18.16% 4.82%,"

","5,811,877",1.39%,DDOG,2026-06-16,SP500_FUNDAMENTALS
DaVita Inc,Healthcare,Medical Care Facilities,USA,Large,S&P 500,20.13,10.42,2.07%,66.19M,9.20%,13.47B,12.14,17.28,-69.07%,62.87M,8.92%,27.74B,0.59,3.84,96.32%,7.72%,41.51%,756.42M,0.97,37.72%,-4.06%,5.75,74.31%,13.84B,-,16.38%,4.37%,4.86M,84.62%,-11.41,17.99,20.68%,635.30%,211.80 -0.97%,54.09%,11.66,9.02,18.56% 8.29%,6.35%,101.00 107.67%,115.61%,1.67 (0.79%),10.02,5.53% 3.39%,27.27%,2.81%,2.77%,69.65%,-,2.01,2.79%,14.82%,5.87,178.00%,-,1.37,6.68%,5.47%,72.02,2.78,- -,1.42,43.08%,6.52%,0.90,200.00,0.00%,-,5.96%,18.69%,0.97,208.66,78000,-,May 05 AMC,48.50%,843.98K,209.75,"Oct 31, 1995",Yes / Yes,23.18% 1.76%,"

","846,417",0.52%,DVA,2026-06-16,SP500_FUNDAMENTALS
